drug pairs 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01083    object:CYCLOSPORINE precipitant: Orlistat 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB01045    object:METHYLPREDNISOLONE precipitant: RIFAMPICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00457-http://bio2rdf.org/drugbank:DB00820    object:Prazosin precipitant: Tadalafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00533-http://bio2rdf.org/drugbank:DB00563    object:METHOTREXATE precipitant: Rofecoxib 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00802-http://bio2rdf.org/drugbank:DB00199    object:ALFENTANIL precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01234-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: DEXAMETHASONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00881-http://bio2rdf.org/drugbank:DB00594    object:Quinapril precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB01356    object:DICLOFENAC precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00321    object:Amitriptyline precipitant: Duloxetine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB06702    object:Ketoconazole precipitant: Fesoterodine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: Voriconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00216    object:Paroxetine precipitant: Eletriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00687-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Fludrocortisone 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01137-http://bio2rdf.org/drugbank:DB01593    object:Zinc precipitant: LEVOFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00490-http://bio2rdf.org/drugbank:DB00661    object:Buspirone precipitant: Verapamil 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00701    object:MIDAZOLAM precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Voriconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00496    object:CLARITHROMYCIN precipitant: Darifenacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00570    object:VINBLASTINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01101-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Capecitabine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00519    object:Trandolapril precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01223-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: AMINOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00999    object:HYDROCHLOROTHIAZIDE precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB00916    object:METRONIDAZOLE precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB01026    object:SIROLIMUS precipitant: Ketoconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00877    object:SIROLIMUS precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01082-http://bio2rdf.org/drugbank:DB00695    object:Streptomycin precipitant: Furosemide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00277    object:RIFAMPICIN precipitant: THEOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB00277    object:THEOPHYLLINE precipitant: Norfloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01268    object:Ketoconazole precipitant: Sunitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00575    object:Clonidine precipitant: Desipramine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00813    object:TELITHROMYCIN precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01011-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: METYRAPONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00540    object:NORTRIPTYLINE precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01263-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: POSACONAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00999-http://bio2rdf.org/drugbank:DB01356    object:HYDROCHLOROTHIAZIDE precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB01072    object:Atazanavir precipitant: ESOMEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00717    object:NORETHINDRONE precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB01174    object:NORETHINDRONE precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01394    object:COLCHICINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00641    object:AMIODARONE precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00635-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Prednisone 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB01104    object:SERTRALINE precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB01593    object:Zinc precipitant: Moxifloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00726-http://bio2rdf.org/drugbank:DB00715    object:Paroxetine precipitant: Trimipramine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00862    object:Vardenafil precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00615    object:Fluconazole precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00503    object:Erlotinib precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: ETHINYL ESTRADIOL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB01356    object:FOSINOPRIL precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB01215    object:ESTAZOLAM precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00813    object:Ketoconazole precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00218    object:Moxifloxacin precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB00563    object:PIROXICAM precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00864    object:ERYTHROMYCIN precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00519    object:Trandolapril precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB01098    object:Rosuvastatin precipitant: TIPRANAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00669    object:Sumatriptan precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB00489    object:Moxifloxacin precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: PHENYTOIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00519-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: Trandolapril 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00796    object:CANDESARTAN precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00862    object:TIPRANAVIR precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00582    object:RIFAMPICIN precipitant: Voriconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB00537    object:Iron precipitant: CIPROFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB00673    object:Pimozide precipitant: Aprepitant 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00177    object:Valsartan precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01039    object:Fenofibrate precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00490    object:Buspirone precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00199    object:Dofetilide precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00503    object:MIDAZOLAM precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: SAQUINAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00196    object:Fluconazole precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB06287    object:TEMSIROLIMUS precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00216    object:ESCITALOPRAM precipitant: Eletriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00784-http://bio2rdf.org/drugbank:DB01356    object:Mefenamic acid precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00367-http://bio2rdf.org/drugbank:DB00564    object:Levonorgestrel precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Sunitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00796    object:CANDESARTAN precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01345-http://bio2rdf.org/drugbank:DB00178    object:Ramipril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00255-http://bio2rdf.org/drugbank:DB01174    object:DIETHYLSTILBESTROL precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB06287    object:PHENOBARBITAL precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB00421    object:Spironolactone precipitant: LISINOPRIL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01406-http://bio2rdf.org/drugbank:DB00864    object:Danazol precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00467-http://bio2rdf.org/drugbank:DB01223    object:Enoxacin precipitant: AMINOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB06772    object:PHENOBARBITAL precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB01211    object:Sunitinib precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01588-http://bio2rdf.org/drugbank:DB00363    object:Prazepam precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01263-http://bio2rdf.org/drugbank:DB00570    object:VINBLASTINE precipitant: POSACONAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01072-http://bio2rdf.org/drugbank:DB00820    object:Tadalafil precipitant: Atazanavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00881    object:Quinapril precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB01100    object:Telaprevir precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB06772    object:Carbamazepine precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB00421    object:Spironolactone precipitant: Enalapril 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00722    object:LISINOPRIL precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00877    object:SIROLIMUS precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00542    object:Benazepril precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB01339    object:Vecuronium precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB01175    object:ESCITALOPRAM precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB06589-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Pazopanib 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00783-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Estradiol 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB00202    object:SUCCINYLCHOLINE precipitant: Amikacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00615    object:CYCLOSPORINE precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01242-http://bio2rdf.org/drugbank:DB00575    object:Clonidine precipitant: CLOMIPRAMINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB00672    object:Chlorpropamide precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00359    object:SULFADIAZINE precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00625-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Efavirenz 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00908    object:Verapamil precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB01345    object:Irbesartan precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00726    object:Trimipramine precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB01593    object:Zinc precipitant: Norfloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00796-http://bio2rdf.org/drugbank:DB00384    object:CANDESARTAN precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB00384    object:FOSINOPRIL precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01067-http://bio2rdf.org/drugbank:DB00373    object:GLIPIZIDE precipitant: TIMOLOL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00564    object:NORETHINDRONE precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB01592    object:Iron precipitant: Moxifloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB01263    object:POSACONAZOLE precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB00864    object:Darunavir precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00900-http://bio2rdf.org/drugbank:DB01004    object:DIDANOSINE precipitant: GANCICLOVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01174    object:CYCLOSPORINE precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
