id	affectingdrug	affectingatc	affecteddrug	affectedatc	effect	significance	evidence	comment
1290	CIMETIDINE	A02BA01	THYROXINE	H03AA01	I	1	 	
1291	CIMETIDINE	A02BA01	THYROXINE	C10AX01	I	1	 	
1292	CIMETIDINE	A02BA01	THYROXINE	H03AA03	I	1	 	
1293	CIMETIDINE	A02BA01	TRIAMTERENE	C03DB02	A	1	 	
1294	CIMETIDINE	A02BA01	TRIAZOLAM	N05CD05	A	1	 	
1295	CIMETIDINE	A02BA01	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	
1296	CIMETIDINE	A02BA01	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	
1297	CIMETIDINE	A02BA01	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	
1298	CIMETIDINE	A02BA01	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	
1303	CIMETIDINE	A02BA01	VALPROIC ACID	N03AG01	A	1	 	
1304	CIMETIDINE	A02BA01	VERAPAMIL	C08DA01	A	1	 	
1305	CIMETIDINE	A02BA01	WARFARIN	B01AA03	A	3	G	
1306	CIPROFLOXACIN	J01MA02	BENZODIAZEPINE, LONG ACTING	N05BA01	A	1	F	
1307	CIPROFLOXACIN	J01MA02	BENZODIAZEPINE, LONG ACTING	N05BA12	A	1	F	
1308	CIPROFLOXACIN	J01MA02	BENZODIAZEPINE, LONG ACTING	N05CD01	A	1	F	
1309	CIPROFLOXACIN	S01AX13	BENZODIAZEPINE, LONG ACTING	N05BA01	A	1	F	
1310	CIPROFLOXACIN	S01AX13	BENZODIAZEPINE, LONG ACTING	N05BA12	A	1	F	
1311	CIPROFLOXACIN	S01AX13	BENZODIAZEPINE, LONG ACTING	N05CD01	A	1	F	
1312	CIPROFLOXACIN	S03AA07	BENZODIAZEPINE, LONG ACTING	N05BA01	A	1	F	
1313	CIPROFLOXACIN	S03AA07	BENZODIAZEPINE, LONG ACTING	N05BA12	A	1	F	
1314	CIPROFLOXACIN	S03AA07	BENZODIAZEPINE, LONG ACTING	N05CD01	A	1	F	
1318	CIPROFLOXACIN	J01MA02	BETA BLOCKERS	C07A	A	1	 	
1319	CIPROFLOXACIN	S01AX13	BETA BLOCKERS	C07A	A	1	 	
1320	CIPROFLOXACIN	S03AA07	BETA BLOCKERS	C07A	A	1	 	
1321	CIPROFLOXACIN	J01MA02	METOPRALOL	C07AB02	A	1	 	
1322	CIPROFLOXACIN	J01MA02	METOPRALOL	C07AB52	A	1	 	
1323	CIPROFLOXACIN	J01MA02	METOPRALOL	C07BB02	A	1	 	
1324	CIPROFLOXACIN	J01MA02	METOPRALOL	C07BB52	A	1	 	
1325	CIPROFLOXACIN	J01MA02	METOPRALOL	C07CB02	A	1	 	
1326	CIPROFLOXACIN	J01MA02	METOPRALOL	C07FB02	A	1	 	
1327	CIPROFLOXACIN	S01AX13	METOPRALOL	C07AB02	A	1	 	
1328	CIPROFLOXACIN	S01AX13	METOPRALOL	C07AB52	A	1	 	
1329	CIPROFLOXACIN	S01AX13	METOPRALOL	C07BB02	A	1	 	
1330	CIPROFLOXACIN	S01AX13	METOPRALOL	C07BB52	A	1	 	
1331	CIPROFLOXACIN	S01AX13	METOPRALOL	C07CB02	A	1	 	
1332	CIPROFLOXACIN	S01AX13	METOPRALOL	C07FB02	A	1	 	
1333	CIPROFLOXACIN	S03AA07	METOPRALOL	C07AB02	A	1	 	
1334	CIPROFLOXACIN	S03AA07	METOPRALOL	C07AB52	A	1	 	
1335	CIPROFLOXACIN	S03AA07	METOPRALOL	C07BB02	A	1	 	
1336	CIPROFLOXACIN	S03AA07	METOPRALOL	C07BB52	A	1	 	
1337	CIPROFLOXACIN	S03AA07	METOPRALOL	C07CB02	A	1	 	
1338	CIPROFLOXACIN	S03AA07	METOPRALOL	C07FB02	A	1	 	
1339	CIPROFLOXACIN	J01MA02	ATENOLOL	C07AB03	A	1	 	
1340	CIPROFLOXACIN	S01AX13	ATENOLOL	C07AB03	A	1	 	
1341	CIPROFLOXACIN	S03AA07	ATENOLOL	C07AB03	A	1	 	
1342	CIPROFLOXACIN	J01MA02	PROPRANOLOL	C07AA05	A	1	 	
1343	CIPROFLOXACIN	S01AX13	PROPRANOLOL	C07AA05	A	1	 	
1344	CIPROFLOXACIN	S03AA07	PROPRANOLOL	C07AA05	A	1	 	
1345	CIPROFLOXACIN	J01MA02	CAFFEINE	N06BC01	A	1	F	
1346	CIPROFLOXACIN	S01AX13	CAFFEINE	N06BC01	A	1	F	
1347	CIPROFLOXACIN	S03AA07	CAFFEINE	N06BC01	A	1	F	
1348	CIPROFLOXACIN	J01MA02	CALCIUM	A12A	N	 	P	
1349	CIPROFLOXACIN	J01MA02	CALCIUM	A12AA	N	 	P	
1350	CIPROFLOXACIN	S01AX13	CALCIUM	A12A	N	 	P	
1351	CIPROFLOXACIN	S01AX13	CALCIUM	A12AA	N	 	P	
1352	CIPROFLOXACIN	S03AA07	CALCIUM	A12A	N	 	P	
1353	CIPROFLOXACIN	S03AA07	CALCIUM	A12AA	N	 	P	
1360	CIPROFLOXACIN	J01MA02	PHENYTOIN	N03AB02	A	2	 	
1361	CIPROFLOXACIN	S01AX13	PHENYTOIN	N03AB02	A	2	 	
1362	CIPROFLOXACIN	S03AA07	PHENYTOIN	N03AB02	A	2	 	
1363	CIPROFLOXACIN	J01MA02	QUINIDINE	C01BA01	N	 	P	
1364	CIPROFLOXACIN	S01AX13	QUINIDINE	C01BA01	N	 	P	
1365	CIPROFLOXACIN	S03AA07	QUINIDINE	C01BA01	N	 	P	
1369	CIPROFLOXACIN	J01MA02	THEOPHYLLINE	R03DA04	A	3	F	Elderly patients are more likely to experience this interaction
1370	CIPROFLOXACIN	S01AX13	THEOPHYLLINE	R03DA04	A	3	F	Elderly patients are more likely to experience this interaction
1371	CIPROFLOXACIN	S03AA07	THEOPHYLLINE	R03DA04	A	3	F	Elderly patients are more likely to experience this interaction
1372	CIPROFLOXACIN	J01MA02	WARFARIN	B01AA03	A	2	G	
1373	CIPROFLOXACIN	S01AX13	WARFARIN	B01AA03	A	2	G	
1374	CIPROFLOXACIN	S03AA07	WARFARIN	B01AA03	A	2	G	
1375	CONTRACEPTIVES, ORAL	G03A	ACETAMINOPHEN	N02BE01	I	1	 	
1376	CONTRACEPTIVES, ORAL	G03A	BENZODIAZEPINE, LONG ACTING	N05BA01	A	1	 	
1377	CONTRACEPTIVES, ORAL	G03A	BENZODIAZEPINE, LONG ACTING	N05BA12	A	1	 	
1378	CONTRACEPTIVES, ORAL	G03A	BENZODIAZEPINE, LONG ACTING	N05CD01	A	1	 	
1380	CONTRACEPTIVES, ORAL	G03A	BETA BLOCKERS	C07A	A	1	 	
1381	CONTRACEPTIVES, ORAL	G03A	METOPRALOL	C07AB02	A	1	 	
1382	CONTRACEPTIVES, ORAL	G03A	METOPRALOL	C07AB52	A	1	 	
1383	CONTRACEPTIVES, ORAL	G03A	METOPRALOL	C07BB02	A	1	 	
1384	CONTRACEPTIVES, ORAL	G03A	METOPRALOL	C07BB52	A	1	 	
1385	CONTRACEPTIVES, ORAL	G03A	METOPRALOL	C07CB02	A	1	 	
1386	CONTRACEPTIVES, ORAL	G03A	METOPRALOL	C07FB02	A	1	 	
1387	CONTRACEPTIVES, ORAL	G03A	ATENOLOL	C07AB03	A	1	 	
1388	CONTRACEPTIVES, ORAL	G03A	PROPRANOLOL	C07AA05	A	1	 	
1389	CONTRACEPTIVES, ORAL	G03A	CAFFEINE	N06BC01	A	1	 	
1390	CONTRACEPTIVES, ORAL	G03A	CORTICOSTEROIDS	R01AD	A	1	P	
1391	CONTRACEPTIVES, ORAL	G03A	CORTICOSTEROIDS	S02B	A	1	P	
1392	CONTRACEPTIVES, ORAL	G03A	CORTICOSTEROIDS	S02BA	A	1	P	
1393	CONTRACEPTIVES, ORAL	G03A	CORTICOSTEROIDS	S03B	A	1	P	
1394	CONTRACEPTIVES, ORAL	G03A	CORTICOSTEROIDS	S03BA	A	1	P	
1395	CONTRACEPTIVES, ORAL	G03A	ETHANOL	D08AX08	N	 	P	
1396	CONTRACEPTIVES, ORAL	G03A	ETHANOL	V03AB16	N	 	P	
1397	CONTRACEPTIVES, ORAL	G03A	ETHANOL	V03AZ01	N	 	P	
1405	CONTRACEPTIVES, ORAL	G03A	LORAZEPAM	N05BA06	I	1	 	
1406	CONTRACEPTIVES, ORAL	G03A	NARCOTIC ANALGESICS	N02A	N	 	P	
1407	CONTRACEPTIVES, ORAL	G03A	NARCOTIC ANALGESICS	N01AH	N	 	P	
1410	CONTRACEPTIVES, ORAL	G03A	NSAIDS	S01BC	I	1	 	
1411	CONTRACEPTIVES, ORAL	G03A	NSAIDS	M01A	I	1	 	
1412	CONTRACEPTIVES, ORAL	G03A	DICLOFENAC	M01AB05	I	1	 	
1413	CONTRACEPTIVES, ORAL	G03A	DICLOFENAC	M02AA15	I	1	 	
1414	CONTRACEPTIVES, ORAL	G03A	DICLOFENAC	S01BC03	I	1	 	
1415	CONTRACEPTIVES, ORAL	G03A	IBUPROFIN	G02CC01	I	1	 	
1416	CONTRACEPTIVES, ORAL	G03A	IBUPROFIN	M01AE01	I	1	 	
1417	CONTRACEPTIVES, ORAL	G03A	IBUPROFIN	M01AE51	I	1	 	
1418	CONTRACEPTIVES, ORAL	G03A	INDOMETHACIN	M01AB01	I	1	 	
1419	CONTRACEPTIVES, ORAL	G03A	INDOMETHACIN	M01AB51	I	1	 	
1420	CONTRACEPTIVES, ORAL	G03A	INDOMETHACIN	S01BC01	I	1	 	
1421	CONTRACEPTIVES, ORAL	G03A	NAPROXEN	G02CC02	I	1	 	
1422	CONTRACEPTIVES, ORAL	G03A	NAPROXEN	M01AE02	I	1	 	
1423	CONTRACEPTIVES, ORAL	G03A	NAPROXEN	M02AA12	I	1	 	
1424	CONTRACEPTIVES, ORAL	G03A	OXAZEPAM	N05BA04	I	1	 	
1425	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	J04AA01	I	1	 	
1426	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	J04AA02	I	1	 	
1427	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	J04AA03	I	1	 	
1428	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA	I	1	 	
1429	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	M02AC	I	1	 	
1430	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA01	I	1	 	
1431	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA03	I	1	 	
1432	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA04	I	1	 	
1433	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA08	I	1	 	
1434	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA12	I	1	 	
1435	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA16	I	1	 	
1436	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA51	I	1	 	
1437	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	N02BA71	I	1	 	
1438	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	P02DA	I	1	 	
1439	CONTRACEPTIVES, ORAL	G03A	SALICYLATES	S01BC08	I	1	 	
1440	CONTRACEPTIVES, ORAL	G03A	ASPIRIN	A01AD05	 	 	 	
1441	CONTRACEPTIVES, ORAL	G03A	ASPIRIN	B01AC06	 	 	 	
1442	CONTRACEPTIVES, ORAL	G03A	ASPIRIN	N02BA01	 	 	 	
1443	CONTRACEPTIVES, ORAL	G03A	ASPIRIN	N02BA71	 	 	 	
1444	CONTRACEPTIVES, ORAL	G03A	ASPIRIN	N02BA51	 	 	 	
1445	CONTRACEPTIVES, ORAL	G03A	ASPIRIN	M01BA03	 	 	 	
1446	CONTRACEPTIVES, ORAL	G03A	THEOPHYLLINE	R03DA04	A	1	 	
1447	CONTRACEPTIVES, ORAL	G03A	THYROXINE	H03AA01	I	1	 	
1448	CONTRACEPTIVES, ORAL	G03A	THYROXINE	C10AX01	I	1	 	
1449	CONTRACEPTIVES, ORAL	G03A	THYROXINE	H03AA03	I	1	 	
1450	CONTRACEPTIVES, ORAL	G03A	TOBACCO	N07BA01	A	1	G	Potentiate tobacco-induced adverse cardiovascular effect
1451	CONTRACEPTIVES, ORAL	G03A	TRIAZOLAM	N05CD05	A	1	 	
1452	CORTICOSTEROIDS	R01AD	FUROSEMIDE	C03CA01	A	1	P	May potentiate hypokalemia
1453	CORTICOSTEROIDS	S02B	FUROSEMIDE	C03CA01	A	1	P	May potentiate hypokalemia
1454	CORTICOSTEROIDS	S02BA	FUROSEMIDE	C03CA01	A	1	P	May potentiate hypokalemia
1455	CORTICOSTEROIDS	S03B	FUROSEMIDE	C03CA01	A	1	P	May potentiate hypokalemia
1456	CORTICOSTEROIDS	S03BA	FUROSEMIDE	C03CA01	A	1	P	May potentiate hypokalemia
1457	CORTICOSTEROIDS	R01AD	GLYBURIDE	A10BB01	I	1	P	
1458	CORTICOSTEROIDS	S02B	GLYBURIDE	A10BB01	I	1	P	
1459	CORTICOSTEROIDS	S02BA	GLYBURIDE	A10BB01	I	1	P	
1460	CORTICOSTEROIDS	S03B	GLYBURIDE	A10BB01	I	1	P	
1461	CORTICOSTEROIDS	S03BA	GLYBURIDE	A10BB01	I	1	P	
1462	CORTICOSTEROIDS	R01AD	INSULIN	A10A	I	1	P	
1463	CORTICOSTEROIDS	S02B	INSULIN	A10A	I	1	P	
1464	CORTICOSTEROIDS	S02BA	INSULIN	A10A	I	1	P	
1465	CORTICOSTEROIDS	S03B	INSULIN	A10A	I	1	P	
1466	CORTICOSTEROIDS	S03BA	INSULIN	A10A	I	1	P	
1467	CORTICOSTEROIDS	R01AD	NSAIDS	S01BC	A	2	F	May potentiate gastrointestinal ulceration
1468	CORTICOSTEROIDS	R01AD	NSAIDS	M01A	A	2	F	May potentiate gastrointestinal ulceration
1469	CORTICOSTEROIDS	S02B	NSAIDS	S01BC	A	2	F	May potentiate gastrointestinal ulceration
1470	CORTICOSTEROIDS	S02B	NSAIDS	M01A	A	2	F	May potentiate gastrointestinal ulceration
1471	CORTICOSTEROIDS	S02BA	NSAIDS	S01BC	A	2	F	May potentiate gastrointestinal ulceration
1472	CORTICOSTEROIDS	S02BA	NSAIDS	M01A	A	2	F	May potentiate gastrointestinal ulceration
1473	CORTICOSTEROIDS	S03B	NSAIDS	S01BC	A	2	F	May potentiate gastrointestinal ulceration
1474	CORTICOSTEROIDS	S03B	NSAIDS	M01A	A	2	F	May potentiate gastrointestinal ulceration
1475	CORTICOSTEROIDS	S03BA	NSAIDS	S01BC	A	2	F	May potentiate gastrointestinal ulceration
1476	CORTICOSTEROIDS	S03BA	NSAIDS	M01A	A	2	F	May potentiate gastrointestinal ulceration
1477	CORTICOSTEROIDS	R01AD	DICLOFENAC	M01AB05	A	2	F	
1478	CORTICOSTEROIDS	R01AD	DICLOFENAC	M02AA15	A	2	F	
1479	CORTICOSTEROIDS	R01AD	DICLOFENAC	S01BC03	A	2	F	
1480	CORTICOSTEROIDS	S02B	DICLOFENAC	M01AB05	A	2	F	
1481	CORTICOSTEROIDS	S02B	DICLOFENAC	M02AA15	A	2	F	
1482	CORTICOSTEROIDS	S02B	DICLOFENAC	S01BC03	A	2	F	
1483	CORTICOSTEROIDS	S02BA	DICLOFENAC	M01AB05	A	2	F	
1484	CORTICOSTEROIDS	S02BA	DICLOFENAC	M02AA15	A	2	F	
1485	CORTICOSTEROIDS	S02BA	DICLOFENAC	S01BC03	A	2	F	
1486	CORTICOSTEROIDS	S03B	DICLOFENAC	M01AB05	A	2	F	
1487	CORTICOSTEROIDS	S03B	DICLOFENAC	M02AA15	A	2	F	
1488	CORTICOSTEROIDS	S03B	DICLOFENAC	S01BC03	A	2	F	
1489	CORTICOSTEROIDS	S03BA	DICLOFENAC	M01AB05	A	2	F	
1490	CORTICOSTEROIDS	S03BA	DICLOFENAC	M02AA15	A	2	F	
1491	CORTICOSTEROIDS	S03BA	DICLOFENAC	S01BC03	A	2	F	
1492	CORTICOSTEROIDS	R01AD	IBUPROFIN	G02CC01	A	2	F	
1493	CORTICOSTEROIDS	R01AD	IBUPROFIN	M01AE01	A	2	F	
1494	CORTICOSTEROIDS	R01AD	IBUPROFIN	M01AE51	A	2	F	
1495	CORTICOSTEROIDS	S02B	IBUPROFIN	G02CC01	A	2	F	
1496	CORTICOSTEROIDS	S02B	IBUPROFIN	M01AE01	A	2	F	
1497	CORTICOSTEROIDS	S02B	IBUPROFIN	M01AE51	A	2	F	
1498	CORTICOSTEROIDS	S02BA	IBUPROFIN	G02CC01	A	2	F	
1499	CORTICOSTEROIDS	S02BA	IBUPROFIN	M01AE01	A	2	F	
1500	CORTICOSTEROIDS	S02BA	IBUPROFIN	M01AE51	A	2	F	
1501	CORTICOSTEROIDS	S03B	IBUPROFIN	G02CC01	A	2	F	
1502	CORTICOSTEROIDS	S03B	IBUPROFIN	M01AE01	A	2	F	
1503	CORTICOSTEROIDS	S03B	IBUPROFIN	M01AE51	A	2	F	
1504	CORTICOSTEROIDS	S03BA	IBUPROFIN	G02CC01	A	2	F	
1505	CORTICOSTEROIDS	S03BA	IBUPROFIN	M01AE01	A	2	F	
1506	CORTICOSTEROIDS	S03BA	IBUPROFIN	M01AE51	A	2	F	
1507	CORTICOSTEROIDS	R01AD	INDOMETHACIN	M01AB01	A	2	F	
1508	CORTICOSTEROIDS	R01AD	INDOMETHACIN	M01AB51	A	2	F	
1509	CORTICOSTEROIDS	R01AD	INDOMETHACIN	S01BC01	A	2	F	
1510	CORTICOSTEROIDS	S02B	INDOMETHACIN	M01AB01	A	2	F	
1511	CORTICOSTEROIDS	S02B	INDOMETHACIN	M01AB51	A	2	F	
1512	CORTICOSTEROIDS	S02B	INDOMETHACIN	S01BC01	A	2	F	
1513	CORTICOSTEROIDS	S02BA	INDOMETHACIN	M01AB01	A	2	F	
1514	CORTICOSTEROIDS	S02BA	INDOMETHACIN	M01AB51	A	2	F	
1515	CORTICOSTEROIDS	S02BA	INDOMETHACIN	S01BC01	A	2	F	
1516	CORTICOSTEROIDS	S03B	INDOMETHACIN	M01AB01	A	2	F	
1517	CORTICOSTEROIDS	S03B	INDOMETHACIN	M01AB51	A	2	F	
1518	CORTICOSTEROIDS	S03B	INDOMETHACIN	S01BC01	A	2	F	
1519	CORTICOSTEROIDS	S03BA	INDOMETHACIN	M01AB01	A	2	F	
1520	CORTICOSTEROIDS	S03BA	INDOMETHACIN	M01AB51	A	2	F	
1521	CORTICOSTEROIDS	S03BA	INDOMETHACIN	S01BC01	A	2	F	
1522	CORTICOSTEROIDS	R01AD	NAPROXEN	G02CC02	A	2	F	
1523	CORTICOSTEROIDS	R01AD	NAPROXEN	M01AE02	A	2	F	
1524	CORTICOSTEROIDS	R01AD	NAPROXEN	M02AA12	A	2	F	
1525	CORTICOSTEROIDS	S02B	NAPROXEN	G02CC02	A	2	F	
1526	CORTICOSTEROIDS	S02B	NAPROXEN	M01AE02	A	2	F	
1527	CORTICOSTEROIDS	S02B	NAPROXEN	M02AA12	A	2	F	
1528	CORTICOSTEROIDS	S02BA	NAPROXEN	G02CC02	A	2	F	
1529	CORTICOSTEROIDS	S02BA	NAPROXEN	M01AE02	A	2	F	
1530	CORTICOSTEROIDS	S02BA	NAPROXEN	M02AA12	A	2	F	
1531	CORTICOSTEROIDS	S03B	NAPROXEN	G02CC02	A	2	F	
1532	CORTICOSTEROIDS	S03B	NAPROXEN	M01AE02	A	2	F	
1533	CORTICOSTEROIDS	S03B	NAPROXEN	M02AA12	A	2	F	
1534	CORTICOSTEROIDS	S03BA	NAPROXEN	G02CC02	A	2	F	
1535	CORTICOSTEROIDS	S03BA	NAPROXEN	M01AE02	A	2	F	
1536	CORTICOSTEROIDS	S03BA	NAPROXEN	M02AA12	A	2	F	
1537	CORTICOSTEROIDS	R01AD	SALICYLATES	J04AA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1538	CORTICOSTEROIDS	R01AD	SALICYLATES	J04AA02	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1539	CORTICOSTEROIDS	R01AD	SALICYLATES	J04AA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1540	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1541	CORTICOSTEROIDS	R01AD	SALICYLATES	M02AC	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1542	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1543	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1544	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA04	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1545	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1546	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA12	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1547	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA16	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1548	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA51	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1549	CORTICOSTEROIDS	R01AD	SALICYLATES	N02BA71	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1550	CORTICOSTEROIDS	R01AD	SALICYLATES	P02DA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1551	CORTICOSTEROIDS	R01AD	SALICYLATES	S01BC08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1552	CORTICOSTEROIDS	S02B	SALICYLATES	J04AA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1553	CORTICOSTEROIDS	S02B	SALICYLATES	J04AA02	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1554	CORTICOSTEROIDS	S02B	SALICYLATES	J04AA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1555	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1556	CORTICOSTEROIDS	S02B	SALICYLATES	M02AC	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1557	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1558	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1559	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA04	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1560	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1561	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA12	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1562	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA16	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1563	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA51	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1564	CORTICOSTEROIDS	S02B	SALICYLATES	N02BA71	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1565	CORTICOSTEROIDS	S02B	SALICYLATES	P02DA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1566	CORTICOSTEROIDS	S02B	SALICYLATES	S01BC08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1567	CORTICOSTEROIDS	S02BA	SALICYLATES	J04AA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1568	CORTICOSTEROIDS	S02BA	SALICYLATES	J04AA02	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1569	CORTICOSTEROIDS	S02BA	SALICYLATES	J04AA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1570	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1571	CORTICOSTEROIDS	S02BA	SALICYLATES	M02AC	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1572	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1573	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1574	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA04	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1575	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1576	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA12	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1577	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA16	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1578	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA51	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1579	CORTICOSTEROIDS	S02BA	SALICYLATES	N02BA71	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1580	CORTICOSTEROIDS	S02BA	SALICYLATES	P02DA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1581	CORTICOSTEROIDS	S02BA	SALICYLATES	S01BC08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1582	CORTICOSTEROIDS	S03B	SALICYLATES	J04AA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1583	CORTICOSTEROIDS	S03B	SALICYLATES	J04AA02	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1584	CORTICOSTEROIDS	S03B	SALICYLATES	J04AA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1585	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1586	CORTICOSTEROIDS	S03B	SALICYLATES	M02AC	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1587	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA01	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1588	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA03	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1589	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA04	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1590	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA08	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1591	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA12	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1592	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA16	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1593	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA51	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1594	CORTICOSTEROIDS	S03B	SALICYLATES	N02BA71	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
1595	CORTICOSTEROIDS	S03B	SALICYLATES	P02DA	A	2	P	May potentiate gastrointestinal ulceration. May lower salicylate levels
