drug pair    DDICorpus2011    KEGG
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00990    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [('http://rest.kegg.jp/ddi/D00293\r', None)]
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB00384    [(None, None)]    [('http://rest.kegg.jp/ddi/D00362\r', None)]
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00537    [(None, None)]    [('http://rest.kegg.jp/ddi/D00142\r', None)]
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00533    [(None, None)]    [('http://rest.kegg.jp/ddi/D00142\r', None)]
http://bio2rdf.org/drugbank:DB00368-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [('http://rest.kegg.jp/ddi/D00076\r', None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01238    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00136-http://bio2rdf.org/drugbank:DB00136    [(None, None)]    [('http://rest.kegg.jp/ddi/D00129\r', None)]
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB00196    [(None, None)]    [('http://rest.kegg.jp/ddi/D00322\r', None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00619-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00898-http://bio2rdf.org/drugbank:DB00897    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB00727-http://bio2rdf.org/drugbank:DB01197    [(None, None)]    [('http://rest.kegg.jp/ddi/D00251\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01068    [(None, None)]    [('http://rest.kegg.jp/ddi/D00280\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [('http://rest.kegg.jp/ddi/D00295\r', None)]
http://bio2rdf.org/drugbank:DB00995-http://bio2rdf.org/drugbank:DB00859    [(None, None)]    [('http://rest.kegg.jp/ddi/D00237\r', None)]
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00224    [(None, None)]    [('http://rest.kegg.jp/ddi/D00424\r', None)]
http://bio2rdf.org/drugbank:DB00201-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [('http://rest.kegg.jp/ddi/D00295\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00475    [(None, None)]    [('http://rest.kegg.jp/ddi/D00267\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00363    [(None, None)]    [('http://rest.kegg.jp/ddi/D00283\r', None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [('http://rest.kegg.jp/ddi/D00130\r', None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01068    [(None, None)]    [('http://rest.kegg.jp/ddi/D00252\r', None)]
http://bio2rdf.org/drugbank:DB00619-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [('http://rest.kegg.jp/ddi/D00346\r', None)]
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB01258    [(None, None)]    [('http://rest.kegg.jp/ddi/D00523\r', None)]
http://bio2rdf.org/drugbank:DB00447-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [('http://rest.kegg.jp/ddi/D00475\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB01242-http://bio2rdf.org/drugbank:DB00794    [(None, None)]    [('http://rest.kegg.jp/ddi/D00474\r', None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB01240    [(None, None)]    [('http://rest.kegg.jp/ddi/D00106\r', None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00225\r', None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00949    [(None, None)]    [('http://rest.kegg.jp/ddi/D00252\r', None)]
http://bio2rdf.org/drugbank:DB00788-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00238    [(None, None)]    [('http://rest.kegg.jp/ddi/D00276\r', None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00513-http://bio2rdf.org/drugbank:DB00036    [(None, None)]    [('http://rest.kegg.jp/ddi/D00160\r', None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00999    [(None, None)]    [('http://rest.kegg.jp/ddi/D00130\r', None)]
http://bio2rdf.org/drugbank:DB00749-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [('http://rest.kegg.jp/ddi/D00315\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00502    [(None, None)]    [('http://rest.kegg.jp/ddi/D00136\r', None)]
http://bio2rdf.org/drugbank:DB00782-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
