CODE,RXCUI2,STR,RELA,RXCUI1,STR
4022529,214160,ASPIRIN/BUTALBITAL/CAFFEINE/CODEINE,has_part,1191,ASPIRIN
4022529,214160,ASPIRIN/BUTALBITAL/CAFFEINE/CODEINE,has_part,1886,CAFFEINE
4022529,214160,ASPIRIN/BUTALBITAL/CAFFEINE/CODEINE,has_part,19860,BUTALBITAL
4022529,214160,ASPIRIN/BUTALBITAL/CAFFEINE/CODEINE,has_part,2670,CODEINE
4022543,214178,ACETAMINOPHEN/BUTALBITAL,has_part,161,Acetaminophen
4022543,214178,ACETAMINOPHEN/BUTALBITAL,has_part,19860,BUTALBITAL
4023449,214179,ACETAMINOPHEN/CHLORPHENIRAMINE,has_part,161,Acetaminophen
4023449,214179,ACETAMINOPHEN/CHLORPHENIRAMINE,has_part,2400,Chlorphenamine
4023579,214180,ACETAMINOPHEN/DEXTROMETHORPHAN,has_part,161,Acetaminophen
4023579,214180,ACETAMINOPHEN/DEXTROMETHORPHAN,has_part,3289,DEXTROMETHORPHAN
4023557,214181,ACETAMINOPHEN/DIPHENHYDRAMINE,has_part,161,Acetaminophen
4023557,214181,ACETAMINOPHEN/DIPHENHYDRAMINE,has_part,3498,Diphenhydramine
4022392,214182,ACETAMINOPHEN/HYDROCODONE,has_part,161,Acetaminophen
4022392,214182,ACETAMINOPHEN/HYDROCODONE,has_part,5489,Hydrocodone
4022164,214183,ACETAMINOPHEN/OXYCODONE,has_part,161,Acetaminophen
4022164,214183,ACETAMINOPHEN/OXYCODONE,has_part,7804,Oxycodone
4023200,214184,ACETAMINOPHEN/PAMABROM,has_part,161,Acetaminophen
4023200,214184,ACETAMINOPHEN/PAMABROM,has_part,54365,PAMABROM
4022240,214185,ACETAMINOPHEN/PENTAZOCINE,has_part,161,Acetaminophen
4022240,214185,ACETAMINOPHEN/PENTAZOCINE,has_part,8001,PENTAZOCINE
4023566,214186,ACETAMINOPHEN/PHENYLEPHRINE,has_part,161,Acetaminophen
4023566,214186,ACETAMINOPHEN/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4023198,214187,ACETAMINOPHEN/PSEUDOEPHEDRINE,has_part,161,Acetaminophen
4023198,214187,ACETAMINOPHEN/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022556,214188,ACETAMINOPHEN/SALICYLAMIDE,has_part,161,Acetaminophen
4022556,214188,ACETAMINOPHEN/SALICYLAMIDE,has_part,9518,SALICYLAMIDE
4023912,214196,ACRIVASTINE/PSEUDOEPHEDRINE,has_part,19959,ACRIVASTINE
4023912,214196,ACRIVASTINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4024060,214199,ALBUTEROL/IPRATROPIUM,has_part,435,Albuterol
4024060,214199,ALBUTEROL/IPRATROPIUM,has_part,7213,IPRATROPIUM
4022150,214212,AMILORIDE/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022150,214212,AMILORIDE/HYDROCHLOROTHIAZIDE,has_part,644,Amiloride
4022569,214216,AMINOPHYLLINE/GUAIFENESIN,has_part,5032,Guaifenesin
4022569,214216,AMINOPHYLLINE/GUAIFENESIN,has_part,689,AMINOPHYLLINE
4022610,214220,AMITRIPTYLINE/CHLORDIAZEPOXIDE,has_part,2356,CHLORDIAZEPOXIDE
4022610,214220,AMITRIPTYLINE/CHLORDIAZEPOXIDE,has_part,704,AMITRIPTYLINE
4024008,214223,AMLODIPINE/BENAZEPRIL,has_part,17767,AMLODIPINE
4024008,214223,AMLODIPINE/BENAZEPRIL,has_part,18867,BENAZEPRIL
4022806,214230,AMOBARBITAL/SECOBARBITAL,has_part,719,Amobarbital
4022806,214230,AMOBARBITAL/SECOBARBITAL,has_part,9624,SECOBARBITAL
4022209,214233,AMPICILLIN/PROBENECID,has_part,733,AMPICILLIN
4022209,214233,AMPICILLIN/PROBENECID,has_part,8698,PROBENECID
4023127,214247,"ASCORBIC ACID/FERROUS FUMARATE",has_part,1151,"ASCORBIC ACID"
4023127,214247,"ASCORBIC ACID/FERROUS FUMARATE",has_part,24941,"Ferrous fumarate"
4023129,214248,"ASCORBIC ACID/FERROUS SULFATE",has_part,1151,"ASCORBIC ACID"
4023129,214248,"ASCORBIC ACID/FERROUS SULFATE",has_part,24947,"FERROUS SULFATE"
4022197,214249,ASPIRIN/BUTALBITAL,has_part,1191,ASPIRIN
4022197,214249,ASPIRIN/BUTALBITAL,has_part,19860,BUTALBITAL
4023150,214250,ASPIRIN/CAFFEINE,has_part,1191,ASPIRIN
4023150,214250,ASPIRIN/CAFFEINE,has_part,1886,CAFFEINE
4022378,214251,ASPIRIN/CARISOPRODOL,has_part,1191,ASPIRIN
4022378,214251,ASPIRIN/CARISOPRODOL,has_part,2101,CARISOPRODOL
4023049,214253,ASPIRIN/HYDROCODONE,has_part,1191,ASPIRIN
4023049,214253,ASPIRIN/HYDROCODONE,has_part,5489,Hydrocodone
4022174,214254,ASPIRIN/MEPROBAMATE,has_part,1191,ASPIRIN
4022174,214254,ASPIRIN/MEPROBAMATE,has_part,6760,MEPROBAMATE
4022360,214255,ASPIRIN/METHOCARBAMOL,has_part,1191,ASPIRIN
4022360,214255,ASPIRIN/METHOCARBAMOL,has_part,6845,METHOCARBAMOL
4022163,214256,ASPIRIN/OXYCODONE,has_part,1191,ASPIRIN
4022163,214256,ASPIRIN/OXYCODONE,has_part,7804,Oxycodone
4022239,214257,ASPIRIN/PENTAZOCINE,has_part,1191,ASPIRIN
4022239,214257,ASPIRIN/PENTAZOCINE,has_part,8001,PENTAZOCINE
4022823,214258,ASPIRIN/PHENYLTOLOXAMINE,has_part,1191,ASPIRIN
4022823,214258,ASPIRIN/PHENYLTOLOXAMINE,has_part,33408,PHENYLTOLOXAMINE
4023131,214259,ASPIRIN/PSEUDOEPHEDRINE,has_part,1191,ASPIRIN
4023131,214259,ASPIRIN/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4023169,214261,ATROPINE/DIFENOXIN,has_part,1223,ATROPINE
4023169,214261,ATROPINE/DIFENOXIN,has_part,23024,DIFENOXIN
4023556,214262,ATROPINE/EDROPHONIUM,has_part,1223,ATROPINE
4023556,214262,ATROPINE/EDROPHONIUM,has_part,3752,Edrophonium
4022570,214263,ATROPINE/PHENOBARBITAL,has_part,1223,ATROPINE
4022570,214263,ATROPINE/PHENOBARBITAL,has_part,8134,PHENOBARBITAL
4022540,214265,AZATADINE/PSEUDOEPHEDRINE,has_part,18600,AZATADINE
4022540,214265,AZATADINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4023999,214287,BENAZEPRIL/HYDROCHLOROTHIAZIDE,has_part,18867,BENAZEPRIL
4023999,214287,BENAZEPRIL/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022096,214288,BENDROFLUMETHIAZIDE/NADOLOL,has_part,1369,BENDROFLUMETHIAZIDE
4022096,214288,BENDROFLUMETHIAZIDE/NADOLOL,has_part,7226,NADOLOL
4023582,214298,BENZOCAINE/DEXTROMETHORPHAN,has_part,1399,"benzocaine otic"
4023582,214298,BENZOCAINE/DEXTROMETHORPHAN,has_part,3289,DEXTROMETHORPHAN
4024014,214299,BENZOCAINE/DOCUSATE,has_part,1399,"benzocaine otic"
4024014,214299,BENZOCAINE/DOCUSATE,has_part,82003,"Dioctyl sulfosuccinate"
4024000,214317,BISOPROLOL/HYDROCHLOROTHIAZIDE,has_part,19484,BISOPROLOL
4024000,214317,BISOPROLOL/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022550,214323,BROMODIPHENHYDRAMINE/CODEINE,has_part,19759,BROMODIPHENHYDRAMINE
4022550,214323,BROMODIPHENHYDRAMINE/CODEINE,has_part,2670,CODEINE
4022840,214325,BROMPHENIRAMINE/PHENYLPROPANOLAMINE,has_part,1767,BROMPHENIRAMINE
4022840,214325,BROMPHENIRAMINE/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022694,214326,BROMPHENIRAMINE/PSEUDOEPHEDRINE,has_part,1767,BROMPHENIRAMINE
4022694,214326,BROMPHENIRAMINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022132,214327,BROMPHENIRAMINE/CODEINE/PHENYLPROPANOLAMINE,has_part,1767,BROMPHENIRAMINE
4022132,214327,BROMPHENIRAMINE/CODEINE/PHENYLPROPANOLAMINE,has_part,2670,CODEINE
4022132,214327,BROMPHENIRAMINE/CODEINE/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022406,214336,CAFFEINE/ERGOTAMINE,has_part,1886,CAFFEINE
4022406,214336,CAFFEINE/ERGOTAMINE,has_part,4025,Ergotamine
4023574,214346,"CALCIUM CARBONATE/MAGNESIUM CARBONATE",has_part,1897,"CALCIUM (AS CALCIUM CARBONATE)"
4023574,214346,"CALCIUM CARBONATE/MAGNESIUM CARBONATE",has_part,29155,"MAGNESIUM CARBONATE"
4023441,214347,"CALCIUM CARBONATE/MAGNESIUM HYDROXIDE",has_part,1897,"CALCIUM (AS CALCIUM CARBONATE)"
4023441,214347,"CALCIUM CARBONATE/MAGNESIUM HYDROXIDE",has_part,6581,"MAGNESIUM HYDROXIDE"
4023619,214349,"CALCIUM CARBONATE/SODIUM FLUORIDE",has_part,1897,"CALCIUM (AS CALCIUM CARBONATE)"
4023619,214349,"CALCIUM CARBONATE/SODIUM FLUORIDE",has_part,9873,"FLUORIDE (AS SODIUM FLUORIDE)"
4022733,214350,"CALCIUM GLYCEROPHOSPHATE/CALCIUM LACTATE",has_part,1909,"CALCIUM (AS GLYCEROPHOSPHATE)"
4022733,214350,"CALCIUM GLYCEROPHOSPHATE/CALCIUM LACTATE",has_part,47622,"CALCIUM (AS LACTATE)"
4022097,214357,CAPTOPRIL/HYDROCHLOROTHIAZIDE,has_part,1998,CAPTOPRIL
4022097,214357,CAPTOPRIL/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022171,214358,CARAMIPHEN/PHENYLPROPANOLAMINE,has_part,20191,CARAMIPHEN
4022171,214358,CARAMIPHEN/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022502,214364,CARBINOXAMINE/PSEUDOEPHEDRINE,has_part,20220,CARBINOXAMINE
4022502,214364,CARBINOXAMINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4023071,214367,CASANTHRANOL/DOCUSATE,has_part,66870,Casanthranol
4023071,214367,CASANTHRANOL/DOCUSATE,has_part,82003,"Dioctyl sulfosuccinate"
4023748,214372,CHARCOAL/SIMETHICONE,has_part,2296,CHARCOAL
4023748,214372,CHARCOAL/SIMETHICONE,has_part,9796,SIMETHICONE
4022148,214382,CHLOROTHIAZIDE/METHYLDOPA,has_part,2396,CHLOROTHIAZIDE
4022148,214382,CHLOROTHIAZIDE/METHYLDOPA,has_part,6876,METHYLDOPA
4022146,214383,CHLOROTHIAZIDE/RESERPINE,has_part,2396,CHLOROTHIAZIDE
4022146,214383,CHLOROTHIAZIDE/RESERPINE,has_part,9260,RESERPINE
4023685,214390,CHLORPHENIRAMINE/DEXTROMETHORPHAN,has_part,2400,Chlorphenamine
4023685,214390,CHLORPHENIRAMINE/DEXTROMETHORPHAN,has_part,3289,DEXTROMETHORPHAN
4023148,214392,CHLORPHENIRAMINE/HYDROCODONE,has_part,2400,Chlorphenamine
4023148,214392,CHLORPHENIRAMINE/HYDROCODONE,has_part,5489,Hydrocodone
4022521,214393,CHLORPHENIRAMINE/PHENYLEPHRINE,has_part,2400,Chlorphenamine
4022521,214393,CHLORPHENIRAMINE/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022169,214394,CHLORPHENIRAMINE/PHENYLPROPANOLAMINE,has_part,2400,Chlorphenamine
4022169,214394,CHLORPHENIRAMINE/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022426,214395,CHLORPHENIRAMINE/PSEUDOEPHEDRINE,has_part,2400,Chlorphenamine
4022426,214395,CHLORPHENIRAMINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022595,214406,CHLORPHENIRAMINE/GUAIFENESIN/PHENYLEPHRINE,has_part,2400,Chlorphenamine
4022595,214406,CHLORPHENIRAMINE/GUAIFENESIN/PHENYLEPHRINE,has_part,5032,Guaifenesin
4022595,214406,CHLORPHENIRAMINE/GUAIFENESIN/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022969,214407,CHLORPHENIRAMINE/GUAIFENESIN/PSEUDOEPHEDRINE,has_part,2400,Chlorphenamine
4022969,214407,CHLORPHENIRAMINE/GUAIFENESIN/PSEUDOEPHEDRINE,has_part,5032,Guaifenesin
4022969,214407,CHLORPHENIRAMINE/GUAIFENESIN/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022640,214409,CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,has_part,2400,Chlorphenamine
4022640,214409,CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,has_part,5489,Hydrocodone
4022640,214409,CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022376,214416,CHLORPHENIRAMINE/PHENYLEPHRINE/PYRILAMINE,has_part,2400,Chlorphenamine
4022376,214416,CHLORPHENIRAMINE/PHENYLEPHRINE/PYRILAMINE,has_part,8163,PHENYLEPHRINE
4022376,214416,CHLORPHENIRAMINE/PHENYLEPHRINE/PYRILAMINE,has_part,9009,PYRILAMINE
4022828,214418,CHLORTHALIDONE/CLONIDINE,has_part,2409,CHLORTHALIDONE
4022828,214418,CHLORTHALIDONE/CLONIDINE,has_part,2599,CLONIDINE
4022465,214419,CHLORTHALIDONE/RESERPINE,has_part,2409,CHLORTHALIDONE
4022465,214419,CHLORTHALIDONE/RESERPINE,has_part,9260,RESERPINE
4022944,214427,"CITRIC ACID/POTASSIUM CITRATE",has_part,21183,"CITRIC ACID"
4022944,214427,"CITRIC ACID/POTASSIUM CITRATE",has_part,54993,"potassium citrate"
4022361,214442,CODEINE/GUAIFENESIN,has_part,2670,CODEINE
4022361,214442,CODEINE/GUAIFENESIN,has_part,5032,Guaifenesin
4022384,214443,"CODEINE/GLYCEROL,IODINATED",has_part,2670,CODEINE
4022384,214443,"CODEINE/GLYCEROL,IODINATED",has_part,27723,"GLYCEROL,IODINATED"
4022131,214444,CODEINE/PROMETHAZINE,has_part,2670,CODEINE
4022131,214444,CODEINE/PROMETHAZINE,has_part,8745,PROMETHAZINE
4022352,214445,CODEINE/PSEUDOEPHEDRINE,has_part,2670,CODEINE
4022352,214445,CODEINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022208,214447,CODEINE/GUAIFENESIN/PHENYLPROPANOLAMINE,has_part,2670,CODEINE
4022208,214447,CODEINE/GUAIFENESIN/PHENYLPROPANOLAMINE,has_part,5032,Guaifenesin
4022208,214447,CODEINE/GUAIFENESIN/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022130,214449,CODEINE/PHENYLEPHRINE/PROMETHAZINE,has_part,2670,CODEINE
4022130,214449,CODEINE/PHENYLEPHRINE/PROMETHAZINE,has_part,8163,PHENYLEPHRINE
4022130,214449,CODEINE/PHENYLEPHRINE/PROMETHAZINE,has_part,8745,PROMETHAZINE
4023103,214450,CODEINE/PHENYLEPHRINE/PYRILAMINE,has_part,2670,CODEINE
4023103,214450,CODEINE/PHENYLEPHRINE/PYRILAMINE,has_part,8163,PHENYLEPHRINE
4023103,214450,CODEINE/PHENYLEPHRINE/PYRILAMINE,has_part,9009,PYRILAMINE
4022531,214451,CODEINE/PSEUDOEPHEDRINE/TRIPROLIDINE,has_part,10849,TRIPROLIDINE
4022531,214451,CODEINE/PSEUDOEPHEDRINE/TRIPROLIDINE,has_part,2670,CODEINE
4022531,214451,CODEINE/PSEUDOEPHEDRINE/TRIPROLIDINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022133,214452,COLCHICINE/PROBENECID,has_part,2683,COLCHCINE
4022133,214452,COLCHICINE/PROBENECID,has_part,8698,PROBENECID
4022511,214471,DESERPIDINE/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022511,214471,DESERPIDINE/HYDROCHLOROTHIAZIDE,has_part,62174,DESERPIDINE
4022510,214472,DESERPIDINE/METHYCLOTHIAZIDE,has_part,62174,DESERPIDINE
4022510,214472,DESERPIDINE/METHYCLOTHIAZIDE,has_part,6860,METHYCLOTHIAZIDE
4022162,214478,DEXAMETHASONE/LIDOCAINE,has_part,3264,DEXAMETHASONE
4022162,214478,DEXAMETHASONE/LIDOCAINE,has_part,6387,Lidocaine
4022436,214488,DEXTROMETHORPHAN/GUAIFENESIN,has_part,3289,DEXTROMETHORPHAN
4022436,214488,DEXTROMETHORPHAN/GUAIFENESIN,has_part,5032,Guaifenesin
4023139,214489,DEXTROMETHORPHAN/PHENYLPROPANOLAMINE,has_part,3289,DEXTROMETHORPHAN
4023139,214489,DEXTROMETHORPHAN/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022182,214491,DEXTROMETHORPHAN/PROMETHAZINE,has_part,3289,DEXTROMETHORPHAN
4022182,214491,DEXTROMETHORPHAN/PROMETHAZINE,has_part,8745,PROMETHAZINE
4023398,214492,DEXTROMETHORPHAN/PSEUDOEPHEDRINE,has_part,3289,DEXTROMETHORPHAN
4023398,214492,DEXTROMETHORPHAN/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4023094,214494,DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,has_part,3289,DEXTROMETHORPHAN
4023094,214494,DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,has_part,5032,Guaifenesin
4023094,214494,DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022780,214495,DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,has_part,3289,DEXTROMETHORPHAN
4022780,214495,DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,has_part,5032,Guaifenesin
4022780,214495,DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4023102,214496,DEXTROMETHORPHAN/PHENYLEPHRINE/PYRILAMINE,has_part,3289,DEXTROMETHORPHAN
4023102,214496,DEXTROMETHORPHAN/PHENYLEPHRINE/PYRILAMINE,has_part,8163,PHENYLEPHRINE
4023102,214496,DEXTROMETHORPHAN/PHENYLEPHRINE/PYRILAMINE,has_part,9009,PYRILAMINE
4024103,214502,DICLOFENAC/MISOPROSTOL,has_part,3355,Diclofenac
4024103,214502,DICLOFENAC/MISOPROSTOL,has_part,42331,MISOPROSTOL
4024083,214507,DILTIAZEM/ENALAPRIL,has_part,3443,Diltiazem
4024083,214507,DILTIAZEM/ENALAPRIL,has_part,3827,Enalapril
4023397,214512,DIPHENHYDRAMINE/PSEUDOEPHEDRINE,has_part,3498,Diphenhydramine
4023397,214512,DIPHENHYDRAMINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4023130,214519,"DOCUSATE/FERROUS FUMARATE",has_part,24941,"Ferrous fumarate"
4023130,214519,"DOCUSATE/FERROUS FUMARATE",has_part,82003,"Dioctyl sulfosuccinate"
4023125,214520,DOCUSATE/PHENOLPHTHALEIN,has_part,155122,Phenolphthalein
4023125,214520,DOCUSATE/PHENOLPHTHALEIN,has_part,82003,"Dioctyl sulfosuccinate"
4022374,214528,DYPHYLLINE/GUAIFENESIN,has_part,3714,Dyphylline
4022374,214528,DYPHYLLINE/GUAIFENESIN,has_part,5032,Guaifenesin
4024037,214535,ENALAPRIL/FELODIPINE,has_part,3827,Enalapril
4024037,214535,ENALAPRIL/FELODIPINE,has_part,4316,Felodipine
4023310,214536,ENALAPRIL/HYDROCHLOROTHIAZIDE,has_part,3827,Enalapril
4023310,214536,ENALAPRIL/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022605,214538,EPHEDRINE/GUAIFENESIN,has_part,3966,Ephedrine
4022605,214538,EPHEDRINE/GUAIFENESIN,has_part,5032,Guaifenesin
4022593,214539,"EPHEDRINE/POTASSIUM IODIDE",has_part,3966,Ephedrine
4022593,214539,"EPHEDRINE/POTASSIUM IODIDE",has_part,8597,"Potassium Iodide"
4023447,214540,EPHEDRINE/GUAIFENESIN/THEOPHYLLINE,has_part,10438,THEOPHYLLINE
4023447,214540,EPHEDRINE/GUAIFENESIN/THEOPHYLLINE,has_part,3966,Ephedrine
4023447,214540,EPHEDRINE/GUAIFENESIN/THEOPHYLLINE,has_part,5032,Guaifenesin
4022402,214541,EPHEDRINE/HYDROXYZINE/THEOPHYLLINE,has_part,10438,THEOPHYLLINE
4022402,214541,EPHEDRINE/HYDROXYZINE/THEOPHYLLINE,has_part,3966,Ephedrine
4022402,214541,EPHEDRINE/HYDROXYZINE/THEOPHYLLINE,has_part,5553,Hydroxyzine
4022648,214542,EPHEDRINE/PHENOBARBITAL/THEOPHYLLINE,has_part,10438,THEOPHYLLINE
4022648,214542,EPHEDRINE/PHENOBARBITAL/THEOPHYLLINE,has_part,3966,Ephedrine
4022648,214542,EPHEDRINE/PHENOBARBITAL/THEOPHYLLINE,has_part,8134,PHENOBARBITAL
4022637,214545,EPINEPHRINE/ETIDOCAINE,has_part,3992,Epinephrine
4022637,214545,EPINEPHRINE/ETIDOCAINE,has_part,4171,Etidocaine
4022636,214547,EPINEPHRINE/PRILOCAINE,has_part,3992,Epinephrine
4022636,214547,EPINEPHRINE/PRILOCAINE,has_part,8686,PRILOCAINE
4024147,214551,ESTRADIOL/NORETHINDRONE,has_part,4083,Estradiol
4024147,214551,ESTRADIOL/NORETHINDRONE,has_part,7514,NORETHINDRONE
4022098,214553,ESTRADIOL/TESTOSTERONE,has_part,10379,TESTOSTERONE
4022098,214553,ESTRADIOL/TESTOSTERONE,has_part,4083,Estradiol
4022173,214558,"ETHINYL ESTRADIOL/LEVONORGESTREL",has_part,4124,"Ethinyl Estradiol"
4022173,214558,"ETHINYL ESTRADIOL/LEVONORGESTREL",has_part,6373,Levonorgestrel
4023780,214559,"ETHINYL ESTRADIOL/NORGESTIMATE",has_part,31994,NORGESTIMATE
4023780,214559,"ETHINYL ESTRADIOL/NORGESTIMATE",has_part,4124,"Ethinyl Estradiol"
4024105,214565,FEXOFENADINE/PSEUDOEPHEDRINE,has_part,87636,FEXOFENADINE
4024105,214565,FEXOFENADINE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022418,214594,GUAIFENESIN/HYDROCODONE,has_part,5032,Guaifenesin
4022418,214594,GUAIFENESIN/HYDROCODONE,has_part,5489,Hydrocodone
4022467,214596,GUAIFENESIN/OXTRIPHYLLINE,has_part,20976,OXTRIPHYLLINE
4022467,214596,GUAIFENESIN/OXTRIPHYLLINE,has_part,5032,Guaifenesin
4022415,214597,GUAIFENESIN/PHENYLEPHRINE,has_part,5032,Guaifenesin
4022415,214597,GUAIFENESIN/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022577,214598,GUAIFENESIN/PHENYLPROPANOLAMINE,has_part,5032,Guaifenesin
4022577,214598,GUAIFENESIN/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022428,214599,GUAIFENESIN/PSEUDOEPHEDRINE,has_part,5032,Guaifenesin
4022428,214599,GUAIFENESIN/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022451,214600,GUAIFENESIN/THEOPHYLLINE,has_part,10438,THEOPHYLLINE
4022451,214600,GUAIFENESIN/THEOPHYLLINE,has_part,5032,Guaifenesin
4022693,214603,GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,has_part,5032,Guaifenesin
4022693,214603,GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,has_part,5489,Hydrocodone
4022693,214603,GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022458,214604,GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,has_part,5032,Guaifenesin
4022458,214604,GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,has_part,5489,Hydrocodone
4022458,214604,GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4022416,214614,HOMATROPINE/HYDROCODONE,has_part,27084,HOMATROPINE
4022416,214614,HOMATROPINE/HYDROCODONE,has_part,5489,Hydrocodone
4022433,214615,HYDRALAZINE/HYDROCHLOROTHIAZIDE,has_part,5470,Hydralazine
4022433,214615,HYDRALAZINE/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022137,214616,HYDRALAZINE/HYDROCHLOROTHIAZIDE/RESERPINE,has_part,5470,Hydralazine
4022137,214616,HYDRALAZINE/HYDROCHLOROTHIAZIDE/RESERPINE,has_part,5487,Hydrochlorothiazide
4022137,214616,HYDRALAZINE/HYDROCHLOROTHIAZIDE/RESERPINE,has_part,9260,RESERPINE
4024149,214617,HYDROCHLOROTHIAZIDE/IRBESARTAN,has_part,5487,Hydrochlorothiazide
4024149,214617,HYDROCHLOROTHIAZIDE/IRBESARTAN,has_part,83818,IRBESARTAN
4023137,214618,HYDROCHLOROTHIAZIDE/LISINOPRIL,has_part,29046,LISINOPRIL
4023137,214618,HYDROCHLOROTHIAZIDE/LISINOPRIL,has_part,5487,Hydrochlorothiazide
4023994,214619,HYDROCHLOROTHIAZIDE/LOSARTAN,has_part,52175,LOSARTAN
4023994,214619,HYDROCHLOROTHIAZIDE/LOSARTAN,has_part,5487,Hydrochlorothiazide
4022138,214620,HYDROCHLOROTHIAZIDE/METHYLDOPA,has_part,5487,Hydrochlorothiazide
4022138,214620,HYDROCHLOROTHIAZIDE/METHYLDOPA,has_part,6876,METHYLDOPA
4022347,214621,HYDROCHLOROTHIAZIDE/METOPROLOL,has_part,5487,Hydrochlorothiazide
4022347,214621,HYDROCHLOROTHIAZIDE/METOPROLOL,has_part,6918,METOPROLOL
4024091,214622,HYDROCHLOROTHIAZIDE/MOEXIPRIL,has_part,30131,MOEXIPRIL
4024091,214622,HYDROCHLOROTHIAZIDE/MOEXIPRIL,has_part,5487,Hydrochlorothiazide
4022396,214623,HYDROCHLOROTHIAZIDE/PROPRANOLOL,has_part,5487,Hydrochlorothiazide
4022396,214623,HYDROCHLOROTHIAZIDE/PROPRANOLOL,has_part,8787,PROPRANOLOL
4022144,214624,HYDROCHLOROTHIAZIDE/RESERPINE,has_part,5487,Hydrochlorothiazide
4022144,214624,HYDROCHLOROTHIAZIDE/RESERPINE,has_part,9260,RESERPINE
4022145,214625,HYDROCHLOROTHIAZIDE/TIMOLOL,has_part,10600,"timolol ophthalmic"
4022145,214625,HYDROCHLOROTHIAZIDE/TIMOLOL,has_part,5487,Hydrochlorothiazide
4024111,214626,HYDROCHLOROTHIAZIDE/VALSARTAN,has_part,5487,Hydrochlorothiazide
