Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
235	CLOZAPINE	2626			FLUVOXAMINE	42355			ANSM	138-CLOZAPINE.html	Increase of the plasma concentrations of clozapine with signs of overdose	Precaution for use	Increased clinical monitoring; if needed, adjustment of the dosage of the clozapine during the treatment with the fluvoxamine and after it is stopped.
236	CLOZAPINE	2626					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	138-CLOZAPINE.html	Risk of ineffectiveness of the antipsychotic treatment (decrease of the plasma concentrations of clozapine due to increase of its hepatic metabolism)	Precaution for use	Clinical monitoring and possible increase of the dosage of the clozapine during the treatment with the phenytoin.
237	CLOZAPINE	2626			RIFAMPICIN	9384			ANSM	138-CLOZAPINE.html	Risk of ineffectiveness of the antipsychotic treatment (decrease of the plasma concentrations of clozapine due to increase of its hepatic metabolism)	Precaution for use	Clinical monitoring and possible increase of the dosage of the clozapine during the treatment with the rifampicin.
238	COBICISTAT	1306284			AMIODARONE	703			ANSM	139-COBICISTAT.html	Risk of increase of the undesirable effects of the amiodarone due to decrease of its metabolism by the cobicistat	CONTRAINDICATION	
239	COBICISTAT	1306284					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	139-COBICISTAT.html	Risk of decrease of the effectiveness of the cobicistat due to the increase of its metabolism by the inducer	CONTRAINDICATION	
240	COBICISTAT	1306284					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	139-COBICISTAT.html	Risk of increase of the plasma concentratons of the cobicistat or of the inhibitor of CYP3A4	Take into account	To know the risks and levels of severity of each interaction, consult the specific authorization for sale to the public ("Authorisation de la Mise sur le Marche" a French document) of each medication.
241	COBICISTAT	1306284			ITRACONAZOLE	28031			ANSM	139-COBICISTAT.html	Risk of increase of the concentrations of itraconazole by the cobicistat	Precaution for use	Clinical monitoring during the administration of these medications together. Large doses of itraconazole (>200 mg per day) are not recommended.
242	COBICISTAT	1306284			ST JOHNS WORT	258326			ANSM	139-COBICISTAT.html	Risk of decrease of the effectiveness of the cobicistat due to increase of its metabolism by the inducer	CONTRAINDICATION	
243	COBICISTAT	1306284			QUINIDINE	9068			ANSM	139-COBICISTAT.html	Risk of increase of the undesirable effects of the quinidine due to decrease of its metabolism by the cobicistat	CONTRAINDICATION	
244	COBICISTAT	1306284			RIFABUTIN	55672			ANSM	139-COBICISTAT.html	Very large increase of the metabolite of the rifabutin, with risk of increase of its toxicity (uveitis, neutropenia). Furthermore, possible decrease of the concentrations of cobicistat	Precaution for use	Adjustment of the dosage of the rifabutin (in principle, reduction of the doses by half).
245	COBICISTAT	1306284			RIFAMPICIN	9384			ANSM	139-COBICISTAT.html	Risk of decrease of the effectiveness of the cobicistat due to increase of its metabolism by the inducer	CONTRAINDICATION	
246	COBICISTAT	1306284			TENEFOVIR ALAFENAMIDE	1721603			ANSM	139-COBICISTAT.html	With the atazanavir, the darunavir or the lopinavir boosted by cobicistat, increase of the plasma concentrations of the tenofovir alafenamide due to increase of its absorption.	Precaution for use	In case of administration of these together, the dose of tenofovir alafenamide must be limited to 10 mg per day. The combination with the other protease inhibitors of the HIV has not been studied.
247	COBICISTAT	1306284					VINCA ALKALOIDS	L01CA	ANSM	139-COBICISTAT.html	Increase of the neurotoxicity of the antimitotic due to decrease of its hepatic metabolism by the cobicistat	Precaution for use	Strict clinical monitoring and possible adjustment of the dosage of the antimitotic
248	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)	3992					HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001	ANSM	14-ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS).html	Serious ventricular arrhythmias due to increased cardiac sensitization	Precautions for use	Limit the amount of adrenaline, for example: less than 0.1 mg of adrenaline in 10 minutes or 0.3 mg per hour for an adult.
249	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)	3992					TRICYCLIC ANTIDEPRESSANTS	N06AA-001	ANSM	14-ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS).html	Serious ventricular arrhythmias due to increased cardiac sensitization	Precaution for use	Limit the amount of adrenaline, for example: less than 0.1 mg of adrenaline in 10 minutes or 0.3 mg in an hour for an adult.
250	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)	3992					IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	14-ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS).html	Serious ventricular arrhythmias due to increased cardiac sensitization	Precaution for use	Limit the amount of adrenaline, for example: less than 0.1 mg of adrenaline in 10 minutes or 0.3 mg in an hour for an adult.
251	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)	3992					MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A	ANSM	14-ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS).html	Serious ventricular arrhythmias due to increased cardiac sensitization.	Precaution for use	Limit the amount of adrenaline, for example: less than 0.1 mg of adrenaline in 10 minutes or 0.3 mg in an hour for an adult.
252	COCAINE	2653			DISULFIRAM	3554			ANSM	140-COCAINE.html	Increase of the concentrations of cocaine due to decrease of its metabolism by the disulfiram, with increased risk of torsades de pointes	Take into account	
253	COLCHICINE	2683					AZOLE ANTIFUNGALS	J02AC-001	ANSM	141-COLCHICINE.html	Increase of the undesirable effects of the colchicine with potentially fatal consequences	Not recommended	
254	COLCHICINE	2683					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	141-COLCHICINE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the colchicine and a week after it is stopped.
255	COLCHICINE	2683			CICLOSPORIN	3008			ANSM	141-COLCHICINE.html	Risk of addition of the undesirable neuromuscular effects and increase of the toxicity of the colchicine with risk of overdose due to inhibition of its elimination by the ciclosporin, espceially in cases of pre-existing renal insufficiency	Not recommended	
256	COLCHICINE	2683					FIBRATES	C01AB-001	ANSM	141-COLCHICINE.html	Risk of increase of the undesirable muscular effects of these substances, and especially of rhabdomyolysis	Precaution for use	Clinical and biological monitoring, particularly at the beginning of the administration of these substances together.
257	COLCHICINE	2683					HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	ANSM	141-COLCHICINE.html	Risk of increase of the undesirable muscular effects of these substances, and especially of rhabdomyolysis	Precaution for use	Clinical and biological monitoring, especially at the beginning of the administration of these substances together.
258	COLCHICINE	2683					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	141-COLCHICINE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	Not recommended	
259	COLCHICINE	2683					MACROLIDES (EXCEPT SPIRAMYCIN)	J01FA	ANSM	141-COLCHICINE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	CONTRAINDICATION	
260	COLCHICINE	2683					OMBITASVIR + PARITAPREVIR	OMPA	ANSM	141-COLCHICINE.html	Increase od the plasma concentrations of the colchicine due to decrease of its hepatic metabolism by the therapy with ombitasvir + paritaprevir	CONTRAINDICATION	-with patients having renal and/or hepatic insufficiency
261	COLCHICINE	2683			PRISTINAMYCIN	66958			ANSM	141-COLCHICINE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	CONTRAINDICATION	
262	COLCHICINE	2683			TELAPREVIR	1102261			ANSM	141-COLCHICINE.html	Risk of increase of the undesirable effects of the colchicine, due to decrease of its metabolism	Not recommended	In particular with patients having renal and hepatic insufficiency.
263	COLCHICINE	2683			VERAPAMIL	11170			ANSM	141-COLCHICINE.html	Risk of increase of the undesirable effects of the colchicine, due to increase of its plasma concentrations by the verapamil	Not recommended	
264	COLISTIN	2709					CURARES	M03A-001	ANSM	142-COLISTIN.html	Increase of the effects of the curares when the antibiotic is administered by parenteral and/or peritoneal route before, during, or after the curarizing agent	Precaution for use	Monitor the degree of curarization at the end of anesthesia.
265	CRIZOTINIB	1148495					SUBSTRATES AT RISK OF CYP3A4	L01N01	ANSM	143-CRIZOTINIB.html	Risk of increase of the toxicity of these molecules due to decrease of their metabolism and/or increase of their bioavailability by the crizotinib	Not recommended	
266			CURARES	M03A-001			AMINOGLYCOSIDES	J01GB-001	ANSM	144-CURARES.html	Increase of the effects of the curares when the antibiotic is administered by parenteral and/or peritoneal route before, during, or after the curarizing agent.	Precaution for use	Monitor the degree of curarization at the end of anesthesia
267			CURARES	M03A-001	COLISTIN	2709			ANSM	144-CURARES.html	Increase of the effects of the curares when the antibiotic is administered by parenteral and/or peritoneal route before, during, or after the curarizing agent	Precaution for use	Monitor the degree of the curarization at the end of anesthesia.
268			CURARES	M03A-001			LINCOSANIDES	J01FF0	ANSM	144-CURARES.html	Increase of the effects of the curares when the antibiotic is administered by parenteral and/or peritoneal route before, during, or after the curarizing agent	Precaution for use	Monitor the degree of curarisation at the end of anesthesia.
269			CURARES	M03A-001	POLYMYXIN B	8536			ANSM	144-CURARES.html	Increase of the effects of the curares when the antibiotic is admininstered by parenteral and/or peritoneal route before, during, or after the curarizing agent	Precaution for use	Monitor the degree of curarisation at the end of anesthesia.
270			NON-DEPOLARIZING CURARES	M03A-002			GLUCOCORTICOIDS (EXCEPT HYDROCORTISONE)	A0-H0-001	ANSM	145-NON-DEPOLARIZING-CURARES.html	With the glucocorticoids by IV route: risk of severe myopathy, reversible after a possibly long period (several months).	Take into account	
271	CYANOCOBALAMIN	11248					H2 RECEPTOR ANTAGONISTS	A02BA-001	ANSM	146-CYANOCOBALAMIN.html	Risk of deficiency of cyanocobalamin after prolonged treatment (several years), the reduction of gastric acidity by these medications can diminish the digestive absorption of the vitamin B12	Take into account	
272	CYANOCOBALAMIN	11248					PROTON PUMP INHIBITORS	A02BC-001	ANSM	146-CYANOCOBALAMIN.html	Risk of deficiency of cyanocobalamin after prolonged treatment (several years), the reduction of gastric acidity by these medications can diminish the digestive absorption of the vitamin B12.	Take into account	
273			TETRACYCLINE ANTIBIOTICS	J01AA			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the tetracycline antibiotic and after it is stopped.
274			TETRACYCLINE ANTIBIOTICS	J01AA	CALCIUM	1428011			ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	Decrease of the digestive absorption of the tetracycline antibiotics	Precaution for use	Take the calcium salts at a different time from the tetracycline antibiotic (more than two hours apart, if possible).
275			TETRACYCLINE ANTIBIOTICS	J01AA	IRON	1431589			ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	With the tetracycline antibiotics administered by oral route: decrease of the digestive absorption of the tetracycline antibiotics (formation of complexes)	Precaution for use	Take the iron salts at a different time from the tetracycline antibiotics (more than 2 hours apart, if possible).
276			TETRACYCLINE ANTIBIOTICS	J01AA			RETINOIDS	D05-D10	ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	Risk of intracranial hypertension	CONTRAINDICATION	
277			TETRACYCLINE ANTIBIOTICS	J01AA	STRONTIUM	81638			ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	Decrease of the digestive absorption of the strontium	Precaution for use	Take the strontium at a different time from the tetracycline antibiotics (more than two hours apart, if possible).
278			TETRACYCLINE ANTIBIOTICS	J01AA	VITAMIN A	11246			ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	In case of intake of 10,000 IU/day and more: risk of intracranial hypertension	CONTRAINDICATION	
279			TETRACYCLINE ANTIBIOTICS	J01AA	ZINC				ANSM	147-TETRACYCLINE-ANTIBIOTICS.html	Decrease of the digestive absorption of the tetracycline antibiotics	Precaution for use	Take the zinc salts at a different time from the tetracycline antibiotics (more than two hours apart if possible).
280	CYCLOPHOSPHAMIDE	3002			PENTOSTATIN	8011			ANSM	148-CYCLOPHOSPHAMIDE.html	Increase of the risk of pulmonary toxicity which could be fatal	Not recommended	
281	CYPROHEPTADINE	3013					SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ANSM	149-CYPROHEPTADINE.html	Risk of decrease of the effectiveness of the antidepressant	Take into account	
282	AFATINIB	1430438			AMIODARONE	703			ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the amiodarone.	Precaution for use	It is recommended that the amiodarone be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
283	AFATINIB	1430438					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	15-AFATINIB.html	Decrease of the plasma concentrations of afatinib due to increase of its metabolisn by these substances	Precaution for use	Clinical monitoring during the administration of these substances together and 1 to 2 weeks after they are stopped.
284	AFATINIB	1430438			CICLOSPORIN	3008			ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the ciclosporin	Precaution for use	It is recommended that the ciclosporin be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
285	AFATINIB	1430438			ERYTHROMYCIN	4053			ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the erythromycin.	Precaution for use	It is recommended that the erythromycin be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
286	AFATINIB	1430438					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the protease inhibiter.	Precaution for use	It is recommended that the protease inhibitor be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
287	AFATINIB	1430438			ITRACONAZOLE	28031			ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the itraconazole.	Precaution for use	It is recommended that the itraconazole be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
288	AFATINIB	1430438			KETOCONAZOLE	6135			ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the ketoconazole.	Precaution for use	It is recommended that the ketoconazole be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
289	AFATINIB	1430438			PRIMIDONE	8691			ANSM	15-AFATINIB.html	Decrease of the plasma concentrations of the afatinib due to the increase of its metabolism by the primidone	Precaution for use	Clinical monitoring during the administration of these together and 1 to 2 weeks after they are stopped.
290	AFATINIB	1430438			RIFAMPICIN	9384			ANSM	15-AFATINIB.html	Decrease of the plasma concentrations of the afatinib due to increase of its metabolism by the rifampicin	Precaution for use	Clinical monitoring during the administration of these together and 1 to 2 weeks after they are stopped.
291	AFATINIB	1430438			VERAPAMIL	11170			ANSM	15-AFATINIB.html	Increase of the plasma concentrations of afatinib by increase of its absorption by the verapamil.	Precaution for use	It is recommended that the verapamil be administered as great a distance from the afatanib as possible, preferably at an interval of 6 to 12 hours from the dose of afatinib.
292	CYPROTERONE	3014			APREPITANT	358255			ANSM	150-CYPROTERONE.html	Risk of decrease of the concentrations of cyproterone with risk of lower contraceptive effectiveness	Precaution for use	--in its use as a hormonal contraceptive. Use a reliable contraceptive method, additional or alternative, during the length of the administration of these substances together
293	CYPROTERONE	3014			BOSENTAN	75207			ANSM	150-CYPROTERONE.html	Risk of decrease of the effectiveness of the cyproterone	Precaution for use	In its indications as an anti-androgen, clinical monitoring and if possible adjustment of the dosage of the cyproterone during the administration with the bosentan and after it is stopped.
294	CYPROTERONE	3014					ENZYMATIC INDUCERS	N03-J05-001	ANSM	150-CYPROTERONE.html	Risk of decrease of the effectiveness of the cyproterone	Not recommended	-for its use as a hormonal contraceptive: use another method of contraception in particular a barrier type, during the length of the administration of these substances together and a cycle following
295	CYPROTERONE	3014					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	150-CYPROTERONE.html	Risk of decrease of the effectiveness of the cyproterone	Not recommended	-in its use as a hormonal contraceptive: use instead another method of contraception in particular a barrier type, during the length of the administration of these substances together
296	CYPROTERONE	3014			ST JOHNS WORT	258326			ANSM	150-CYPROTERONE.html	Risk of decrease of the effectiveness of the cyproterone, due to increase of its hepatic metabolism by the St Johns Wort	CONTRAINDICATION	
297	CYPROTERONE	3014			PERAMPANEL	1356552			ANSM	150-CYPROTERONE.html	For doses of perampenel >or = to 12 mg/day, risk of decrease of the effectiveness of the cyproterone.	Not recommended	In its use as a hormonal contraceptive: use instead another method of contraception in particular a barrier type, during the length of the administration of these substances together.
298	CYPROTERONE	3014			ULIPRISTAL	1005921			ANSM	150-CYPROTERONE.html	Risk of antagonism of the progestin effects	Not recommended	Do not take a progestin treatment fewer than 12 hours after the ulipristal is stopped.
299			CYTOTOXICS	L01			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	151-CYTOTOXICS.html	Increase of the risk of thrombosis and hemorrhage accompanying tumors. In addition, possible interaction between the vitamin K antagonist and the chemotherapy	Precaution for use	More frequent testing of the INR
300			CYTOTOXICS	L01			IMMUNOSUPPRESSANTS	L04A	ANSM	151-CYTOTOXICS.html	Excessive immunodepression with risk of lymphoproliferative syndrome	Take into account	
301			CYTOTOXICS	L01			PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	151-CYTOTOXICS.html	Risk of onset of convulsions due to decrease of the digestive absorption of the phenytoin only by the cytotoxic, or risk of increase of the toxicity or loss of effectiveness of the cytotoxic due to the increase of its hepatic metabolism by the phenytoin or the fosphenytoin	Not recommended	
302			CYTOTOXICS	L01			ATTENUATED LIVE VIRUS VACCINES	J07B-001	ANSM	151-CYTOTOXICS.html	Risk of general vaccine disease, possibly fatal	Contraindication	--and during the 6 months following the end of the chemotherapy
303	DABIGATRAN				AMIODARONE	703			ANSM	152-DABIGATRAN.html	Increase of the plasma concentrations of dabigatran, with increase of the risk of bleeding	Precaution for use	For post surgical indications:
304	DABIGATRAN						ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	152-DABIGATRAN.html	Decrease of the plasma concentrations of dabigatran, with risk of decrease of the therapeutic effect	Not recommended	
305	DABIGATRAN				CICLOSPORIN	3008			ANSM	152-DABIGATRAN.html	Increase of more than double the plasma concentrations of dabigatran, with increase of the risk of bleeding	CONTRAINDICATION	
306	DABIGATRAN				DRONEDARONE	233698			ANSM	152-DABIGATRAN.html	Doubling of the plasma concentrations of dabigatran, with increase of the risk of bleeding	CONTRAINDICATION	
307	DABIGATRAN				ITRACONAZOLE	28031			ANSM	152-DABIGATRAN.html	Increase of more than double the plasma concentrations of dabigatran, with increase of the risk of bleeding	CONTRAINDICATION	
308	DABIGATRAN				KETOCONAZOLE	6135			ANSM	152-DABIGATRAN.html	Increase of more than double the plasma concentrations of dabagitan, with increase of the risk of bleeding	CONTRAINDICATION	
309	DABIGATRAN				QUINIDINE	9068			ANSM	152-DABIGATRAN.html	Increase of the plasma concentrations of dabigatran, with increase of the risk of bleeding	Precaution for use	In a post surgical indication: clinical monitoring and adjustment of the dosage of the dabigatran to 150 mg/day in one dose.
310	DABIGATRAN				RIFAMPICIN	9384			ANSM	152-DABIGATRAN.html	Decrease of the plasma concentrations of dabigatran, with risk of decrease of the therapeutic effect	Not recommended	
311	DABIGATRAN				TACROLIMUS	42316			ANSM	152-DABIGATRAN.html	Risk of increase of the plasma concentrations of dabigatran	CONTRAINDICATION	
312	DABIGATRAN				TICAGRELOR	1116632			ANSM	152-DABIGATRAN.html	Increase of the plasma concentrations of dabigatran, with increase of the risk of bleeding	Take into account	
313	DABIGATRAN				VERAPAMIL	11170			ANSM	152-DABIGATRAN.html	Increase of the plasma concentrations of dabigatran, with increase of the risk of bleeding	Precaution for use	In a post surgical indication: clinical monitoring and adjustment of the dosage of the dabigatran to 150mg/day in one dose, or even 75mg/day in case of moderate renal insufficiency.
314	DACARBAZINE	3098			FOTEMUSTINE	25287			ANSM	153-DACARBAZINE.html	With the dacarbazine in large doses: risk of pulmonary toxicity (adult respiratory distress syndrome).	Precaution for use	Do not use these medications simultaneously, but wait a week between the last administration of fotemustine and the first day of the treatment with dacarbazine.
315	DACLATASVIR	1606218			AMIODARONE	703			ANSM	154-DACLATASVIR.html	Only in the combination daclatasvir/sofosbuvir:Possibly abrupt onset of bradycardia, that can have fatal consequences	Not recommended	If the administration of these medications together cannot be avoided, strict clinical monitoring and EKG, in particular during the first weeks of treatment with the daclatasvir/sofosbuvir combination
316	DACLATASVIR	1606218			DEXAMETHASONE	3264			ANSM	154-DACLATASVIR.html	With the dexamethasone for systemic use, risk of significant decrease of the plasma concentrations of daclatasvir due to increase of its hepatic metabolism by the inducer.	CONTRAINDICATION	With the exception of the dexamethasone administered in a single dose.
317	DACLATASVIR	1606218					ENZYMATIC INDUCERS	N03-J05-001	ANSM	154-DACLATASVIR.html	Decrease of the plasma concentrations of daclatasvir due to increase of its hepatic metabolism by the inducer.	Contraindication:	-with rifampicin
318	DACLATASVIR	1606218					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	154-DACLATASVIR.html	Increase of the concentrations of daclatasvir by the inhibitor.	Precaution for use	The dose of daclatasvir must be decreased to 30 mg 1 time per day in case of administration with the inhibitor.
319	DACLATASVIR	1606218			ST JOHNS WORT	258326			ANSM	154-DACLATASVIR.html	Risk of significant decrease of the plasma concentrations of daclatasvir due to increase of its hepatic metabolism by the St Johns Wort	CONTRAINDICATION	
320	DALFOPRISTIN	229369			DIHYDROERGOTAMINE	3418			ANSM	155-DALFOPRISTIN.html	Ergotism with possibility of necrosis of the extremities (inhibition of the hepatic metabolism of the alkaloid of ergot of rye).	CONTRAINDICATION	
321	DALFOPRISTIN	229369			ERGOTAMINE	4025			ANSM	155-DALFOPRISTIN.html	Ergotism with possibility of necrosis of the extremities (inhibition of the hepatic metabolism of the alkaloid of ergot of rye).	CONTRAINDICATION	
322	DALFOPRISTIN	229369					IMMUNOSUPPRESSANTS	L04A	ANSM	155-DALFOPRISTIN.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism.	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage during the treatment with these medications together and after it is stopped.
323	DALFOPRISTIN	229369			PIMOZIDE	8331			ANSM	155-DALFOPRISTIN.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes.	Not recommended	
324	DANAZOL	3102					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	156-DANAZOL.html	Increase of the risk of hemorrhage due to the direct effect on coagulation and/or the fibrinolytic systems.	Precaution for use	More frequent testing of the INR. Adjustment of the dosage of the vitamin K antagonist during the treatment with the danazol and after it is stopped.
325	DANAZOL	3102			CARBAMAZEPINE	2002			ANSM	156-DANAZOL.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
326	DANAZOL	3102			CICLOSPORIN	3008			ANSM	156-DANAZOL.html	Increase of the blood concentrations of ciclosporin due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of ciclosporin, testing of the renal function, and adjustment of the dosage during the administration of the substances together and after it is stopped.
327	DANAZOL	3102			INSULIN	5856			ANSM	156-DANAZOL.html	Diabetes inducing effect of the danazol	Not recommended	If administering these substances together cannot be avoided, inform the patient and reinforce self-monitoring of blood glucose. Possibly adjust the dosage of the insulin during the treatment with the danazol and after it is stopped.
328	DANAZOL	3102			SIMVASTATIN	36567			ANSM	156-DANAZOL.html	Increased risk of onset of rhabdomyolysis.	Not recommended	If administering these medications together is deemed necessary, do not exceed the dose of 10mg of simvastatin.
329	DANAZOL	3102					BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB	ANSM	156-DANAZOL.html	Diabetes inducing effect of the danazol	Not recommended	If the administration of these substances together cannot be avoided, inform the patient and reinforce self-monitoring of blood glucose. Possibly adjust the dosage of the antidiabetic during the treatment with the danazol and after it is stopped.
330	DANAZOL	3102			TACROLIMUS	42316			ANSM	156-DANAZOL.html	Increase of the blood concentrations of the tacrolimus due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of the tacrolimus and adjustment of its dosage during the administration of it with the danazol and after it is stopped, with testing of the renal function.
331	DANTROLENE	3105					DIHYDROPYRIDINES	C08CA-002	ANSM	157-DANTROLENE.html	With the dantrolene administered via IV: cases of fatal ventricular fibrillations are constantly observed in animals when verapamil and dantrolene are administered via IV. The administration of a calcium channel blocker and dantrolene is thus potentially dangerous. However, some patients have received nifedipine and dantrolene together without incident	Not recommended	
332	DANTROLENE	3105			DILTIAZEM	3443			ANSM	157-DANTROLENE.html	With the dantrolene administered by IV: with animals, fatal cases of ventricular fibrillations are constantly observed when verapamil and dantrolene are administered by IV route. The administration of a calcium channel blocker and dantrolene together is thus potentially dangerous. However, some patients have received nifedipine and dantrolene together without incident	CONTRAINDICATION	
333	DANTROLENE	3105			VERAPAMIL	11170			ANSM	157-DANTROLENE.html	With the dantrolene administered by IV: with animals, fatal cases of ventricular fibrillations are constantly observed when verapamil and dantrolene are administered by IV route. The administration of a calcium channel blocker and dantrolene together is thus potentially dangerous. However, some patients have received nifedipine and dantrolene together without incident	CONTRAINDICATION	
334	DAPOXETINE	69394					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	158-DAPOXETINE.html	Risk of increase of the undesirable effects, especially of the vertigo or syncope type	CONTRAINDICATION	
335	DAPOXETINE	69394					MEDICATIONS AT THE ORIGIN OF ORTHOSTATIC HYPOTENSION	N05AA-001	ANSM	158-DAPOXETINE.html	Risk of increase of the undesirable effects, especially of the vertigo and fainting type	Nor recommended	-with the type 5 phosphodiesterase inhibitors
336	DAPSONE	3108			ZIDOVUDINE	11413			ANSM	159-DAPSONE.html	Increase of the hematological toxicity (addition of effects of bone marrow toxicity)	Precaution for use	More frequent CBC
337	AGOMELATINE	306718			CIPROFLOXACIN	2551			ANSM	16-AGOMELATINE.html	Increase of the concentrations of agomelatine, with risk of increase of its undesirable effects.	Not Recommended	
338	AGOMELATINE	306718			FLUVOXAMINE	42355			ANSM	16-AGOMELATINE.html	Increase of the concentrations of agomelatine, with risk of increase of its undesirable effects.	CONTRAINDICATION	
339	DAPTOMYCIN	22299					HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	ANSM	160-DAPTOMYCIN.html	Risk of addition of undesirable effects (dose dependent) of the rhabdomyolysis type.	Not recommended	If administering these substances together cannot be avoided, reinforce biological monitoring (CPK levels more than once a week) and strict clinical monitoring.
340	DARIFENACIN	136198			FLECAINIDE	4441			ANSM	161-DARIFENACIN.html	Increase of the plasma concentrations of felcainide, with risk of overdose, due to decrease of its hepatic metabolism by the darifenacin	Precaution for use	Clinical monitoring and reduction of the dosage of the flecainide during the treatment with darifenacin.
341	DARIFENACIN	136198			METOPROLOL	6918			ANSM	161-DARIFENACIN.html	Increase of the plasma concentrations of the metoprolol, with risk of overdose, due to decrease of its hepatic metabolism by the darifenacin	Precaution for use	Clinical monitoring and reduction of the dosage of the metoprolol during the treatment with darifenacin.
342	DARIFENACIN	136198			PROPAFENONE	8754			ANSM	161-DARIFENACIN.html	Increase of the plasma concentrations of propafenone, with risk of overdose, due to decrease of its hepatic metabolism by the darifenacin	Precaution for use	Clinical monitoring and reduction of the dosage of the propafenone during the treatment with darifenacin.
343	DASABUVIR	1597381			ETHINYLESTRADIOL	4124			ANSM	162-DASABUVIR.html	Increase of the hepatoxicity	CONTRAINDICATION	
344	DASABUVIR	1597381			GEMFIBROZIL	4719			ANSM	162-DASABUVIR.html	Risk of increase of the plasma concentrations of the dasabuvir by the gemfibrozil	CONTRAINDICATION	
