Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
650	EZETIMIBE	341248			FENOFIBRATE	8703			ANSM	222-EZETIMIBE.html	Risk of gallstones due to increase of the biliary excretion of cholesterol	Not recommended	
651	FELBAMATE	24812			CARBAMAZEPINE	2002			ANSM	223-FELBAMATE.html	Increase of the plasma concentrations of the active metabolite of the carbamazepine. In addition, decrease of the plasma concentrations of felbamate due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
652	FELBAMATE	24812					PHENOBARBITAL (AND, BY EXTRAPOLATION, PRIMIDONE)	N03AA-001	ANSM	223-FELBAMATE.html	Decrease of the plasma concentrations and of the effectiveness of the felbamate and increase of the plasma concentrations of the phenobarbital, with risk of overdose.	Precaution for use	
653	FELBAMATE	24812					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	223-FELBAMATE.html	Increase of the plasma concentrations of phenytoin with risk of overdose, due to inhibition of its metabolism by the felbamate	Precaution for use	
654	FELBAMATE	24812					VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	223-FELBAMATE.html	Increase of the plasma concentrations of the valproic acid, with risk of overdose	Precaution for use	
655	FENOFIBRATE	8703			CICLOSPORIN	3008			ANSM	224-FENOFIBRATE.html	Risk of increase of the nephrotoxicity of the ciclosporin	Precaution for use	
656	FENOFIBRATE	8703			EZETIMIBE	341248			ANSM	224-FENOFIBRATE.html	Risk of gallstones due to increase of the biliary excretion of cholesterol	Not recommended	
657	FENTANYL	4337					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	225-FENTANYL.html	Decrease of the plasma concentrations of fentanyl due to increase of its hepatic metabolism by the anticonvulsant	Not recommended	
658	FENTANYL	4337					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	225-FENTANYL.html	Risk of increase of the opioid analgesic's effect of respiratory depression due to slight decrease of its hepatic metabolism	Precaution for use	
659	FENTANYL	4337			RIFAMPICIN	9384			ANSM	225-FENTANYL.html	Decrease of the plasma concentrations of fentanyl due to increase of its hepatic metabolism by the rifampicin	Not recommended	
660	IRON				INJECTABLE IRON SALTS	1431591			ANSM	226-IRON.html	Lypothymia, even loss of consciousness attributed to the rapid release of the iron in its complex form and to the saturation of the transferrin	Not recommended	
661	IRON				ACETOHYDROXAMIC ACID	16728			ANSM	226-IRON.html	Decrease of the digestive absorption of these two medications due to chelation of the iron	Take into account	
662	IRON						BISPHOSPHONATES	M05B-001	ANSM	226-IRON.html	For the iron salts administered via oral route: decrease of the digestive absorption of the bisphosphonates	Precaution for use	
663	IRON				CALCIUM	1428011			ANSM	226-IRON.html	With the iron salts by oral route: decrease of the digestive absorption of the iron salts	Precaution for use	
664	IRON						TETRACYCLINE ANTIBIOTICS	J01AA	ANSM	226-IRON.html	With the tetracycline antibiotics administered by oral route: decrease of the digestive absorption of the tetracycline antibiotics (formation of complexes)	Precaution for use	
665	IRON				ENTACAPONE	60307			ANSM	226-IRON.html	Decrease of the digestive absorption of the entacapone and of the iron due to chelation of the latter by the entacapone	Precaution for use	
666	IRON						FLUOROQUINOLONES	J01MA-001	ANSM	226-IRON.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	
667	IRON						THYROID HORMONES	H03AA	ANSM	226-IRON.html	Decrease of the digestive absorption of the thyroid hormones	Precaution for use	
668	IRON				LEVODOPA	6375			ANSM	226-IRON.html	Decrease of the digestive absorption of the levodopa	Precaution for use	
669	IRON				METHYLDOPA	6876			ANSM	226-IRON.html	Decrease of the digestive absorption of the methyldopa (formation of complexes)	Precaution for use	
670	IRON				PENICILLAMINE	7975			ANSM	226-IRON.html	Decrease of the digestive absorption of the penicillamine	Precaution for use	
671	IRON				STRONTIUM	81638			ANSM	226-IRON.html	Decrease of the digestive absorption of the strontium.	Precaution for use	
672	IRON				ZINC	1431163			ANSM	226-IRON.html	Decrease of the digestive absorption of the zinc by the iron	Precaution for use	
673			FIBRATES	C01AB-001			OTHER FIBRATES	C01AB-001	ANSM	227-FIBRATES.html	Increased risk of undesirable effects of the rhabdomyolosis type and of pharmacodynamic antagonism between the two molecules	CONTRAINDICATION	
674			FIBRATES	C01AB-001			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	227-FIBRATES.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
675			FIBRATES	C01AB-001	COLCHICINE	2683			ANSM	227-FIBRATES.html	Risk of increase of the undesirable muscular effects of these substances, and especially of rhabdomyolosis	Precaution for use	
676			FIBRATES	C01AB-001			HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	ANSM	227-FIBRATES.html	Risk of addition of undesirable effects (dose-dependent) of the rhabdomyolosis type. Furthermore, with the gemfibrozil, decrease of the metabolism of the simvastatin and of the rosuvastatin, which increases the muscular risk, as well as the nephrotoxicity of the rosuvastatin	Contraindication	
677	FIDAXOMICIN	1111103			AMIODARONE	703			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
678	FIDAXOMICIN	1111103			CICLOSPORIN	3008			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
679	FIDAXOMICIN	1111103			CLARITHROMYCIN	21212			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
680	FIDAXOMICIN	1111103			DRONEDARONE	233698			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
681	FIDAXOMICIN	1111103			ERYTHROMYCIN	4053			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
682	FIDAXOMICIN	1111103			KETOCONAZOLE	6135			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
683	FIDAXOMICIN	1111103			VERAPAMIL	11170			ANSM	228-FIDAXOMICIN.html	Increase of the plasma concentrations of the fidaxomicin	Not recommended	
684	FINGOLIMOD	1012892					BRADYCARDIA INDUCING DRUGS	C0N0S0	ANSM	229-FINGOLIMOD.html	Increase of the bradycardia inducing effects which can have fatal consequences. The beta-blocking agents are even more at risk since they inhibit the adrenergic compensation mechanisms	Not recommended	
685	ALFENTANIL	480			CIMETIDINE	2541			ANSM	22-ALFENTANIL.html	With cimetidine used in doses greater than or equal to 800mg/day: increase of the opioid analgesic's effect of respiratory depression due to decrease of its hepatic metabolism	Precaution for use	
686	ALFENTANIL	480			DILTIAZEM	3443			ANSM	22-ALFENTANIL.html	Increase of the opioid analgesic's effect of respiratory depression due to decrease of its hepatic metabolism	Precaution for use	
687	ALFENTANIL	480			ERYTHROMYCIN	4053			ANSM	22-ALFENTANIL.html	Increase of the opioid analgesic's effect of respiratory depression due to decrease of its hepatic metabolism	Precaution for use	
688	ALFENTANIL	480			FLUCONAZOLE	4450			ANSM	22-ALFENTANIL.html	Increase of the opioid analgesic's effect of respiratory depression due to decrease of its hepatic metabolism	Precaution for use	
689	ALFENTANIL	480					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	22-ALFENTANIL.html	Increase of the opioid analgesic's effect of respiratory depression due to decrease of its hepatic metabolism.	Precaution for use	
690	FLECAINIDE	4441			ABIRATERONE				ANSM	230-FLECAINIDE.html	Risk of increase of the undesirable effects of the flecainide, due to decrease of its hepatic metabolism by the abiraterone	Precautions for use	
691	FLECAINIDE	4441			BUPROPION	42347			ANSM	230-FLECAINIDE.html	Risk of increase of the undesirable effects of the flecainide due to decrease of its hepatic metabolism by the bupropion	Precaution for use	
692	FLECAINIDE	4441			CINACALCET	407990			ANSM	230-FLECAINIDE.html	Increase of the plasma concentrations of flecanaide with risk of overdose, due to decrease of its hepatic metabolism by the cinacalcet	Precaution for use	
693	FLECAINIDE	4441			DARIFENACIN	136198			ANSM	230-FLECAINIDE.html	Increase of the plasma concentrations of flecainide, with risk of overdose, due to decrease of its hepatic metabolism by the darifenacin	Precaution for use	
694	FLECAINIDE	4441			DULOXETINE	72625			ANSM	230-FLECAINIDE.html	Increase of the plasma concentrations of flecainide with risk of overdose, due to decrease of its hepatic metabolism by the duloxetine	Precaution for use	
695	FLECAINIDE	4441			MIRABEGRON	1300786			ANSM	230-FLECAINIDE.html	Increase of the plasma concentrations of the flecainide by decrease of its metabolism by the mirabegron	Precaution for use	
696	FLECAINIDE	4441			TERBINAFINE	37801			ANSM	230-FLECAINIDE.html	Risk of increase of the undesirable effects of the flecainide, due to decrease of its hepatic metabolism by the terbinafine	Precaution for use	
697	FLUCONAZOLE	4450			ALFENTANIL	480			ANSM	231-FLUCONAZOLE.html	Increase of the opioid analgesic's effect of respiratory depression due to decrease of its hepatic metabolism	Precaution for use	
698	FLUCONAZOLE	4450			AMIODARONE	703			ANSM	231-FLUCONAZOLE.html	Risk of lengthening of the QT interval	Precaution for use	
699	FLUCONAZOLE	4450					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	231-FLUCONAZOLE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
700	FLUCONAZOLE	4450			APIXABAN	1364430			ANSM	231-FLUCONAZOLE.html	Increase of the plasma concentrations of the apixaban by the flucoonazole, with increase of the risk of bleeding	Not recommended	
701	FLUCONAZOLE	4450			CARBAMAZEPINE	2002			ANSM	231-FLUCONAZOLE.html	For doses of fluconazole >=200 mg per day: possible increase of the undesirable effects of the carbamazepine	Precaution for use	
702	FLUCONAZOLE	4450			COLCHICINE	2683			ANSM	231-FLUCONAZOLE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	Not Recommended	
703	FLUCONAZOLE	4450			DOMPERIDONE	3626			ANSM	231-FLUCONAZOLE.html	Risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
704	FLUCONAZOLE	4450			HALOFANTRINE	50749			ANSM	231-FLUCONAZOLE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Not recommended	
705	FLUCONAZOLE	4450					IMMUNOSUPPRESSANTS	L04A	ANSM	231-FLUCONAZOLE.html	Risk of increase of the blood concentrations of the immunosuppressant due to inhibition of its metabolism and of the creatinemia	Precaution for use	
706	FLUCONAZOLE	4450			IVACAFTOR	1243041			ANSM	231-FLUCONAZOLE.html	Increase of the concentrations of ivacaftor, with risks of increase of its undesirable effects	Precaution for use	
707	FLUCONAZOLE	4450			LOSARTAN	52175			ANSM	231-FLUCONAZOLE.html	Risk of decrease of the effectiveness of the losartan, due to inhibition of the formation of its active metabolite by the fluconazole	Take into account	
708	FLUCONAZOLE	4450			MIDAZOLAM	6960			ANSM	231-FLUCONAZOLE.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation.	Not recommended	
709	FLUCONAZOLE	4450			NEVIRAPINE	53654			ANSM	231-FLUCONAZOLE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	
710	FLUCONAZOLE	4450			OLAPARIB	1597582			ANSM	231-FLUCONAZOLE.html	Increase of the plasma concentrations of olaparib by the fluconazole	Not recommended	
711	FLUCONAZOLE	4450			OXYCODONE	7804			ANSM	231-FLUCONAZOLE.html	Increase of the undesirable effects, especially respiratory ones, of the oxycodone due to decrease of its metabolism by the fluconazole.	Not recommended	
712	FLUCONAZOLE	4450					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	231-FLUCONAZOLE.html	Increase of the plasma oncentrations of phenytoin that can reach toxic values. Mechanism proposed: inhibition of the hepatic metabolism of the phenytoin	Precaution for use	
713	FLUCONAZOLE	4450			PIMOZIDE	8331			ANSM	231-FLUCONAZOLE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes.	CONTRAINDICATION	
714	FLUCONAZOLE	4450			RIFABUTIN	55672			ANSM	231-FLUCONAZOLE.html	Risk of increase of the undesirable effects of the rifabutin (uveitis), due to increase of its concentrations and of those of its active metabolite	Precaution for use	
715	FLUCONAZOLE	4450			RIFAMPICIN	9384			ANSM	231-FLUCONAZOLE.html	Decrease of the plasma concentrations and of the effectiveness of the fluconazole by increase of its metabolism by the rifampacin	Not recommended	
716	FLUCONAZOLE	4450			RIVAROXABAN	1114195			ANSM	231-FLUCONAZOLE.html	Increase of the plasma concentrations of the rivaroxaban by the fluconazole, with increase of the risk of bleeding	Not recommeded	
717	FLUCONAZOLE	4450					BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB	ANSM	231-FLUCONAZOLE.html	Increase of the half life of the sulfonamide with possible onset of hypoglycemia	Precaution for use	
718	FLUCONAZOLE	4450					THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	231-FLUCONAZOLE.html	Increase of the theophyllinemia with risk of overdose (decrease of the clearance of the theophylline)	Precaution for use	
719	FLUCYTOSINE	4451			ZIDOVUDINE (AZT)	11413			ANSM	232-FLUCYTOSINE.html	Increase of the hematological toxicity (addition of effects of bone marrow toxicity)	Precaution for use	
720	FLUDARABINE	24698			PENTOSTATIN	8011			ANSM	233-FLUDARABINE.html	Increase of the risk of pulmonary toxicity that could be fatal.	Not recommended	
721			FLUOROQUINOLONES	J01MA-001			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	234-FLUOROQUINOLONES.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
722			FLUOROQUINOLONES	J01MA-001	IRON	1431589			ANSM	234-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	
723			FLUOROQUINOLONES	J01MA-001			GLUCOCORTICOIDS (EXCEPT HYDROCORTISONE)	A0-H0-001	ANSM	234-FLUOROQUINOLONES.html	Possible increase of the risk of tendinitis, even of rupture of the tendon (exceptional), particularly in patients receiving prolonged corticotherapy	Take into account	
724			FLUOROQUINOLONES	J01MA-001	MYCOPHENOLATE MOFETIL				ANSM	234-FLUOROQUINOLONES.html	Decrease of the concentrations of the mycophenolic acid by about a third, with potential risk of reduction of effectiveness.	Take into account	
725			FLUOROQUINOLONES	J01MA-001	STRONTIUM	81638			ANSM	234-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the strontium	Precaution for use	
726			FLUOROQUINOLONES	J01MA-001	SUCRALFATE	10156			ANSM	234-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	
727			FLUOROQUINOLONES	J01MA-001	ZINC	1431163			ANSM	234-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	
728			FLUOROURACIL (AND, BY EXTRAPOLATION, OTHER FLUOROPYRIMIDINES)	L01BC-001	FOLINIC ACID	6313			ANSM	235-FLUOROURACIL-(AND,-BY-EXTRAPOLATION,-OTHER-FLUOROPYRIMIDINES).html	Strengthening of the effects, both cytostatic and undesirable, of the fluorouracil.	Take into account	
729			FLUOROURACIL (AND, BY EXTRAPOLATION, OTHER FLUOROPYRIMIDINES)	L01BC-001			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	235-FLUOROURACIL-(AND,-BY-EXTRAPOLATION,-OTHER-FLUOROPYRIMIDINES).html	Large increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Not recommended	
730			FLUOROURACIL (AND, BY EXTRAPOLATION, OTHER FLUOROPYRIMIDINES)	L01BC-001	INTERFERON ALFA				ANSM	235-FLUOROURACIL-(AND,-BY-EXTRAPOLATION,-OTHER-FLUOROPYRIMIDINES).html	Increase of the gastrointestinal toxicity of the fluorouracil	Take into account	
731			FLUOROURACIL (AND, BY EXTRAPOLATION, OTHER FLUOROPYRIMIDINES)	L01BC-001	METRONIDAZOLE	6922			ANSM	235-FLUOROURACIL-(AND,-BY-EXTRAPOLATION,-OTHER-FLUOROPYRIMIDINES).html	Increase of the toxicity of the fluourouracil due to decrease of its clearance	Take into account	
732			FLUOROURACIL (AND, BY EXTRAPOLATION, OTHER FLUOROPYRIMIDINES)	L01BC-001	ORNIDAZOLE	7701			ANSM	235-FLUOROURACIL-(AND,-BY-EXTRAPOLATION,-OTHER-FLUOROPYRIMIDINES).html	Increase of the toxicity of the fluorouracil due to decrease of its clearance	Take into account	
733	FLUOXETINE	4493			CARBAMAZEPINE	2002			ANSM	236-FLUOXETINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	
734	FLUOXETINE	4493			MEQUITAZINE	29528			ANSM	236-FLUOXETINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzymatic inhibitor	Not recommended	
735	FLUOXETINE	4493			METOPROLOL	6918			ANSM	236-FLUOXETINE.html	Risk of increase of the undesirable effects of the metoprolol, especially with excessive bradycardia, due to inhibition of its metabolism by the fluoxetine.	Precaution for use	
736	FLUOXETINE	4493			NEBIVOLOL	31555			ANSM	236-FLUOXETINE.html	Risk of increase of the undesirable effects of the nebivolol, especially with excessive bradycardia, due to inhibition of its metabolism by the antidepressant	Precaution for use	
737	FLUOXETINE	4493					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	236-FLUOXETINE.html	Increase of the plasma concentrations of phenytoin with signs of overdose, due to inhibition of the metabolism of the phenytoin	Precaution for use	
738	FLUOXETINE	4493			RISPERIDONE	35636			ANSM	236-FLUOXETINE.html	Increase of the active fraction of the risperidone due to decrease of its hepatic metabolism by the fluoxetine, with risk of increase of its undesirable effects	Precaution for use	
739	FLUOXETINE	4493			TAMOXIFEN	10324			ANSM	236-FLUOXETINE.html	Reduction of the effectiveness of the tamoxifen, due to inhibition of the formation of its active metabolite by the fluoxetine.	Not recommended	
740	FLUOXETINE	4493			VORTIOXETINE	1455099			ANSM	236-FLUOXETINE.html	Risk of increase of the undesirable effects of the vortioxetine due to decrease of its hepatic metabolism	Precaution for use	
741	FLUVOXAMINE	42355			AGOMELATINE	306718			ANSM	237-FLUVOXAMINE.html	Increase of the concentrations of agomelatine, with risk of increase of the undesirable effects.	CONTRAINDICATION	
742	FLUVOXAMINE	42355			CARBAMAZEPINE	2002			ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	
743	FLUVOXAMINE	42355			CLOZAPINE	2626			ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of clozapine with signs of overdose	Precaution for use	
744	FLUVOXAMINE	42355			DULOXETINE	72625			ANSM	237-FLUVOXAMINE.html	Risk of increase of the undesirable effects of the duloxetine due to decrease of its hepatic metabolism by the fluvoxamine	CONTRAINDICATION	
745	FLUVOXAMINE	42355			LIDOCAINE	6387			ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of the lidocaine with possibilities of undesirable neurological and cardiac effects (decrease of the hepatic clearance of the lidocaine)	Precaution for use	
746	FLUVOXAMINE	42355			METHADONE	6813			ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of methodone with overdose and increased risk of lengthening of the QT interval and of ventricular arrhythmias, especially of torsades de pointes	Precaution for use	
747	FLUVOXAMINE	42355			MEXILETINE	6926			ANSM	237-FLUVOXAMINE.html	Risk of increase of the undesirable effects of the mexiletine, due to inhibition of its metabolism by the fluvoxamine	Precaution for use	
748	FLUVOXAMINE	42355			OLANZAPINE	61381			ANSM	237-FLUVOXAMINE.html	Increase of the concentrations of the olanzapine, with risk of increase of the undesirable effects, due to decrease of its hepatic metabolism by the fluvoxamine	Precaution for use	
749	FLUVOXAMINE	42355					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of phenytoin with signs of overdose, due to inhibition of the hepatic metabolism of the phenytoin.	Precaution for use	
750	FLUVOXAMINE	42355			PIRFENIDONE	88221			ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of pirfenidone with signs of overdose	CONTRAINDICATION	
751	FLUVOXAMINE	42355			PROPRANOLOL	8787			ANSM	237-FLUVOXAMINE.html	Increase of the plasma concentrations of propranolol due to inhibition of its hepatic metabolism, with increase of the activity and of the undesirable effects, for example: significant bradycardia	Precaution for use	
752	FLUVOXAMINE	42355			ROPINIROLE	72302			ANSM	237-FLUVOXAMINE.html	Increase of the concentrations of ropinirole, with risk of overdose, due to decrease of its hepatic metabolism by the fluvoxamine	Precaution for use	
753	FLUVOXAMINE	42355					THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	237-FLUVOXAMINE.html	Increase of the theophyllinemia with signs of overdose (decrease of the hepatic metabolism of the theophylline)	Precaution for use	
754			FOLATES	V03-			PHENOBARBITAL (AND, BY EXTRAPOLATION, PRIMIDONE)	N03AA-001	ANSM	238-FOLATES.html	Decrease of the plasma concentrations of the phenobarbital, due to increase of its metabolism of which the folates represent one of the cofactors	Precaution for use	
755			FOLATES	V03-			PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	238-FOLATES.html	Decrease of the plasma concentrations of phenytoin due to increase of its metabolism of which the folates represent one of the cofactors	Precaution for use	
756	FOSAMPRENAVIR	358262			BUPRENORPHINE	1819			ANSM	239-FOSAMPRENAVIR.html	Risk of increase or of decrease of the effects of the A to take into account buprenorphine [sic], simultaneously by inhibition and acceleration of its metabolism by the protease inhibitor	Take into account	
757	FOSAMPRENAVIR	358262			EFAVIRENZ	195085			ANSM	239-FOSAMPRENAVIR.html	Risk of lower effectiveness of the amprenavir.	Precaution for use	
758	FOSAMPRENAVIR	358262			MARAVIROC	620216			ANSM	239-FOSAMPRENAVIR.html	Significant decrease of the concentrations of amprenavir that can lead to a loss of viralogical response	Not recommended	
759	FOSAMPRENAVIR	358262			METHADONE	6813			ANSM	239-FOSAMPRENAVIR.html	Decrease of the plasma concentrations of methadone with risk of appearance of a withdrawal syndrome due to increase of its hepatic metabolism by the ampernavir	Precaution for use	
760	FOSAMPRENAVIR	358262			NEVIRAPINE	53654			ANSM	239-FOSAMPRENAVIR.html	Risk of lower effectiveness of the amprenavir	Precaution for use	
761	ALFUZOSIN	17300					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	23-ALFUZOSIN.html	Risk of increase of the plasma concentrations of the alfuzosin and of its undesirable effects. .	CONTRAINDICATION	
762	ALFUZOSIN	17300					OMBITASVIR + PARITAPEVIR	OMPA	ANSM	23-ALFUZOSIN.html	Increase of the plasma concentrations of the alfuzosin by decrease of its hepatic metabolism by the therapy with the two medications.	CONTRAINDICATION	
763	FOSCARNET	33562			PENTAMIDINE	7994			ANSM	240-FOSCARNET.html	Risk of severe hypocalcemia	Precaution for use	
764	FOTEMUSTINE	25287			DACARBAZINE	3098			ANSM	241-FOTEMUSTINE.html	With the dacarbazine in large doses: risk of pulmonary toxicity (adult acute respiratory distress syndrome ).	Precaution for use	
765	FUROSEMIDE	460					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	242-FUROSEMIDE.html	Decrease of the diuretic effect which can reach 50%	Precaution for use	
766	GANCICLOVIR	4678			DIDANOSINE	3364			ANSM	243-GANCICLOVIR.html	Risk of increase of the undesirable effects of the didanosine, and especially the mitochondrial toxicity, due to substantial increase of its concentrations. In addition, risk of decrease of the effectiveness of the ganciclovir due to decrease of its concentrations, if the two medications are ingested in an interval of less than 2 hours	Not recommended	
767	GANCICLOVIR	4678			ZALCITABINE	3363			ANSM	243-GANCICLOVIR.html	Increased risk of onset of peripheral neuropathy due to addition of undesirable effects	Precaution for use	
768	GANCICLOVIR	4678			ZIDOVUDINE	11413			ANSM	243-GANCICLOVIR.html	Increase of the hematological toxicity (addition of effects of bone marrow toxicity)	Precaution for use	
769	GEMFIBROZIL	4719			DASABUVIR	1597381			ANSM	244-GEMFIBROZIL.html	Risk of increase of the plasma concentrations of the dasabuvir by the gemfibrozil	CONTRAINDICATION	
770	GEMFIBROZIL	4719			ENZALUTAMIDE	130729			ANSM	244-GEMFIBROZIL.html	Increase of the active fraction of the enzalutamide	Precaution for use	
771	GEMFIBROZIL	4719			PIOGLITAZONE	33738			ANSM	244-GEMFIBROZIL.html	Risk of increase of the undesirable effects of the glitazone due to decrease of its hepatic metabolism by the gemfibrozil	Not recommended	
772	GEMFIBROZIL	4719			REPAGLINIDE	73044			ANSM	244-GEMFIBROZIL.html	Risk of severe hypoglycemia, even coma, due to substantial increase of the plasma concentrations of repaglinide by the gemfiborzil	CONTRAINDICATION	
773	GLIBENCLAMIDE	4815			BOSENTAN	75207			ANSM	245-GLIBENCLAMIDE.html	Risk of reduced effectiveness of the glibenclamide due to decrease of its plasma concentrations, because of the inducer effect of the bosentan. Furthermore, cases of hepatoxicity have been reported with these substances administered together.	Precaution for use	
774	GLIBENCLAMIDE	4815			CLARITHROMYCIN	21212			ANSM	245-GLIBENCLAMIDE.html	Risk of hypoglycemia due to increase of the absorption and of the plasma concentrations of the antidiabetic	Precaution for use	
775	GLIBENCLAMIDE	4815			ERYTHROMYCIN	4053			ANSM	245-GLIBENCLAMIDE.html	Risk of hypoglycemia due to increase of the absorption and of the plasma concentrations of the antidiabetic	Precaution for use	
776	GLIMEPIRIDE	25789			CLARITHROMYCIN	21212			ANSM	246-GLIMEPIRIDE.html	Risk of hypoglycemia due to increase of the absorption and of the plasma concentrations of the antidiabetic.	Precaution for use	
777	GLIMEPIRIDE	25789			ERYTHROMYCIN	4053			ANSM	246-GLIMEPIRIDE.html	Risk of hypoglycemia due to increase of the absorption and of the plasma concentrations of the antidiabetic	Precaution for use	
778			GLINIDES	A10BX-001			BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002	ANSM	247-GLINIDES.html	All the beta-blocking agents can mask certain symptoms of hypoglycemia: palpitations and tachycardia	Precaution for use	
779			GLINIDES	A10BX-001			BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003	ANSM	247-GLINIDES.html	All the beta-blocking agents can mask certain symptoms of hypoglycemia: palpitations and tachycardia	Precaution for use	
780	GLIPIZIDE	4821			VORICONAZOLE	121243			ANSM	248-GLIPIZIDE.html	Risk of increase of the plasma concentrations of the glipizide at the origin of potentially severe hypoglycemia.	Precaution for use	
781			GLIPTINS	A10B-001			BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002	ANSM	249-GLIPTINS.html	All the beta-blocking agents can mask certain symptoms of hypoglycemia: palpitations and tachycardia	Precaution for use	
782			GLIPTINS	A10B-001			ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	249-GLIPTINS.html	Increase of the risk of the onset of angioedema, due to the reduction of the activity of the enzyme dipetidyl peptidase-4 (DDP-4) by the gliptin, in patients treated with the angiotensin converting enzyme inhibitor	Take into account	
783	ALISKIREN	325646					ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001	ANSM	24-ALISKIREN.html	Risk of hyperkalemia, of renal insufficiency, of increase of cardiovascular mortality	Contraindication	
784	ALISKIREN	325646			CICLOSPORIN	3008			ANSM	24-ALISKIREN.html	The plasma concentrations of aliskiren increase by nearly 5 times and increase of the risk of its undesirable effects.	CONTRAINDICATION	
785	ALISKIREN	325646					ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	24-ALISKIREN.html	Risk of hyperkalemia, of renal insufficiency, of increase of cardiovascular mortality	Contraindication	
786	ALISKIREN	325646			ITRACONAZOLE	28031			ANSM	24-ALISKIREN.html	The plasma concentrations of aliskiren increase by nearly 6 times and increase of the risk of its undesirable effects.	CONTRAINDICATION	
