Drug Name	RxNorm	Source File	Clinical Source	Class Name	Class Code
Tiapride	10588	25	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
Trifluoperazine	10800	25	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
Trifluperidol	10804	25	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
Zuclopenthixol	114176	25	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
Acepromazine	155	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Aceprometazine	161203	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Alimemazine	10825	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Amitriptyline	704	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Amoxapine	722	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Atropine	1223	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Azatadine	18600	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Azelastine	18603	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Biperiden	1589	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Brompheniramine	1767	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Buclizine	59636	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Chlorphenamine	2400	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Chlorproethazine	59860	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Chlorpromazine 	2403	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Clidinium	1429809	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Clomipramine	2597	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Clozapine 	2626	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Cyamemazine	21877	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Cyclopentolate	3001	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Cyproheptadine 	3013	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Darifenacin 	136198	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Desipramine	3247	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Dexchlorpheniramine	22697	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Diphenhydramine diacefylline		27	ANSM	ATROPINIC MEDICATIONS	R06AA
Dihexyverine	236209	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Dimenhydrinate	3444	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Diphenhydramine	3498	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Disopyramide 	3541	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Dosulepin	3634	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Doxepin	3638	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Doxylamine	3642	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Fesoterodine 	797195	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Flunarizine	4459	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Flupentixol	4495	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Fluphenazine	4496	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Histapyrrodine	172232	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Homatropine	27084	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Hydroxyzine	5553	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Imipramine	5691	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Indoramin	5784	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Ipratropium	7213	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Isothipendyl	28012	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Levomepromazine	6852	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Maprotiline	6646	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Meclozine	6676	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Mefenidramium	236421	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Mepyramine	9009	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Mequitazine 	29528	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Metopimazine	29954	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Mizolastine 	61455	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Niaprazine	31722	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Nortriptyline 	7531	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Opipramol	7674	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Oxatomide	54236	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Oxitropium	32649	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Oxomemazine	234528	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Oxybutynin	32675	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Perphenazine	8076	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Pheniramine	8132	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Phenyltoloxamine	33408	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Pimethixene	33712	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Piperazine	1431666	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Pipotiazine	8348	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Pizotifen	8373	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Prochlorperazine	8704	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Promethazine	8745	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Propericiazine		27	ANSM	ATROPINIC MEDICATIONS	R06AA
Quinidine	9068	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Scopolamine	9601	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Solifenacin 	322167	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Thenyldiamine	38025	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Thioproperazine	10498	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Tolterodine 		27	ANSM	ATROPINIC MEDICATIONS	R06AA
Trifluoperazine	10800	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Trihexyphenidyl	10811	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Trimipramine	10834	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Triprolidine	10849	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Tropatepine	38876	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Tropicamide	10869	27	ANSM	ATROPINIC MEDICATIONS	R06AA
Trospium	236778	27	ANSM	ATROPINIC MEDICATIONS	R06AA
BCG Vaccine	1344	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Rotavirus Vaccine,Live Attenuated	805573	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Yellow Fever Vaccine	89890	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Mumps vaccine	68487	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Measles vaccine	235574	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Rubella vaccine	9486	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Varicella-Zoster Virus	11131	28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Live Attenuated Influenza Vaccine [LAIV] 		28	ANSM	ATTENUATED LIVE VIRUS VACCINES	J07B-001
Fluconazole	4450	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
Itraconazole	28031	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
Ketoconazole 	6135	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
Posaconazole 	282446	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
Voriconazole 	121243	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
Allobarbital	516	30	ANSM	BARBITURATES	N05CA-001
Amobarbital	719	30	ANSM	BARBITURATES	N05CA-001
Barbital	1325	30	ANSM	BARBITURATES	N05CA-001
Butalbital	19860	30	ANSM	BARBITURATES	N05CA-001
Butobarbital	19874	30	ANSM	BARBITURATES	N05CA-001
Cyclobarbital	2978	30	ANSM	BARBITURATES	N05CA-001
Hexobarbital	5302	30	ANSM	BARBITURATES	N05CA-001
Methylphenobarbital	6758	30	ANSM	BARBITURATES	N05CA-001
Pentobarbital	8004	30	ANSM	BARBITURATES	N05CA-001
Phenobarbital	8134	30	ANSM	BARBITURATES	N05CA-001
Primidone	8691	30	ANSM	BARBITURATES	N05CA-001
Secbutabarbital	477631	30	ANSM	BARBITURATES	N05CA-001
Secobarbital	9624	30	ANSM	BARBITURATES	N05CA-001
Thiopental	10493	30	ANSM	BARBITURATES	N05CA-001
Vinbarbital	89811	30	ANSM	BARBITURATES	N05CA-001
Vinylbital	19928	30	ANSM	BARBITURATES	N05CA-001
Alprazolam	596	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Avizafone		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Bromazepam	1749	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Brotizolam	19790	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Camazepam	1950	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Chlordiazepoxide	2356	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Clobazam	21241	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Clonazepam	2598	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Clorazepate	2353	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Clotiazepam	2622	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Cloxazolam	21311	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Delorazepam		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Diazepam	3322	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Estazolam	4077	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Fludiazepam	25104	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Flunitrazepam	4460	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Flurazepam	4501	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Halazepam	26412	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Haloxazolam		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Ketazolam	28181	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Loflazepate		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Loprazolam	38555	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Lorazepam	6470	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Lormetazepam	28894	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Medazepam	6680	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Midazolam	6960	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Nimetazepam		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Nitrazepam	7440	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Nordazepam	3155	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Oxazepam	7781	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Oxazolam		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Pinazepam	33725	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Prazepam	8627	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Temazepam	10355	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Tetrazepam	37985	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Zolpidem	39993	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Zopiclone	40001	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
Bambuterol	18751	32	ANSM	BETA-2 MIMETICS or BETA2 ADRENERGIC AGONISTS	R03C-001
Ritodrine	9392	32	ANSM	BETA-2 MIMETICS or BETA2 ADRENERGIC AGONISTS	R03C-001
Salbutamol	435	32	ANSM	BETA-2 MIMETICS or BETA2 ADRENERGIC AGONISTS	R03C-001
Terbutaline 	10368	32	ANSM	BETA-2 MIMETICS or BETA2 ADRENERGIC AGONISTS	R03C-001
Acebutolol 	149	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Atenolol	1202	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Befunolol	18849	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Betaxolol	1520	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Bisoprolol	19484	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Carteolol	2116	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Celiprolol	20498	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Labetalol	6185	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Levobunolol	1813	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Metipranolol	10824	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Metoprolol	6918	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Nadolol	7226	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Nadoxolol	31462	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Nebivolol	31555	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Oxprenolol	7801	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Pindolol	8332	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Propranolol	8787	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Sotalol	9947	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Tertatolol	37840	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Timolol	10600	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
Acebutolol 	149	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Atenolol	1202	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Befunolol	18849	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Betaxolol	1520	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Bisoprolol	19484	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Carteolol	2116	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Celiprolol	20498	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Labetalol	6185	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Levobunolol	1813	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Metipranolol	10824	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Metoprolol	6918	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Nadolol	7226	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Nadoxolol	31462	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Nebivolol	31555	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Oxprenolol	7801	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Pindolol	8332	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Propranolol	8787	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Tertatolol	37840	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Timolol	10600	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
Bisoprolol	19484	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
Carvedilol	20352	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
Metoprolol	6918	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
Nebivolol	31555	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
Chenodeoxycholic acid	2323	36	ANSM	BILE ACIDS	A05AA-001
Ursodesoxycholic acid	62427	36	ANSM	BILE ACIDS	A05AA-001
Alendronic acid	236083	37	ANSM	BISPHOSPHONATES	M05B-001
Clodronic acid	3350	37	ANSM	BISPHOSPHONATES	M05B-001
Etidronic acid	1356715	37	ANSM	BISPHOSPHONATES	M05B-001
Ibandronic acid	115265	37	ANSM	BISPHOSPHONATES	M05B-001
Medronic acid	1314368	37	ANSM	BISPHOSPHONATES	M05B-001
Oxidronic acid		37	ANSM	BISPHOSPHONATES	M05B-001
Pamidronic acid	11473	37	ANSM	BISPHOSPHONATES	M05B-001
Risedronic acid	55685	37	ANSM	BISPHOSPHONATES	M05B-001
Tiludronic acid	11476	37	ANSM	BISPHOSPHONATES	M05B-001
Zoledronic acid	77655	37	ANSM	BISPHOSPHONATES	M05B-001
Carbutamide	2068	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Chlorpropamide	2404	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Glibenclamide	4815	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Glibornuride	102846	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Gliclazide	4816	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Glimepiride	25789	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Glipizide	4821	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Tolbutamide	10635	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
Acebutolol 	149	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Ambenonium	623	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Amiodarone	703	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Atenolol	1202	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Befunolol	18849	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Betaxolol	1520	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Bisoprolol	19484	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Carteolol	2116	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Carvedilol	20352	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Celiprolol	20498	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Clonidine	2599	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Crizotinib	1148495	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Digitoxin	3403	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Digoxin	3407	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Diltiazem 	3443	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Disopyramide	3541	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Donepezil	135447	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Dronedarone	233698	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Esmolol 	49737	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Fampridine	897018	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Fingolimod	1012892	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Galantamine	4637	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Hydroquinidine	27220	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Ivabradine 	77417	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Labetalol	6185	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Levobunolol	1813	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Mefloquine	6694	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Metipranolol	10824	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Metoprolol	6918	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Nadolol	7226	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Nadoxolol	31462	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Nebivolol	31555	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Neostigmine	7315	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Oxprenolol	7801	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pasireotide	1364105	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pilocarpine	8328	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pindolol	8332	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Propranolol	8787	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pyridostigmine	9000	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Quinidine	9068	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Rivastigmine	183379	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Sotalol	9947	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Tertatolol	37840	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Thalidomide	10432	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Timolol	10600	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Verapamil	11170	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Acebutolol 	149	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Ambenonium	623	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Amiodarone	703	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Atenolol	1202	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Befunolol	18849	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Betaxolol	1520	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Bisoprolol	19484	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Carteolol	2116	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Carvedilol	20352	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Celiprolol	20498	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Clonidine	2599	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Crizotinib	1148495	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Digitoxin	3403	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Digoxin	3407	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Diltiazem 	3443	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Disopyramide	3541	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Donepezil	135447	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Dronedarone	233698	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Esmolol 	49737	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Fampridine	897018	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Fingolimod	1012892	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Galantamine	4637	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Hydroquinidine	27220	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Ivabradine 	77417	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Labetalol	6185	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Levobunolol	1813	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Mefloquine	6694	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Metipranolol	10824	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Metoprolol	6918	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Nadolol	7226	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Nadoxolol	31462	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Nebivolol	31555	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Neostigmine	7315	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Oxprenolol	7801	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pasireotide	1364105	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pilocarpine	8328	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pindolol	8332	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Propranolol	8787	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Pyridostigmine	9000	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Quinidine	9068	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Rivastigmine	183379	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Sotalol	9947	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Tertatolol	37840	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Thalidomide	10432	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Timolol	10600	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Verapamil	11170	40	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
Amlodipine	17767	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Barnidipine 	39879	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Clevidipine	233603	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Diltiazem 	3443	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Felodipine 	4316	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Isradipine 	33910	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Lacidipine 	28382	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Lercanidipine	135056	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Manidipine 	29275	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Nicardipine	7396	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Nifedipine	7417	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
Nimodipine	7426	41	ANSM	CALCIUM CHANNEL BLOCKERS	CO8CA-001
