ATC Code	Drug Name
N04BX01	TOLCAPONE
C09BA02	ENALAPRIL
C07AB02	METOPROLOL
B01AB10	TINZAPARIN
M01AH05	ETORICOXIB
D06AX12	AMIKACIN 
C07AB03	ATENOLOL
C01BA51	QUINIDINE
J04AM06	PYRAZINAMIDE
H01CB03	LANREOTIDE
G02CB	DOPAMINERGIC ALKALOIDS OF 
N05BA12	ALPRAZOLAM
G04CA02	TAMSULOSINE
L01XE21	REGORAFENIB
G03AA12	ETHINYLESTRADIOL
A06AB08	SODIUM PICOSULFATE
N01AF03	THIOPENTAL
J05AF03	ZALCITABINE
M03AX01	BOTULINUM TOXIN
J07BL	YELLOW FEVER VACCINE
D01AE14	CICLOPIROX
L01CA02	VINCRISTINE
D01AC06	TIABENDAZOLE
C03AB09	CYCLOTHIAZIDE
G02CB02	LISURIDE
J01FA15	TELITHROMYCIN
C01BG07	CIBENZOLINE
L01AC01	THIOTEPA
L04AB06	OLIMUMAB
N06AX03	MIANSERIN
R03CB01	ISOPRENALINE
V03AF02	DEXRAZOXANE
V03AE03	LANTHANE
A02BD03	METRONIDAZOLE
C09BB12	MANIDIPINE 
H01CB05	PASIREOTIDE
N01BB02	LIDOCAINE
L03AB04	INTERFERON ALFA
A10BD08	METFORMIN
R01AA11	TUAMINOHEPTANE
N05AX12	ARIPIPRAZOLE
N02CC01	SUMATRIPTAN
N02AA55	OXYCODONE
P01AX06	ATOVAQUONE
A03AA08	DIHEXYVERINE
J01EE01	SULFAMETHOXAZOLE
J04AB02	RIFAMPICIN
J02AC03	VORICONAZOLE 
C04AC01	NICOTINIC ACID
A12CB02	ZINC
L03AB61	PEG-INTERFERON ALFA-2A
R06AX25	MIZOLASTINE 
S02AA13	MICONAZOLE
D08AJ01	BENZALKONIUM
J05AE11	TELAPREVIR 
L01AB01	BUSULFAN
L01XE14	BOSUTINIB
C10BA02	EZETIMIBE
J05AD01	FOSCARNET
G04BE09	VARDENAFIL
N05AA07	CHLORPROETHAZINE
C08CA16	CLEVIDIPINE
A02AD04	HYDROTALCITE
P01BD01	PYRIMETHAMINE
L01XX16	MITOGUAZONE
C08CA09	LACIDIPINE 
L01BC08	DECITABINE
A10AC02	INSULIN
G03AC01	NORETHISTERONE
C02AC06	RILMENIDINE
D04AB01	LIDOCAINE
R03CB51	ISOPRENALINE
C07AB08	CELIPROLOL
B01AC23	CILOSTAZOL
D01AA08	GRISEOFULVINE
C09BA08	CILAZAPRIL
D07CB04	DEXAMETHASONE
A10AC04	INSULIN 
C09DB06	LOSARTAN
L01XE15	VEMURAFENIB
J05AE02	INDINAVIR
A10AE05	INSULIN 
P02CB	PIPERAZINE
A10AE04	INSULIN 
J05AE12	BOCEPREVIR
A10AC03	INSULIN 
A01AB22	DOXYCYCLINE
A10AE01	INSULIN
A10AC01	INSULIN 
5879	INTERFERON ALFA
N05BA14	PINAZEPAM
C02KX04	MACITENTAN
A01AD01	EPINEPHRINE
N05AG03	PENFLURIDOL
M05BA02	CLODRONIC ACID
N01AH03	SUFENTANIL
J05AE09	TIPRANAVIR
N02AC01	DEXTROMORAMIDE
N02CA51	METHYLERGOMETRINE
C10AX09	EZETIMIBE
L01XE23	DABRAFENIB
C02AA52	RESERPINE 
G04BE07	APOMORPHINE
B01AF02	APIXABAN
A06AX01	GLYCEROL
G04BD07	TOLTERODINE 
C09AA09	FOSINOPRIL
P01AX08	TENONITROZOLE
L01AA06	IFOSFAMIDE
C09XA52	ALISKIREN
INGREDIE	ALCOHOL
B01AX01	DEFIBROTIDE
V03AB15	NALOXONE
L01XE13	AFATINIB
J07BB03	LIVE ATTENUATED INFLUENZA VACCINE [LAIV] 
N03AX11	TOPIRAMATE
J05AB11	VALACICLOVIR
G04BD08	SOLIFENACIN 
C01EB17	IVABRADINE
L01XX09	MILTEFOSINE
N02CC07	FROVATRIPTAN
J01MA08	FLEROXACIN
A10AE02	INSULIN 
V04CB01	VITAMIN A
C03AA03	HYDROCHLOROTHIAZIDE
C07AA16	TERTATOLOL
C02KX05	RIOCIGUAT
N03AX22	PERAMPANEL
C10AA05	ATORVASTATIN
C10AC01	COLESTYRAMINE
N04BA03	LEVODOPA
A10AE03	INSULIN 
N05CD08	MIDAZOLAM
A10AC04	INSULIN
B03AC05	INJECTABLR IRON SALTS
L01BC01	FLUOROURACILE
M03AC11	CISATRACURIUM
N05AA01	CHLORPROMAZINE
M01AX01	NABUMETONE
C07AG01	LABETALOL
G03BA03	TESTOSTERONE
N02CA72	METHYLERGOMETRINE
G02CB01	BROMOCRIPTINE
C07AA05	PROPRANOLOL
A07AA07	AMPHOTERICIN B 
B01AC16	EPTIFIBATIDE
C03EA13	BENDROFLUMETHIAZIDE
C09AA11	SPIRAPRIL
J04AM01	ISONIAZID
V03AB17	METHYLENE BLUE ALSO CALLED 
J01AA04	LYMECYCLINE 
G03AD02	ULIPRISTAL
N07BB05	NALMEFENE: 
L01XE1	VEMURAFENIB
A01AB21	CHLORTETRACYCLINE 
J01MA12	LEVOFLOXACIN
J04AC51	ISONIAZID
C01DX12	MOLSIDOMINE
B05X	ZINC
N05AX08	RISPERIDONE
C07AA06	TIMOLOL
J05AF07	TENOFOVIR DISOPROXIL
N01AB06	ISOFLURANE
A12CB	ZINC
A06AG04	GLYCEROL
N06AB05	PAROXETINE
G03AA05	ETHINYLESTRADIOL
C08GA02	AMLODIPINE
G04CA53	SOLIFENACIN
J01FA09	CLARITHROMYCIN
A10AC02	INSULIN 
N06DA03	RIVASTIGMINE
A04AA01	ONDANSETRON
N02AB02	PETHIDINE
D10AF01	CLINDAMYCIN
J02AC0	POSACONAZOLE
A08AB01	ORLISTAT
C01BD01	AMIODARONE
M05BA08	ZOLEDRONIC ACID
S01BB01	HYDROCORTISONE
D06AA03	OXYTETRACYCLINE 
N05BA01	DIAZEPAM
L01XX05	HYDROXYCARBAMIDE 
A10AD03	INSULIN 
A07BC02	KAOLIN
D10AX05	DAPSONE
D01AC08	KETOCONAZOLE
N03AX21	RETIGABINE
C03CA04	TORASEMIDE
G03AC07	NORGESTRIENONE
R06AX22	EBASTINE
N05AF01	FLUPENTIXOL
D05BB01	ETRETINATE
L01XE26	CABOZANTINIB
S01ED03	LEVOBUNOLOL
N05BA16	NORDAZEPAM
R06AX17	KETOTIFEN
L04AX04	LENALIDOMIDE
N05AD02	TRIFLUPERIDOL
A07EA02	HYDROCORTISONE
C07AB04	ACEBUTOLOL 
A06AB02	BISACODYL
C10AB04	GEMFIBROZIL
S02BA03	PREDNISOLONE
N06AX14	TIANEPTINE
N02BA01	ACETYLSALICYLIC ACID
L04AX01	AZATHIOPRINE
C08CA01	AMLOPIDINE 
C01DA08	ISOSORBIDE
N05AL02	SULTOPRIDE
B03BA01	CYANOCOBALAMIN
N02AA08	DIHYDROCODEINE
L01XX41	ERIBULIN
B01AA07	ACENOCOUMAROL
CODE	FLUOROQUINOLONES
A12BA02	POTASSIUM CITRATE
N05AH05	ASENAPINE
A10BD11	METFORMIN
C09AA13	MOEXIPRIL
L01XX19	IRINOTECAN
B01AC24	TICAGRELOR 
C02LC01	CLONIDINE 
M03AC04	ATRACURIUM
D11AC06	POVIDONE-IODINE
C09DX01	AMLODIPINE
N05CA08	VINYLBITAL
A02BC04	RABEPRAZOLE
L01XX32	BORTEZOMIB
A10AD04	INSULIN
V08AB10	IOMEPROL
N02BE01	PARACETAMOL
M05BB06	ALENDRONIC ACID
G03DB08	DIENOGEST
R06AB02	DEXCHLORPHENIRAMINE
7145	MYCOPHENOLATE MOFETIL
as	OXIDRONIC ACID
V04CG01	CATIORESINE SULFO SODIQUE
J01GB01	TOBRAMYCIN
B01AF01	RIVAROXABAN
J01CF02	CLOXACILLIN
N02AX52	TRAMADOL
C01BA03	DISOPYRAMIDE 
C07BG01	LABETALOL
L01DC03	MITOMYCIN C
J01EB05	SULFAFURAZOLE 
B01AB08	REVIPARIN
L01XE16	CRIZOTINIB
D04AA02	MEPYRAMINE
G04BX14	DAPOXETINE
L01XX41	ERIBULINE
C01EB02	CAMPHORA
C04AC02	NICOTINIC ACID
G04CA03	TERAZOSIN
N06AX21	DULOXETINE
C01EB17	IVABRADINE 
L01XX11	ESTRAMUSTINE
S01XA18	CICLOSPORIN
L01XX05	HYDROXYCARBAMIDE
A02BD06	 CLARITHROMYCIN
N05BB01	HYDROXYZINE
N04BC04	ROPINIROLE 
A12CB03	ZINC
L01AD02	LOMUSTINE
J01CA06	BACAMPICILLIN
C02CC02	GUANETHIDINE
A03CA02	CLIDINIUM
N04BC02	PERGOLIDE
L01CD01	PACLITAXEL
J01EE03	TRIMETHOPRIM
A10AD03	INSULIN
B05CB02	SODIUM CITRATE
N05CF01	ZOPICLONE
M01BA03	ACETYLSALICYLIC ACID
J05AR01	ZIDOVUDINE
A07EA06	BUDESONIDE
N01AB01	HALOTHANE
C09BB04	AMLODIPINE
P01CX01	PENTAMIDINE
V03AX03	COBICISTAT
B01AE03	ARGATROBAN
H03AA01	LEVOTHYROXINE (LEVOTHYROXINE SODIUM)
C08CA01	AMLODIPINE
N05BA06	LORAZEPAM
S01AA18	POLYMYXIN B
D10AX05	DAPSONE 
C10AA01	SIMVASTATIN
J05AR01	LAMIVUDINE
L01CA03	VINDESINE
A08AA10	SIBUTRAMINE
C02AC01	CLONIDINE 
L02AA03	ETHINYLESTRADIOL
L01CC	COLCHICINE
D10AA02	METHYLPREDNISOLONE
G03AC08	ETONOGESTREL
L01XE27	IBRUTINIB
J05AG05	RILPIVIRINE
A03AB15	DIPHEMANIL
P01BA01	CHLOROQUINE 
M01AC02	TENOXICAM
J05AX09	MARAVIROC
N05AB08	THIOPROPERAZINE
C02LG01	DIHYDRALAZINE
B01AC13	ABCIXIMAB (FORMERLY CALLED C 7E3B FAB)
C08CA08	NITRENDIPINE 
N07XX06	TETRABENAZINE
A12BA	POTASSIUM 
R03AB02	ISOPRENALINE
J05AR07	STAVUDINE
G03AB07	ETHINYLESTRADIOL
A06AD16	MANNITOL
G03AA01	ETHINYLESTRADIOL
H02AB09	HYDROCORTISONE
N05AX13	PALIPERIDONE
C03AA08	METHYCLOTHIAZIDE
N03AX10	FELBAMATE 
P02BX04	TRICLABENDAZOLE
S01CA01	DEXAMETHASONE
M01AC06	MELOXICAM
J05AE03	RITONAVIR
M01AC01	PIROXICAM
C09BB06	NITRENDIPINE 
J01MA04	ENOXACIN
J02AC01	FLUCONAZOLE
C01AA05	DIGOXIN
N05BA02	CHLORDIAZEPOXIDE 
J01CE02	PHENOXYMETHYLPENICILLIN
C03DB01	AMILORIDE
L01CX0	TRABECTEDINE
N05CD06	LORMETAZEPAM
C09XA02	ALISKIREN
P01AB07	SECNIDAZOLE 
C01BA03	DISOPYRAMIDE
N02AF02	NALBUPHINE
H05BA	CALCITONIN
N02CX06	OXETORONE
L01DB01	DOXORUBICIN
N05AA01	CHLORPROMAZINE 
A04AD05	METOPIMAZINE
D07AB19	DEXAMETHASONE
L01XX03	ALTRETAMINE
N04BC08	PIRIBEDIL 
G03AA13	ETHINYLESTRADIOL
B03AC02	INJECTABLR IRON SALTS
H02AB06	PREDNISOLONE
J01DF01	AZTREONAM
A01AC54	PREDNISOLONE
M01AA01	PHENYLBUTAZONE
R03CC12	BAMBUTEROL
A07DA52	MORPHINE
J01EE05	TRIMETHOPRIM
C01BD04	DOFETILIDE
J01DB03	CEFALOTIN
J05AE11	TELAPREVIR
R06AA08	CARBINOXAMINE
C10BX03	AMLODIPINE
A12CA01	SODIUM CHLORIDE
P02BA01	PRAZIQUANTEL
B02BC09	ADRENALINE 
N05CD07	TEMAZEPAM
N03AX15	ZONISAMIDE
P01BE05	ARTENIMOL
N02CA01	DIHYDROERGOTAMINE
D01AC08	KETOCONAZOLE 
S01EB51	PILOCARPINE
C08DA51	VERAPAMIL
C08CA11	MANIDIPINE 
D10AD01	TRETINOIN
G03CA09	PROMESTRIENE
V03AF03	FOLINIC ACID
M04AB03	BENZBROMARONE
J05AR06	TENOFOVIR DISOPROXIL
R01AA08	NAPHAZOLINE
H05BX01	CINACALCET
G03AA09	ETHINYLESTRADIOL
H02AB17	CORTIVAZOL
C07AB05	BETAXOLOL
L01XE06	DASATINIB
N05CA03	BUTOBARBITAL
C07BB02	METOPROLOL
V03AE02	SEVELAMER
C09CA06	CANDESARTAN CILEXETIL
M01CB05	SODIUM AUROTHIOPROPANOL-SULFONATE
L04AA10	SIROLIMUS
C09AA10	TRANDOLAPRIL
G03CX01	TIBOLONE
D01AC02	MICONAZOLE 
S03BA02	PREDNISOLONE
C09DX02	VALSARTAN
L01XE02	GEFITINIB
D01AC02	MICONAZOLE
N02CA52	METHYLERGOMETRINE
C10AC04	COLESEVELAM
A10AD02	INSULIN
B01AA12	FLUINDIONE
N06BA04	METHYLPHENIDATE
OLIC	MYCOPHENOLATE MOFETIL
H02AA02	FLUDROCORTISONE
B01AA02	PHENINDIONE
A06AD18	SORBITOL
C09CA03	VALSARTAN
A14AA01	ANDROSTANOLONE
J01DD12	CEFOPERAZONE
J07BJ	RUBELLA VACCINE
L01CA04	VINORELBINE
C07AA03	PINDOLOL
G04BD07	TOLTERODINE
N05BA02	CHLORDIAZEPOXIDE
J07BD	MEASLES VACCINE
ERGOT	DOPAMINERGIC ALKALOIDS OF 
N05AH04	QUETIAPINE
R01AD53	DEXAMETHASONE
D04AA10	PROMETHAZINE
C03DA01	SPIRONOLACTONE
S01EX01	GUANETHIDINE
L01CD03	PACLITAXEL
N02CA51	ERGOTAMINE
L01BB03	TIOGUANINE
A10BD08	VILDAGLIPTIN
L01XE01	IMATINIB
M03AB01	SUXAMETHONIUM
R06AB05	PHENIRAMINE
G03CA04	ESTRIOL
G03AA10	ETHINYLESTRADIOL
C01BC03	PROPAFENONE
G03AC03	LEVONORGESTREL
N05BC01	MEPROBAMATE
C02LC01	CLONIDINE
C09DB01	AMLODIPINE
N06AA05	OPIPRAMOL
L01BC03	TEGAFUR 
G03DB04	NOMEGESTROL
N01AH01	FENTANYL
G03HB01	CYPROTERONE
A02BA01	CIMETIDINE
N02CA02	ERGOTAMINE
A06AG07	SORBITOL
L01XE09	TEMSIROLIMUS
C01BB02	MEXILETINE
L01XX01	AMSACRINE
A10AE02	INSULIN
L04AX03	METHOTREXATE
R06AC02	HISTAPYRRODINE
P01BC02	MEFLOQUINE
A06AB07	CASCARA
V10AX06	GOLD
S01AB02	SULFAFURAZOL
S01CB03	HYDROCORTISONE
S01HA07	LIDOCAINE
L01XA02	CARBOPLATIN
G02AD05	SULPROSTONE
A01AC01	TRIAMCINOLONE
A02BD05	OMEPRAZOLE
J05AR10	LOPINAVIR
L02BA01	TAMOXIFEN
CLASSE	STRONG INHIBITORS OF CYP3A4
A10BD10	SAXAGLIPTIN
R06AX02	CYPROHEPTADINE 
S01XA15	ASCORBIC ACID
C03BA04	CHLORTALIDONE
N05CA06	SECOBARBITAL
N01AH06	REMIFENTANIL
G04BE10	AVANAFIL
N03AG06	TIAGABINE
G03AC09	DESOGESTREL
C07BB52	METOPROLOL
J05AR09	TENOFOVIR DISOPROXIL
G03AB08	ESTRADIOL
N05BA05	CLORAZEPATE
L01XE10	EVEROLIMUS
technetium	MEDRONIC ACID
L01DC02	PLICAMYCIN
J05AG01	NEVIRAPINE
V08AB05	IOPROMIDE
N03AG01	VALPROIC ACID
J05AR09	ELVITEGRAVIR
D06AX01	FUSIDIC ACID
P01BD51	PYRIMETHAMINE
N06AA04	CLOMIPRAMINE
L01BB05	FLUDARABINE
N04BC09	ROTIGOTINE
D10AA02	METHYLPREDNISOLONE 
N03AF01	CARBAMAZEPINE
R03AK06	SALMETEROL
N05CD01	FLURAZEPAM
J01MA14	MOXIFLOXACINE
S01CA03	HYDROCORTISONE
R03BX01	FENSPIRIDE
D07AC17	FLUTICASONE
C03CA03	PIRETANIDE
B05CX04	MANNITOL
M05BA04	ALENDRONIC ACID
B01AE07	DABIGATRAN
J01EA	TRIMETHOPRIM
J05AF01	ZIDOVUDINE
J01GB09	IBEKACIN
B01AE01	DESIRUDINE
N02AA51	MORPHINE
N02AC52	METHADONE
N03AE01	CLONAZEPAM
C07AA07	SOTALOL
M01CB04	GOLD
A02BD07	CLARITHROMYCIN
A07EA03	PREDNISONE
N05BX03	ETIFOXINE
B01AB01	HEPARIN 
A02BD06	CLARITHROMYCIN
A07AC01	MICONAZOLE
L04AB02	INFLIXIMAB
C02AC05	MOXONIDIN
J01MA06	NORFLOXACINE
J01FA01	ERYTHROMYCIN
B03AC06	DEXTRAN 40
C01CA21	CAFEDRINE
D01AC15	FLUCONAZOLE
C08CA03	ISRADIPINE 
B01AD11	TENECTEPLASE
A12BA	POTASSIUM
J01AA1	TIGECYCLINE 
S01AD09	GANCICLOVIR
A10AF01	INSULIN 
R06AX09	AZATADINE
C02LG51	DIHYDRALAZINE
B05XA03	SODIUM CHLORIDE
A06AA01	PARAFFIN, LIQUID
C09BX01	AMLODIPINE
C07AB07	BISOPROLOL
N05AD01	HALOPERIDOL 
G03CB02	DIETHYLSTILBESTROL
M03AC01	PANCURONIUM
G04BD11	FESOTERODINE
A02BC02	PANTOPRAZOLE
as	MEDRONIC ACID
N04BD02	RASAGILINE
S01AB04	SULFACETAMIDE
C09DB07	AMLODIPINE
D07AA03	PREDNISOLONE
J01E	TRIMETHOPRIM
B01AC04	CLOPIDOGREL 
N02AA05	OXYCODONE
N01BB52	LIDOCAINE
B01AC04	CLOPIDOGREL
B01AB09	DANAPAROID SODIUM
S02CA06	DEXAMETHASONE
C10AA08	PITAVASTATIN
M05BB03	ALENDRONIC ACID
G03CA01	ETHINYLESTRADIOL
N05AA02	LEVOMEPROMAZINE
L01XE12	VANDETANIB
D07CA01	HYDROCORTISONE
J04AM05	ISONIAZID
N04AA01	TRIHEXYPHENIDYL
G01AX06	FURAZOLIDONE 
D07AB11	HYDROCORTISONE
G03AA12	DROSPIRENONE
J05AX08	RALTEGRAVIR
C03BB03	CLOPAMIDE
M01AX02	NIFLUMIC ACID
B05AA05	DEXTRAN 
N07AA02	PYRIDOSTIGMINE
N06AF05	IPRONIAZIDE
L01XE08	NILOTINIB
N05CA01	PENTOBARBITAL
J07BH01	ROTAVIRUS VACCINE,LIVE ATTENUATED
N04BX02	ENTACAPONE
C07BA68	METIPRANOLOL
N05CA21	ALLOBARBITAL
J04AA01	P. A. S. SODIUM 
J05AG03	EFAVIRENZ
C04AX07	VINCAMINE
J01CA01	AMPICILLIN
S01EA04	CLONIDINE
D01BA02	TERBINAFINE
D08AK04	MERBROMIN
R01AD02	PREDNISOLONE
B05BC01	MANNITOL
D01BA01	GRISEOFULVINE
A01AB09	MICONAZOLE 
A10AE05	INSULIN
A02BD07	 CLARITHROMYCIN
L04AA27	FINGOLIMOD
G01AA03	AMPHOTERICIN B 
C09DX02	ALISKIREN
L01DA01	DACTINOMYCIN
A10BB12	GLIMEPIRIDE
M05BB02	RISEDRONIC ACID
J01XC01	FUSIDIC ACID
R03DA54	THEOPHYLLINE 
N03AX09	LAMOTRIGINE
A02BA51	CIMETIDINE
L03AB05	INTERFERON ALFA
C02LB	METHYLDOPA 
N04BB01	AMANTADINE
J01RA04	SPIRAMYCIN
A08AB01	ORLISTAT 
A02BA04	NIZATIDINE
N05BA15	CAMAZEPAM
N05AH02	CLOZAPINE 
S02AA15	CIPROFLOXACIN
B03B	FOLIC ACID
L04AD01	CICLOSPORIN
B03AC06	INJECTABLR IRON SALTS
M03BX01	BACLOFEN 
N04BC05	PRAMIPEXOLE
C09DB04	AMLODIPINE
A07AA09	VANCOMYCIN
M04AB02	SULFINPYRAZONE
H02AB02	DEXAMETHASONE
C10BX02	ACETYLSALICYLIC ACID
N05AL03	TIAPRIDE
A10BB09	GLICLAZIDE
A10AC01	INSULIN
N02AG01	MORPHINE
C02AB01	METHYLDOPA
A05AA	URSODESOXYCHOLIC ACID
G03HA01	CYPROTERONE 
C01DA08	ISOSORBIDE DINITRATE
C02LA51	RESERPINE 
C05AD01	LIDOCAINE
D07AB02	HYDROCORTISONE
A10BH05	LINAGLIPTIN
J01FF02	LINCOMYCIN
C09DA02	EPROSARTAN
A02BD01	METRONIDAZOLE
N02AD01	PENTAZOCINE 
A10AE03	INSULIN
L01BB02	MERCAPTOPURINE
B01AX05	FONDAPARINUX
C01AA04	DIGITOXIN
R05CB16	MANNITOL
G03AA03	ETHINYLESTRADIOL
A01AB09	MICONAZOLE
J01DD04	CEFTRIAXONE
G03XA01	DANAZOL
S01AX18	POVIDONE-IODINE
V04CG3	CAFFEINE 
C01BA01	QUINIDINE 
D06BX01	METRONIDAZOLE
G03CA03	ESTRADIOL
L04AA24	ABATACEPT 
S01AE05	LEVOFLOXACINE
J01CE01	BENZYLPENICILLIN
C09XA02	ALISKIREN 
G04BD10	DARIFENACIN
N05AA04	ACEPROMAZINE
L01XE05	SORAFENIB
B01AC22	PRASUGREL
L01XA02	CARBOPLATINE
J01MA15	GEMIFLOXACIN
C02AA02	RESERPINE 
N03AX16	PREGABALIN
N05BE01	BUSPIRONE
R03DA01	DIPROPHYLLINE
P01BF02	MEFLOQUINE
J05AR01	ZIDOVUDINE (AZT)
V09HX01	GALLIUM (67 GA) CITRATE
L01XA01	CISPLATINE
D11AH01	TACROLIMUS 
N05BC51	MEPROBAMATE
C09AA03	LISINOPRIL
S03BA01	DEXAMETHASONE
N05AL05	AMISULPRIDE
S02AA13	MICONAZOLE 
D09AA02	FUSIDIC ACID
N02CC06	ELETRIPTAN
C01BD05	IBUTILIDE
H02BX01	METHYLPREDNISOLONE
M05BA03	PAMIDRONIC ACID
N02BA71	ACETYLSALICYLIC ACID
R03DA74	THEOPHYLLINE 
N04AA02	BIPERIDEN
C08CA55	NIFEDIPINE
P01BF05	PIPERAQUINE
N01AH02	ALFENTANIL 
G01AF06	ORNIDAZOLE
N02CA07	LISURIDE
A11CA	VITAMIN A
R03AC03	TERBUTALINE 
J05AE14	SIMEPREVIR
C02AC02	GUANFACINE
L01BA01	METHOTREXATE 
J01XX04	SPECTINOMYCIN
C09XA52	ALISKIREN 
R06AX23	PIMETHIXENE
M01AH04	PARECOXIB
L01AD01	CARMUSTINE
J05AR09	COBICISTAT
P01AB03	ORNIDAZOLE
G04CA01	ALFUZOSIN
C02LB01	METHYLDOPA
L01XX19	IRINOTECAN 
A10BX02	REPAGLINIDE
G03AA15	ETHINYLESTRADIOL
M01CB	GOLD
C07AB52	METOPROLOL
N05AG02	PIMOZIDE
C09AA07	BENAZEPRIL
C09AA02	ENALAPRIL
N01AH04	PHENOPERIDINE
J01FA09	 CLARITHROMYCIN
M05BB04	RISEDRONIC ACID
AUROTIOP	SODIUM AUROTHIOPROPANOL-SULFONATE
A07AB03	SULFAGUANIDINE
N06DA02	DONEPEZIL
M01AE09	FLURBIPROFEN
J01EB02	SULFAMETHIZOLE
J01MA14	MOXIFLOXACIN
J05AB06	GANCICLOVIR
M03CA	DANTROLENE
P02CA03	ALBENDAZOLE
A02BC01	OMEPRAZOLE
N06AA10	NORTRIPTYLINE:
G04BE0	VARDENAFIL
J01EE04	TRIMETHOPRIM
L01AA09	BENDAMUSTINE
L01DC01	BLEOMYCIN
L01DB03	EPIRUBICIN
C01CA03	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
R06AD07	MEQUITAZINE
M02AA01	PHENYLBUTAZONE
L02BG06	EXEMESTANE
N07CA03	FLUNARIZINE
A16AX09	GLYCEROL
N02AA03	HYDROMORPHONE 
H05BA02	CALCITONIN
C10BX01	ACETYLSALICYLIC ACID
B02BC09	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
C01DX18	LINSIDOMINE
A02BD03	LANSOPRAZOLE
V08AB09	IODIXANOL
G04BE08	TADALAFIL
S03AA03	POLYMYXIN B
C04AC03	NICOTINIC ACID
J05AF01	ZIDOVUDINE (AZT)
N02AG03	PETHIDINE 
D07XB05	DEXAMETHASONE
A01AD01	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
R03DA51	DIPROPHYLLINE
A07XA04	RACECADOTRIL
P01BX01	HALOFANTRINE 
A10BB04	GLIBORNURIDE
M01CB02	GOLD
J01A	TETRACYCLINE 
J05AE03	RITONAVIR 
D04AA32	E: DIPHENHYDRAMINE
C09CA08	OLMESARTAN
A01AC03	HYDROCORTISONE
M01AE16	ALMINOPROFEN
J02AC04	POSACONAZOLE 
C03AA09	CYCLOTHIAZIDE
C03CB02	BUMETANIDE
C03EB01	FUROSEMIDE
R06AD07	MEQUITAZINE 
N05AB02	FLUPHENAZINE
N02CX01	PIZOTIFEN
J05AR05	NEVIRAPINE
L04AX02	THALIDOMIDE 
J02AX01	FLUCYTOSINE
J01FA10	AZITHROMYCIN 
N06AA06	TRIMIPRAMINE
P01BB01	PROGUANIL
C02AC01	CLONIDINE
C01CA01	ETILEFRINE
L01AX04	DACARBAZINE
C08GA01	NIFEDIPINE
N05BA09	CLOBAZAM 
A11CB	VITAMIN A
G04BD08	SOLIFENACIN
M01CB01	GOLD
B03AC01	INJECTABLR IRON SALTS
C10AB08	CIPROFIBRATE
M01AE17	DEXKETOPROFEN TROMETAMOL
G03HA01	CYPROTERONE
J01DH03	ERTAPENEM 
N04BX02	ENTACAPONE 
N05BA10	KETAZOLAM
A14AA09	NORETHANDROLONE
B01AD01	STREPTOKINASE
B05AA05	DEXTRAN 40
N02AA01	MORPHINE
N05AF05	ZUCLOPENTHIXOL
A07BC03	POVIDONE
M01AH03	VALDECOXIB
A01AB04	AMPHOTERICIN B 
J05AE05	AMPRENAVIR
M01AB08	ETODOLAC
J01EE	TRIMETHOPRIM
L01BA04	PEMETREXED
B01AC24	TICAGRELOR
B05CX02	SORBITOL
S01AE02	NORFLOXACIN
G02CC02	NAPROXEN
J05AE07	FOSAMPRENAVIR
C08CA04	NICARDIPINE
J01CA13	TICARCILLIN
N03AG02	VALPROMIDE
D11AX08	TIRATRICOL
A06AX05	PRUCALOPRIDE
R03AC02	SALBUTAMOL
L01BC01	CYTARABINE
G04BD09	TROSPIUM
J01EE02	TRIMETHOPRIM
J05AG04	ETRAVIRINE
N06AB03	FLUOXETINE
C08CA12	BARNIDIPINE 
N06AA16	DOSULEPIN
A10AD02	INSULIN 
A02AH	SODIUM BICARBONATE
S02BA06	DEXAMETHASONE
M01AE03	KETOPROFEN
V04CC01	SORBITOL
S01FA04	CYCLOPENTOLATE
C07CB02	METOPROLOL
C09BB05	FELODIPINE 
N06BA09	ATOMOXETINE
L01XE07	LAPATINIB
R03DB04	THEOPHYLLINE 
J04BA02	DAPSONE 
S01FA05	HOMATROPINE
G03AB01	ETHINYLESTRADIOL
N07BA01	NICOTINE
M01AE11	TIAPROFENIC ACID
medronic	MEDRONIC ACID
B01AC09	EPOPROSTENOL
N03AB02	PHENYTOIN
A02BD02	METRONIDAZOLE
