1,Active ingredient,tenofovir ,DB00300,consensus set annotator team,Active ingredient,didanosine ,DB00900,consensus set annotator team,,Positive,117466,3364,Qualitative,Exposure to didanosine is increased ,consensus set annotator team
42,Active ingredient,allopurinol ,DB00437,consensus set annotator team,Active ingredient,mercaptopurine ,DB01033,consensus set annotator team,,Positive,519,103,Quantitative,a reduction in dose to approximately one-third to one-fourth of the usual dose ,consensus set annotator team
44,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,pimozide ,DB01100,consensus set annotator team,,Positive,32937,8331,Quantitative,increases in pimozide AUC of 151% and Cmax of 62% ,consensus set annotator team
45,Active ingredient,phenobarbital ,DB01174,consensus set annotator team,Active ingredient,paroxetine ,DB00715,consensus set annotator team,,Positive,8134,32937,Quantitative,AUC and T? were reduced (by an average of 25% and 38% ,consensus set annotator team
46,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,32937,8183,Quantitative,AUC was slightly reduced (12% on average) ,consensus set annotator team
46,Active ingredient,phenytoin ,DB00252,consensus set annotator team,Active ingredient,paroxetine ,DB00715,consensus set annotator team,,Positive,8183,32937,Quantitative,AUC and T? were reduced (by an average of 50% and 35% ,consensus set annotator team
47,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,32937,38400,Quantitative,atomoxetine Cmax values that were 3- to 4-fold greater ,consensus set annotator team
47,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,32937,38400,Quantitative,increases in steady state atomoxetine AUC values that were 6- to 8-fold greater ,consensus set annotator team
47,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,desipramine ,DB01151,consensus set annotator team,,Positive,32937,3247,Quantitative,increased single-dose desipramine (100 mg) Cmax, AUC, and T? by an average of approximately 2-, 5-, and 3-fold ,consensus set annotator team
47,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,risperidone ,DB00734,consensus set annotator team,,Positive,32937,35636,Quantitative,increased concentrations of the active moiety (the sum of risperidone plus 9-hydroxyrisperidone) approximately 1.4-fold ,consensus set annotator team
47,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,risperidone ,DB00734,consensus set annotator team,,Positive,32937,35636,Quantitative,increased mean plasma concentrations of risperidone approximately 4-fold ,consensus set annotator team
47,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Metabolite,9-hydroxyrisperidone ,DB01267,consensus set annotator team,risperidone ,Positive,32937,679314,Quantitative,decreased 9-hydroxyrisperidone concentrations approximately 10% ,consensus set annotator team
48,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,terfenadine ,DB00342,consensus set annotator team,,Negative,32937,42330,Qualitative,no effect of paroxetine on terfenadine pharmacokinetics ,consensus set annotator team
49,Active ingredient,lithium ,DB01356,consensus set annotator team,Active ingredient,paroxetine ,DB00715,consensus set annotator team,,Negative,6448,32937,Qualitative,no pharmacokinetic interaction ,consensus set annotator team
49,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,lithium ,DB01356,consensus set annotator team,,Negative,32937,6448,Qualitative,no pharmacokinetic interaction ,consensus set annotator team
50,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,procyclidine ,DB00387,consensus set annotator team,,Positive,32937,8718,Quantitative,increased steady-state AUC0-24, Cmax, and Cmin values of procyclidine (5 mg oral once daily) by 35%, 37%, and 67% ,consensus set annotator team
51,Active ingredient,fosamprenavir/ritonavir ,DB01319,consensus set annotator team,Active ingredient,paroxetine ,DB00715,consensus set annotator team,,Positive,,32937,Qualitative,significantly decreased plasma levels ,consensus set annotator team
53,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,quinidine ,DB00908,consensus set annotator team,,Positive,6135,9068,Qualitative,quinidine levels rise when ketoconazole is coadministered ,consensus set annotator team
54,Active ingredient,Diltiazem ,DB00343,consensus set annotator team,Active ingredient,quinidine ,DB00908,consensus set annotator team,,Positive,3443,9068,Qualitative,decreases the clearance and increases the t1/2 of quinidine ,consensus set annotator team
54,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,diltiazem ,DB00343,consensus set annotator team,,Negative,9068,3443,Qualitative,does not alter the kinetics ,consensus set annotator team
56,Active ingredient,Zonisamide ,DB00909,consensus set annotator team,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,,Negative,39998,2002,Qualitative,no appreciable effect on the steady-state plasma concentrations ,consensus set annotator team
56,Active ingredient,Zonisamide ,DB00909,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Negative,39998,8183,Qualitative,no appreciable effect on the steady-state plasma concentrations ,consensus set annotator team
56,Active ingredient,Zonisamide ,DB00909,consensus set annotator team,Active ingredient,valproate ,DB00313,consensus set annotator team,,Negative,39998,40254,Qualitative,no appreciable effect on the steady-state plasma concentrations ,consensus set annotator team
57,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,Zonisamide ,DB00909,consensus set annotator team,,Negative,2541,39998,Qualitative,pharmacokinetic parameters were not affected ,consensus set annotator team
59,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,Active ingredient,nefazodone ,DB01149,consensus set annotator team,,Positive,2002,31565,Qualitative,results in insufficient plasma concentrations ,consensus set annotator team
63,Active ingredient,atenolol ,DB00335,consensus set annotator team,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,,Negative,1202,7435,Qualitative,Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant ,consensus set annotator team
63,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,,Positive,2541,7435,Quantitative,A 30 to 45% increase in AUC and Cmax of nisoldipine was observed ,consensus set annotator team
63,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,Active ingredient,atenolol ,DB00335,consensus set annotator team,,Negative,7435,1202,Qualitative,Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant ,consensus set annotator team
63,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Negative,7435,8787,Qualitative,Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant ,consensus set annotator team
63,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,Active ingredient,quinidine ,DB00908,consensus set annotator team,,Positive,7435,9068,Quantitative,increased plasma quinidine concentrations by about 20% ,consensus set annotator team
63,Active ingredient,phenytoin ,DB00252,consensus set annotator team,Active ingredient,Nisoldipine ,DB00401,consensus set annotator team,,Positive,8183,7435,Qualitative,lowered the nisoldipine plasma concentrations to undetectable levels ,consensus set annotator team
63,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,,Negative,8787,7435,Qualitative,Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant ,consensus set annotator team
63,Active ingredient,Quinidine ,DB00908,consensus set annotator team,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,,Positive,9068,7435,Quantitative,decreased the bioavailability (AUC) of nisoldipine by 26%, but not the peak concentration ,consensus set annotator team
63,Active ingredient,Ranitidine ,DB00863,consensus set annotator team,Active ingredient,nisoldipine ,DB00401,consensus set annotator team,,Negative,9143,7435,Quantitative,did not interact significantly with nisoldipine (AUC was decreased by 15-20%) ,consensus set annotator team
65,Active ingredient,nefazodone ,DB01149,consensus set annotator team,Active ingredient,triazolam ,DB00897,consensus set annotator team,,Positive,31565,10767,Quantitative,half-life and AUC increased 4-fold and peak concentrations increased 1.7-fold ,consensus set annotator team
65,Active ingredient,triazolam ,DB00897,consensus set annotator team,Active ingredient,Nefazodone ,DB01149,consensus set annotator team,,Negative,10767,31565,Qualitative,plasma concentrations were unaffected ,consensus set annotator team
66,Active ingredient,alprazolam ,DB00404,consensus set annotator team,Active ingredient,Nefazodone ,DB01149,consensus set annotator team,,Negative,596,31565,Qualitative,plasma concentrations were unaffected ,consensus set annotator team
66,Active ingredient,nefazodone ,DB01149,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,31565,596,Quantitative,peak concentrations, AUC and half-life values for alprazolam increased by approximately 2-fold ,consensus set annotator team
68,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,bisoprolol ,DB00612,consensus set annotator team,,Negative,2541,19484,Qualitative,no clinically relevant interactions ,consensus set annotator team
68,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,bisoprolol ,DB00612,consensus set annotator team,,Positive,9384,19484,Qualitative,increases the metabolic clearance of bisoprolol fumarate shortening its elimination half-life ,consensus set annotator team
70,Active ingredient,aluminum ,DB01370,consensus set annotator team,Active ingredient,sotalol ,DB00489,consensus set annotator team,,Positive,1311504,9947,Quantitative,reduction in Cmax and AUC of 26% and 20% ,consensus set annotator team
70,Active ingredient,magnesium ,DB01378,consensus set annotator team,Active ingredient,sotalol ,DB00489,consensus set annotator team,,Positive,6574,9947,Quantitative,reduction in Cmax and AUC of 26% and 20% ,consensus set annotator team
72,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,oxycodone ,DB00497,consensus set annotator team,,Positive,9384,7804,Qualitative,decreased plasma oxycodone concentrations ,consensus set annotator team
72,Active ingredient,voriconazole ,DB00582,consensus set annotator team,Active ingredient,oxycodone ,DB00497,consensus set annotator team,,Positive,121243,7804,Qualitative,increased the plasma concentrations ,consensus set annotator team
73,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,oxycodone ,DB00497,consensus set annotator team,,Positive,9384,7804,Quantitative,decreased oxycodone AUC and Cmax values by 86% and 63% ,consensus set annotator team
73,Active ingredient,voriconazole ,DB00582,consensus set annotator team,Active ingredient,oxycodone ,DB00497,consensus set annotator team,,Positive,121243,7804,Quantitative,increased oxycodone AUC and Cmax by 3.6 and 1.7 fold ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,ampicillin ,DB00415,consensus set annotator team,,Positive,7646,733,Qualitative,interfere with absorption ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,atazanavir ,DB01072,consensus set annotator team,,Positive,7646,343047,Qualitative,decreased serum levels have been reported ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,atazanavir ,DB01072,consensus set annotator team,,Positive,7646,343047,Qualitative,substantially decrease atazanavir plasma concentrations ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,atazanavir ,DB01072,consensus set annotator team,,Positive,7646,343047,Quantitative,AUC was decreased by 94%, Cmax by 96%, and Cmin by 95% ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,cyclosporine ,DB00091,consensus set annotator team,,Positive,7646,3008,Qualitative,reports of interaction with other drugs metabolized via the cytochrome P450 system ,consensus set annotator team
74,Active ingredient,Omeprazole ,DB00338,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,7646,3322,Qualitative,prolong the elimination ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,disulfiram ,DB00822,consensus set annotator team,,Positive,7646,3554,Qualitative,reports of interaction with other drugs metabolized via the cytochrome P450 system ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,iron ,DB01592,consensus set annotator team,,Positive,7646,90176,Qualitative,interfere with absorption ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,,Positive,7646,6135,Qualitative,interfere with absorption ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,nelfinavir ,DB00220,consensus set annotator team,,Positive,7646,134527,Qualitative,decreased serum levels have been reported ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,nelfinavir ,DB00220,consensus set annotator team,,Positive,7646,134527,Quantitative,AUC was decreased by 36% and 92%, Cmax by 37% and 89% and Cmin by 39% and 75% ,consensus set annotator team
74,Active ingredient,Omeprazole ,DB00338,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,7646,8183,Qualitative,prolong the elimination ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Negative,7646,8787,Qualitative,no interaction ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,ritonavir ,DB00503,consensus set annotator team,,Positive,7646,85762,Quantitative,elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,saquinavir ,DB01232,consensus set annotator team,,Positive,7646,83395,Quantitative,elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,saquinavir ,DB01232,consensus set annotator team,,Positive,7646,83395,Quantitative,increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,tacrolimus ,DB00864,consensus set annotator team,,Positive,7646,42316,Qualitative,may increase the serum levels ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,theophylline ,DB00277,consensus set annotator team,,Negative,7646,10438,Qualitative,no interaction ,consensus set annotator team
74,Active ingredient,Omeprazole ,DB00338,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Positive,7646,11289,Qualitative,prolong the elimination ,consensus set annotator team
74,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Metabolite,M8 ,DB00220,consensus set annotator team,nelfinavir ,Positive,7646,,Quantitative,AUC was decreased by 36% and 92%, Cmax by 37% and 89% and Cmin by 39% and 75% ,consensus set annotator team
74,Active ingredient,voriconazole ,DB00582,consensus set annotator team,Active ingredient,omeprazole ,DB00338,consensus set annotator team,,Positive,121243,7646,Quantitative,in more than doubling of the omeprazole exposure ,consensus set annotator team
74,Active ingredient,voriconazole ,DB00582,consensus set annotator team,Active ingredient,omeprazole ,DB00338,consensus set annotator team,,Positive,121243,7646,Quantitative,increased the steady-state Cmax and AUC0-24 of omeprazole, an average of 2 times (90% CI: 1.8, 2.6) and 4 times (90% CI: 3.3, 4.4 ,consensus set annotator team
75,Active ingredient,clarithromycin ,DB01211,consensus set annotator team,Active ingredient,omeprazole ,DB00338,consensus set annotator team,,Positive,21212,7646,Quantitative,increased (Cmax, AUC0-24, and T1/2 increases of 30%, 89% and 34 ,consensus set annotator team
75,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,clarithromycin ,DB01211,consensus set annotator team,,Positive,7646,21212,Qualitative,The plasma levels of clarithromycin and 14-hydroxy-clarithromycin were increased ,consensus set annotator team
75,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,clarithromycin ,DB01211,consensus set annotator team,,Positive,7646,21212,Quantitative,mean Cmax was 10% greater, the mean Cmin was 27% greater, and the mean AUC0-8 was 15% greater ,consensus set annotator team
75,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Metabolite,14-hydroxy-clarithromycin ,DB01211,consensus set annotator team,clarithromycin ,Positive,7646,,Qualitative,The plasma levels of clarithromycin and 14-hydroxy-clarithromycin were increased ,consensus set annotator team
75,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Metabolite,14-hydroxy-clarithromycin ,DB01211,consensus set annotator team,clarithromycin ,Positive,7646,,Quantitative,mean Cmax was 45% greater, the mean Cmin was 57% greater, and the mean AUC0-8 was 45% greater ,consensus set annotator team
76,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,citalopram ,DB00215,consensus set annotator team,,Positive,2541,2556,Quantitative,increase in citalopram AUC and Cmax of 43% and 39% ,consensus set annotator team
77,Active ingredient,citalopram ,DB00215,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Negative,2556,3407,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
77,Active ingredient,digoxin ,DB00390,consensus set annotator team,Active ingredient,citalopram ,DB00215,consensus set annotator team,,Negative,3407,2556,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
78,Active ingredient,Citalopram ,DB00215,consensus set annotator team,Active ingredient,pimozide ,DB01100,consensus set annotator team,,Negative,2556,8331,Qualitative,did not alter the mean AUC or Cmax ,consensus set annotator team
79,Active ingredient,citalopram ,DB00215,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,2556,11289,Qualitative,did not affect the pharmacokinetics ,consensus set annotator team
80,Active ingredient,citalopram ,DB00215,consensus set annotator team,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,,Positive,2556,6135,Quantitative,decreased the Cmax and AUC of ketoconazole by 21% and 10% ,consensus set annotator team
80,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,citalopram ,DB00215,consensus set annotator team,,Negative,6135,2556,Qualitative,did not significantly affect the pharmacokinetics ,consensus set annotator team
81,Active ingredient,citalopram ,DB00215,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,2556,6918,Quantitative,resulted in a two-fold increase in the plasma levels ,consensus set annotator team
83,Active ingredient,tacrine ,DB00382,consensus set annotator team,Active ingredient,theophylline ,DB00277,consensus set annotator team,,Positive,10318,10438,Quantitative,increased theophylline elimination half-life and average plasma theophylline concentrations by approximately 2-fold ,consensus set annotator team
84,Active ingredient,Cimetidine ,DB00501,consensus set annotator team,Active ingredient,tacrine ,DB00382,consensus set annotator team,,Positive,2541,10318,Quantitative,increased the Cmax and AUC of tacrine by approximately 54% and 64% ,consensus set annotator team
85,Active ingredient,fluvoxamine ,DB00176,consensus set annotator team,Active ingredient,tacrine ,DB00382,consensus set annotator team,,Positive,42355,10318,Quantitative,five- and eight-fold increases in tacrine Cmax and AUC ,consensus set annotator team
88,Drug product,SEPTRA ,DB01015,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,10180,8183,Qualitative,may inhibit the hepatic metabolism ,consensus set annotator team
88,Drug product,SEPTRA ,DB01015,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,10180,8183,Quantitative,increased the phenytoin half-life by 39% and decreased the phenytoin metabolic clearance rate by 27% ,consensus set annotator team
90,Active ingredient,aluminum hydroxide ,DB06723,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Negative,612,38400,Qualitative,no effect on atomoxetine hydrochloride bioavailability ,consensus set annotator team
90,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,Active ingredient,desipramine ,DB01151,consensus set annotator team,,Negative,38400,3247,Qualitative,did not alter the pharmacokinetics ,consensus set annotator team
90,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,Active ingredient,midazolam ,DB00683,consensus set annotator team,,Positive,38400,6960,Quantitative,15% increase in AUC ,consensus set annotator team
90,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,4493,38400,Qualitative,increase atomoxetine steady-state plasma concentrations ,consensus set annotator team
90,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,4493,38400,Quantitative,the AUC of atomoxetine is approximately 6- to 8-fold and Css,max is about 3- to 4-fold greater ,consensus set annotator team
90,Active ingredient,magnesium hydroxide,DB01378,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Negative,6581,38400,Qualitative,no effect on atomoxetine hydrochloride bioavailability ,consensus set annotator team
90,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Negative,7646,38400,Qualitative,no effect on atomoxetine hydrochloride bioavailability ,consensus set annotator team
90,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,32937,38400,Qualitative,increase atomoxetine steady-state plasma concentrations ,consensus set annotator team
90,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,32937,38400,Quantitative,the AUC of atomoxetine is approximately 6- to 8-fold and Css,max is about 3- to 4-fold greater ,consensus set annotator team
90,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,9068,38400,Qualitative,increase atomoxetine steady-state plasma concentrations ,consensus set annotator team
91,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,4493,38400,Qualitative,cause similar increases in exposure ,consensus set annotator team
91,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,4493,38400,Qualitative,increase in atomoxetine plasma exposure ,consensus set annotator team
91,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,32937,38400,Qualitative,cause similar increases in exposure ,consensus set annotator team
91,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,32937,38400,Qualitative,increase in atomoxetine plasma exposure ,consensus set annotator team
91,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,9068,38400,Qualitative,cause similar increases in exposure ,consensus set annotator team
91,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,9068,38400,Qualitative,increase in atomoxetine plasma exposure ,consensus set annotator team
91,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,atomoxetine ,DB00289,consensus set annotator team,,Positive,9068,38400,Qualitative,results in a substantial increase in atomoxetine plasma exposure ,consensus set annotator team
92,Active ingredient,voriconazole ,DB00582,consensus set annotator team,Active ingredient,sirolimus ,DB00877,consensus set annotator team,,Positive,121243,35302,Quantitative,increased the Cmax and AUC of sirolimus (2 mg single dose) an average of 7-fold (90% CI: 5.7, 7.5) and 11-fold ,consensus set annotator team
94,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,4053,596,Quantitative,increasing alprazolam AUC, are as follows: ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,4053,596,Quantitative,ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,fluvoxamine ,DB00176,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,42355,596,Quantitative,increasing alprazolam AUC, are as follows: ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,fluvoxamine ,DB00176,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,42355,596,Quantitative,ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,itraconazole ,DB01167,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,28031,596,Quantitative,increasing alprazolam AUC, are as follows: ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,itraconazole ,DB01167,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,28031,596,Quantitative,ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,6135,596,Quantitative,increasing alprazolam AUC, are as follows: ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,6135,596,Quantitative,ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,nefazodone ,DB01149,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,31565,596,Quantitative,increasing alprazolam AUC, are as follows: ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
94,Active ingredient,nefazodone ,DB01149,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,31565,596,Quantitative,ketoconazole, 3.98 fold; itraconazole, 2.70 fold; nefazodone, 1.98 fold; fluvoxamine, 1.96 fold; and erythromycin, 1.61 fold ,consensus set annotator team
95,Active ingredient,nefazodone ,DB01149,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,31565,596,Quantitative,increased alprazolam concentration two-fold ,consensus set annotator team
96,Active ingredient,fluvoxamine ,DB00176,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,42355,596,Quantitative,doubled the maximum plasma concentration of alprazolam, decreased clearance by 49%, increased half-life by 71 ,consensus set annotator team
97,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,2541,596,Quantitative,increased the maximum plasma concentration of alprazolam by 86%, decreased clearance by 42%, and increased half-life by 16% ,consensus set annotator team
98,Active ingredient,alprazolam ,DB00404,consensus set annotator team,Active ingredient,imipramine ,DB00458,consensus set annotator team,,Positive,596,5691,Quantitative,increased an average of 31% and 20% ,consensus set annotator team
98,Active ingredient,alprazolam ,DB00404,consensus set annotator team,Metabolite,desipramine ,DB01151,consensus set annotator team,imipramine ,Positive,596,3247,Quantitative,increased an average of 31% and 20% ,consensus set annotator team
99,Active ingredient,propoxyphene ,DB00647,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,8785,596,Quantitative,decreased the maximum plasma concentration of alprazolam by 6%, decreased clearance by 38%, and increased half-life by 58% ,consensus set annotator team
100,Active ingredient,Carbamazepine ,DB00564,consensus set annotator team,Active ingredient,alprazolam ,DB00404,consensus set annotator team,,Positive,2002,596,Qualitative,increase alprazolam metabolism ,consensus set annotator team
102,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,acetaminophen ,DB00316,consensus set annotator team,,Positive,6915,161,Qualitative,the rate and/or extent of absorption of drugs from the small bowel may be increased ,consensus set annotator team
