Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
317	PAROXETINE	32937			MEQUITAZINE	29528			ANSM	402-PAROXETINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
318	PAROXETINE	32937			METOPROLOL	6918			ANSM	402-PAROXETINE.html	Risk of increase of the undesirable effects of the metoprolol, with especially excessive bradycardia, due to inhibition of its metaboilsm by the paroxetine	Precaution for use	Increased clinical monitoring; if needed, adjustment of the dosage of the metoprolol during the length of the treatment with the paroxetine and after it is stopped
319	PAROXETINE	32937			NEBIVOLOL	31555			ANSM	402-PAROXETINE.html	Risk of increase of the undesirable effects of the nebivolol, with especially excessive bradycardia, due to inhibition of its metabolism by the antidepressant	Precaution for use	Increased clinical monitoring; if needed adjustment of the dosage of the nebivolol during the length of the treatment with the antidepressant and after it is stopped.
320	PAROXETINE	32937			PIMOZIDE	8331			ANSM	402-PAROXETINE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	C0NTRAINDICATION	
321	PAROXETINE	32937			RISPERIDONE	35636			ANSM	402-PAROXETINE.html	Increase of the active fraction of the risperidone due to decrease of its hepatic metabolism by the paroxetine, with risk of increase of the undesirable effects.	Precaution for use	Clinical monitoring and, if needed, adjustment of the dosage of the risperidone.
322	PAROXETINE	32937			TAMOXIFEN	10324			ANSM	402-PAROXETINE.html	Reduction of the effectiveness of the tamoxifen, due to inhibition of the formation of its active metabolite by the paroxetine	Not recommended	
323	PAROXETINE	32937			VORTIOXETINE	1455099			ANSM	402-PAROXETINE.html	Risk of increase of the undesirable effects of the vortioxetine due to large decrease of its hepatic metabolism	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the vortioxetine during the treatment with the paroxetine and after it is stopped.
324	SODIUM POLYSTYRENE CALCIUM				SORBITOL	9945			ANSM	115-SODIUM POLYSTYRENE CALCIUM.html	With the resin administered by oral and rectal routes: risk of colonic necrosis, possibly fatal	CONTRAINDICATION	
325			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	BUPROPION	42347			ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of hypertensive crises	CONTRAINDICATION	
326			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	DEXTROMETHORPHAN	3289			ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of appearance of serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Not Recommended	
327			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			MAOI-B	N04BD0-001	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of rapid elevation of blood pressure, due to loss of selectivity on the monoamine oxydase, especially in case of eating food rich in tyramine (cheese, beer, ...)	CONTRAINDICATION	
328			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Not recommended	If administering these substances together cannot be avoided, very strict clinical monitoring. Begin the administration at minimum recommended dosages.
329			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, confusion, even coma	Not recommended	If administering these substances together cannot be avoided, very strict clinical monitoring. Begin the administration of the substances together with minimum recommended dosages.
330			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	ST JOHN'S WORT	258326			ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical and biological monitoring, especially at the beginning of the administration of the substances together.
331			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	PETHIDINE	6754			ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma.	CONTRAINDICATION	
332			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			ALPHA AND BETA SYMPATHOMIMETICS (IM AND IV ROUTES)	C01CA	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	By extrapolation from the non selective MAOIs: risk of increase of the pressor action.	Precaution for use	To be used only under strict medical monitoring.
333			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			INDIRECT SYMPATHOMIMETICS	C01CA-R01BA	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of constriction of blood vessels and/or rapid elevation of blood pressure	Not recommended	
334			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	TRAMADOL	10689			ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of appearance of a serotonin syndrome: diarrhea, sweats, trembling, confusion, even coma	Not Recommended	
335			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			TRIPTANS METABOLIZED BY THE MAO	N02CC-002	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of arterial hypertension, of constriction of coronary arteries	CONTRAINDICATION	
336			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001			TRIPTANS NOT METABOLIZED BY THE MAO	NO2CC-003	ANSM	279-REVERSIBLE-MAOI-A,-INCLUDING-LINEZOLIDE-AND-METHYLENE-BLUE.html	Risk of arterial hypertension, of constriction of coronary arteries	Not Recommended	
337	PETHIDINE	6754					IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	414-PETHIDINE.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	CONTRAINDICATION	
338	PETHIDINE	6754					REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	ANSM	414-PETHIDINE.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma.	CONTRAINDICATION	
339	PETHIDINE	6754					MAOI-B	N04BD0-001	ANSM	414-PETHIDINE.html	Symptoms of central nervous system excitability evoking a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	CONTRAINDICATION	
340			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			DOPAMINERGIC ALKALOIDS OF ERGOT OF RYE	G02CB-001	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Risk of constriction of blood vessels and/or rapid elevation of blood pressure	Not recommended	
341			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Risk of constriction of coronary blood vessels or of those of the extremities (ergotism), or of rapid elevation of blood pressure.	CONTRAINDICATION	
342			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Risk of constriction of the coronary arteries or of those of the extremities (ergotism), or of rapid elevation of blood pressure.	CONTRAINDICATION	
343			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			OMBITASVIR + PARITAPREVIR	OMPA	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Increase of the plasma concentrations of the vasoconstrictor alkaloid of ergot of rye by decrease of its hepatic metabolism by the therapy with the two medications.	CONTRAINDICATION	
344			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			ALPHA SYMPATHOMIMETICS (ORAL AND/OR NASAL)	R01AA	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Risk of constriction of blood vessels and/or of rapid elevation of blood pressure.	Not recommended	
345			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			INDIRECT SYMPATHOMIMETICS	C01CA-R01BA	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Risk of constriction of blood vessels and/or of rapid elevation of blood pressure	Not recommended	
346			VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001			TRIPTANS	N02CC-001	ANSM	20-VASOCONSTRICTOR-ALKALOIDS-OF-ERGOT-OF-RYE.html	Risk of arterial hypertension, of constriction of coronary arteries	CONTRAINDICATION	Wait 6 to 24 hours, depending on the triptan, between its dose and that of the ergot alkaloid.
347			MAOI-B	N04BD0-001	BUPROPION	42347			ANSM	280-MAOI-B.html	Risk of hypertensive crises	CONTRAINDICATION	
348			MAOI-B	N04BD0-001			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	ANSM	280-MAOI-B.html	Risk of rapid elevation of blood pressure, due to loss of selectivity on the monamine oydase, especially in case of consuming food rich in tyramine (cheese, beer,)	CONTRAINDICATION	
349			MAOI-B	N04BD0-001			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ANSM	280-MAOI-B.html	Risk of appearance of a serotonin syndrome	Take into account	
350			MAOI-B	N04BD0-001	LEVODOPA	6375			ANSM	280-MAOI-B.html	Increased risk of orthostatic hypotension	Take into account	
351			MAOI-B	N04BD0-001	PETHIDINE	6754			ANSM	280-MAOI-B.html	Symptoms of central nervous system excitability, evoking a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	CONTRAINDICATION	
352			MAOI-B	N04BD0-001	TRAMADOL	10689			ANSM	280-MAOI-B.html	Risk of appearance of a serotonin syndrome	Take into account	
353			MAOI-B	N04BD0-001			TRIPTANS METABOLIZED BY THE MAO	N02CC-002	ANSM	280-MAOI-B.html	Risk of arterial hypertension, of constriction of the coronary arteries	CONTRAINDICATION	
354			MAOI-B	N04BD0-001			TRIPTANS NOT METABOLIZED BY THE MAO	NO2CC-003	ANSM	280-MAOI-B.html	Risk of arterial hypertension, of constriction of the coronary arteries	Not recommended	
355	PIMOZIDE	8331			APREPITANT	358255			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
356	PIMOZIDE	8331			DALFOPRISTIN	229369			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Not recommended	
357	PIMOZIDE	8331			DILTIAZEM	3443			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
358	PIMOZIDE	8331			EFAVIRENZ	195085			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
359	PIMOZIDE	8331			FLUCONAZOLE	4450			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
360	PIMOZIDE	8331					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
361	PIMOZIDE	8331			JOSAMYCIN	6084			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
362	PIMOZIDE	8331			MICONAZOLE	6932			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
363	PIMOZIDE	8331					OMBITASVIR + PARITAPREVIR	OMPA	ANSM	418-PIMOZIDE.html	Increase of the plasma concentrations of the pimozide due to decrease of its hepatic metabolism by the combination ombitasvir + paritaprevir	CONTRAINDICATION	
364	PIMOZIDE	8331			PAROXETINE	32937			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
365	PIMOZIDE	8331			QUINUPRISTINE	135098			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Not recommended	
366	PIMOZIDE	8331			SERTRALINE	36437			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
367	PIMOZIDE	8331			STIRIPENTOL	37119			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
368	PIMOZIDE	8331			TRICLABENDAZOLE	38608			ANSM	418-PIMOZIDE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes (inhibition of the hepatic metabolism of the medication that tends to produce torsades de pointes).	CONTRAINDICATION	Wait 24 hours between stopping the triclabendazole and the dose of the medication that tends to produce torsades de pointes and vice versa.
369			IMMUNOSUPPRESSANTS	L04A	BOCEPREVIR	1102129			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant (especially for the ciclosporin, extremely large for the tacrolimus)	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage of the immunosuppressant during the administration of the medications together and after it is stopped.
370			IMMUNOSUPPRESSANTS	L04A	CLARITHROMYCIN	21212			ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Not recommended	If these must be administered together, strict testing of the renal function, blood concentration dosage of the immunosuppressant, and possible adjustment of the dosage.
371			IMMUNOSUPPRESSANTS	L04A			CYTOTOXICS	L01	ANSM	282-IMMUNOSUPPRESSANTS.html	Excessive immunodepression with risk of lymphoproliferative syndrome	Take into account	
372			IMMUNOSUPPRESSANTS	L04A	DALFOPRISTIN	229369			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism.	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage during the treatment with these medications together and after it is stopped.
373			IMMUNOSUPPRESSANTS	L04A	DILTIAZEM	3443			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to decrease of its metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage during the treatment with these medications together and after it is stopped.
374			IMMUNOSUPPRESSANTS	L04A	DRONEDARONE	233698			ANSM	282-IMMUNOSUPPRESSANTS.html	Large increase of the blood concentrations of the immunosuppressant due to decrease of its metabolism	Not recommended	
375			IMMUNOSUPPRESSANTS	L04A	ERYTHROMYCIN	4053			ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Not recommended	If these are administered together, strict testing of the renal function, blood concentration dosage of the immunosuppressant, and possible adjustment of the dosage.
376			IMMUNOSUPPRESSANTS	L04A	FLUCONAZOLE	4450			ANSM	282-IMMUNOSUPPRESSANTS.html	Risk of increase of the blood concentrations of the immunosuppressant due to the inhibition of its metabolism and of the creatinemia	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage during the administration of the substances together and after it is stopped.
377			IMMUNOSUPPRESSANTS	L04A			ANTI-LYMPHOCYTE GLOBULINS	L04AA0-001	ANSM	282-IMMUNOSUPPRESSANTS.html	Excessive immunodepression with risk of lymphoproliferative disorders (LPDs)	Take into account	
378			IMMUNOSUPPRESSANTS	L04A			ENZYMATIC INDUCERS	N03-J05-001	ANSM	282-IMMUNOSUPPRESSANTS.html	Decrease of the blood concentrations and of the effectiveness of the immunosuppressant, due to increase of its hepatic metabolism by the inducer	Precaution for use	Increase the dosage of the immunosuppressant according to tests of the blood concentrations. Reduce the dosage after the inducer is stopped.
379			IMMUNOSUPPRESSANTS	L04A			RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Not recommended	If these substances are administered together, strict testing of the renal function, blood concentration dosages of the immunosuppressant, and adjustment of its dosage.
380			IMMUNOSUPPRESSANTS	L04A	ITRACONAZOLE	28031			ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Not recommended	If these substances are administered together, strict testing of the renal function, blood concentration dosages of the immunosuppressant, and possible adjustment of the dosage.
381			IMMUNOSUPPRESSANTS	L04A	KETOCONAZOLE	6135			ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism.	Not recommended	If these substances are administered together, strict testing of the renal function, blood concentration dosages of the immunosuppressant, and possible adjustment of the dosage.
382			IMMUNOSUPPRESSANTS	L04A	ST JOHNS WORT	258326			ANSM	282-IMMUNOSUPPRESSANTS.html	Decrease of the blood concentrations of the immunosuppressant, due to the enzymatic inducer effect of the St Johns wort, with risk of reduction of effectiveness, even complete loss of the effect which can have possibly serious consequences (rejection of a graft).	CONTRAINDICATION	
383			IMMUNOSUPPRESSANTS	L04A	NICARDIPINE	7396			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage of the immunosuppressant during the treatment and after it is stopped.
384			IMMUNOSUPPRESSANTS	L04A	GRAPEFRUIT (JUICE AND FRUIT)				ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the bioavailability of the immunosuppressant and as a result of its undesirable effects.	Not recommended	
385			IMMUNOSUPPRESSANTS	L04A	POSACONAZOLE	282446			ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Not recommended	If these substances are administered together, strict testing of the renal function, blood concentration dosage of the immunosuppressant, and possible adjustment of the dosage.
386			IMMUNOSUPPRESSANTS	L04A	PRISTINAMYCIN	66958			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of its dosage during the administration of the medications together and after it is stopped.
387			IMMUNOSUPPRESSANTS	L04A	QUINUPRISTINE	135098			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage during the administration of the two substances together and after it is stopped.
388			IMMUNOSUPPRESSANTS	L04A	RANOLAZINE	35829			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its metabolism by the ranolazine	Precaution for use	Clinical and biological monitoring and possible adjustment of the dosage of the immunosuppressant.
389			IMMUNOSUPPRESSANTS	L04A	STIRIPENTOL	37119			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant (decrease of its hepatic metabolism)	CONTRAINDICATION	
390			IMMUNOSUPPRESSANTS	L04A	TELAPREVIR	1102261			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the plasma concentrations of the immunosuppressant due to inhibition of its hepatic metabolism by the telaprevir	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of its dosage during the administration of the substances together and after it is stopped.
391			IMMUNOSUPPRESSANTS	L04A	TELITHROMYCIN	274786			ANSM	282-IMMUNOSUPPRESSANTS.html	Very large increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism	Not recommended	If these substances are administered together, strict testing of the renal function, blood concentration dosage of the immunosuppressant, and possible adjustment of the dosage.
392			IMMUNOSUPPRESSANTS	L04A			ATTENUATED LIVE VIRUS VACCINES	J07B-001	ANSM	282-IMMUNOSUPPRESSANTS.html	Risk of general vaccinal disease, possibly fatal.	CONTRAINDICATION	And during the 3 months following the treatment.
393			IMMUNOSUPPRESSANTS	L04A	VEMURAFENIB	1147220			ANSM	282-IMMUNOSUPPRESSANTS.html	Risk of decrease of the concentrations of the immunosuppressants, with the consequence of a risk of ineffectiveness	Not recommended	
394			IMMUNOSUPPRESSANTS	L04A	VORICONAZOLE	121243			ANSM	282-IMMUNOSUPPRESSANTS.html	Increase of the blood concentrations of the immunosuppressant due to inhibition of its hepatic metabolism by the voriconazole	Not recommended	-with the everolimus, the sirolimus, and the temsirolimus
395	TELAPREVIR	1102261			AMIODARONE	703			ANSM	504-TELAPREVIR.html	Disorders of autoregulation and of cardiac conduction with risk of excessive bradycardia	CONTRAINDICATION	
396	TELAPREVIR	1102261					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	504-TELAPREVIR.html	Risk of very large decrease of the concentrations of telaprevir.	CONTRAINDICATION	
397	TELAPREVIR	1102261			ATORVASTATIN	83367			ANSM	504-TELAPREVIR.html	Increased risk of undesirable effects (concentration dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the atorvastatin)	CONTRAINDICATION	
398	TELAPREVIR	1102261			COLCHICINE	2683			ANSM	504-TELAPREVIR.html	Risk of increase of the undesirable effects of the colchicine, due to decrease of its metabolism	Not recommended	In particular with patients having renal and hepatic insufficiency.
399	TELAPREVIR	1102261			DIGOXIN	3407			ANSM	504-TELAPREVIR.html	Increase of the digoxinemia	Precaution for use	Clinical and biological monitoring, and adjustment, if needed, of the dosage of the digoxin during the treatment with the telaprevir and after it is stopped.
400	TELAPREVIR	1102261					NON-CONTRACEPTIVE ESTROGENS	G03C-001	ANSM	504-TELAPREVIR.html	Decrease of the effectiveness of the estrogen	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the hormonal treatment during the administration of the telaprevir and after it is stopped.
401	TELAPREVIR	1102261					COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ANSM	504-TELAPREVIR.html	Risk of decrease of the contraceptive effectiveness due to increase of the hepatic metabolism of the hormonal contraceptive by the telaprevir	Precaution for use	Use an additional or alternative, reliable contraceptive method during the administration of the substances together and two cycles after.
402	TELAPREVIR	1102261					IMMUNOSUPPRESSANTS	L04A	ANSM	504-TELAPREVIR.html	Increase of the plasma concentrations of the immunosuppressant due to inhibition of its hepatic metabolism by the telaprevir	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of its dosage during the administration of the substances together and after it is stopped.
403	TELAPREVIR	1102261					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	504-TELAPREVIR.html	Decrease of the concentrations of the telaprevir and of the darunavir or of the fosamprenavir, with risk of therapeutic failure	Not recommended	
404	TELAPREVIR	1102261			ITRACONAZOLE	28031			ANSM	504-TELAPREVIR.html	Risk of increase of the plasma concentrations of telaprevir and of the itraconazole	Precaution for use	Clinical monitoring. Avoid large doses of itraconaole (>200 mg per day).
405	TELAPREVIR	1102261			MIDAZOLAM	6960			ANSM	504-TELAPREVIR.html	Increase of the plasma concentrations of medazolam due to decrease of its hepatic metabolism, with increase of sedation	Contraindication	-with the midazolam by mouth
406	TELAPREVIR	1102261			ST JOHNS WORT	258326			ANSM	504-TELAPREVIR.html	Risk of very large decrease of the concentrations of telaprevir	CONTRAINDICATION	
407	TELAPREVIR	1102261			RIFAMPICIN	9384			ANSM	504-TELAPREVIR.html	Very large decrease of the concentrations of telaprevir	CONTRAINDICATION	
408	TELAPREVIR	1102261			SIMVASTATIN	36567			ANSM	504-TELAPREVIR.html	Increased risk of undesirable effects (concentration dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the simvastatin)	CONTRAINDICATION	
409	TELAPREVIR	1102261			TENOFOVIR ALAFENAMIDE	1721603			ANSM	504-TELAPREVIR.html	Risk of decrease of the effectiveness of the tenofovir alafenamide due to decrease of its intracellular activity by the telaprevir	Not recommended	
410	TIBOLONE	38260					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	519-TIBOLONE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the tibolone and after it is stopped.
411			FLUOROQUINOLONES	J01MA-001			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	235-FLUOROQUINOLONES.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the fluoroquinolone and after it is stopped.
412			FLUOROQUINOLONES	J01MA-001	IRON	1431589			ANSM	235-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	Take the iron salts at a different time from the fluoroquinolones (more that 2 hours apart if possible).
413			FLUOROQUINOLONES	J01MA-001			GLUCOCORTICOIDS (EXCEPT HYDROCORTISONE)	A0-H0-001	ANSM	235-FLUOROQUINOLONES.html	Possible increase of the risk of tendinitis, even of rupture of the tendon (exceptional), particularly in patients receiving prolonged corticotherapy	Take into account	
414			FLUOROQUINOLONES	J01MA-001	MYCOPHENOLATE MOFETIL				ANSM	235-FLUOROQUINOLONES.html	Decrease of the concentrations of the mycophenolic acid by about a third, with potential risk of reduction of effectiveness.	Take into account	
415			FLUOROQUINOLONES	J01MA-001	STRONTIUM	81638			ANSM	235-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the strontium	Precaution for use	Take the strontium at a different time from the fluoroquinolones (more than two hours apart if possible).
416			FLUOROQUINOLONES	J01MA-001	SUCRALFATE	10156			ANSM	235-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	Take the sucralfate at a different time from the fluoroquinolone (more than 2 hours apart if possible).
417			FLUOROQUINOLONES	J01MA-001	ZINC	1431163			ANSM	235-FLUOROQUINOLONES.html	Decrease of the digestive absorption of the fluoroquinolones	Precaution for use	Take the zinc salts at a different time from the fluoroquinlones (more than 2 hours apart if possible).
418	ZINC	1431163			CALCIUM	1428011			ANSM	552-ZINC.html	Decrease of the digestive absorption of the zinc by the calcium	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart if possible).
419	ZINC	1431163					TETRACYCLINE ANTIBIOTICS	J01AA	ANSM	552-ZINC.html	Decrease of the digestive absorption of the tetracycline antibiotics	Precaution for use	Take the zinc salts at a different time from the tetracycline antibiotics (more than two hours apart if possible).
420	ZINC	1431163			IRON	1431589			ANSM	552-ZINC.html	Decrease of the digestive absorption of the zinc by the iron	Precaution for use	Take the iron salts at a different time from the zinc (more than 2 hours apart if possible).
