Drug Name	RxNorm	Source File	Clinical Source	Class Name	Class Code
IBANDRONIC ACID	115265	37	ANSM	BISPHOSPHONATES	M05B-001
OXIDRONIC ACID	1546448	37	ANSM	BISPHOSPHONATES	M05B-001
PAMIDRONIC ACID	11473	37	ANSM	BISPHOSPHONATES	M05B-001
RISEDRONIC ACID	55685	37	ANSM	BISPHOSPHONATES	M05B-001
TILUDRONIC ACID	11476	37	ANSM	BISPHOSPHONATES	M05B-001
ZOLEDRONIC ACID	77655	37	ANSM	BISPHOSPHONATES	M05B-001
ACEBUTOLOL 	149	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ALISKIREN	325646	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ALTIZIDE	17599	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
AMILORIDE	644	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
AMLODIPINE	17767	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ATENOLOL	1202	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
AZILSARTAN	1091643	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BENAZEPRIL	18867	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BENDROFLUMETHIAZIDE	1369	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BETAXOLOL	1520	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BISOPROLOL	19484	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BUMETANIDE	1808	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CANDESARTAN CILEXETIL	214354	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
POTASSIUM CANRENOATE	618970	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CAPTOPRIL	1998	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CARTEOLOL	2116	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CELIPROLOL	20498	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CHLORTALIDONE 		19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CICLETANINE	21914	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CILAZAPRIL	21102	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CLEVIDIPINE	233603	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CLONIDINE	2599	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CLOPAMIDE	2603	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
DIHYDRALAZINE	3409	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
DILTIAZEM 	3443	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ENALAPRIL	3827	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
EPLERENONE	298869	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
EPROSARTAN	83515	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
FELODIPINE 	4316	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
FOSINOPRIL	50166	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
FUROSEMIDE	460	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
HYDROCHLOROTHIAZIDE	5487	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
INDAPAMIDE	5764	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
IRBESARTAN	83818	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ISRADIPINE 	33910	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LABETALOL	6185	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LACIDIPINE 	28382	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LERCANIDIPINE	135056	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LEVOBUNOLOL	1813	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LISINOPRIL	29046	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LOSARTAN	52175	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
MANIDIPINE 	29275	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
METHYCLOTHIAZIDE	6860	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
METHYLDOPA	6876	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
METOPROLOL	6918	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
MOEXIPRIL	30131	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
MOXONIDIN	30257	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
NADOLOL	7226	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
NEBIVOLOL	31555	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
NICARDIPINE	7396	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
NIFEDIPINE	7417	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
NIMODIPINE	7426	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
NITRENDIPINE 	7441	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
OLMESARTAN	321064	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
PERINDOPRIL TERT-BUTYLAMINE		19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
PINDOLOL	8332	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
PIRETANIDE	33770	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
PROPRANOLOL	8787	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
QUINAPRIL	35208	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
RAMIPRIL	35296	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
RILMENIDINE	55679	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
SOTALOL	9947	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
SPIRONOLACTONE	9997	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
TELMISARTAN	73494	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
TERTATOLOL	37840	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
TIMOLOL	10600	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
TRANDOLAPRIL	38454	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
TRIAMTERENE	10763	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
VALSARTAN	69749	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
VERAPAMIL	11170	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ZOFENOPRIL	39990	19	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ALFACALCIDOL	12062	43	ANSM	VITAMIN D	A11CC
CALCITRIOL 	1894	43	ANSM	VITAMIN D	A11CC
CHOLECALCIFEROL  	2418	43	ANSM	VITAMIN D	A11CC
ERGOCALCIFEROL	4018	43	ANSM	VITAMIN D	A11CC
BENAZEPRIL	18867	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
CAPTOPRIL	1998	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
CILAZAPRIL	21102	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
ENALAPRIL	3827	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
FOSINOPRIL	50166	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
LISINOPRIL	29046	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
MOEXIPRIL	30131	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
PERINDOPRIL TERT-BUTYLAMINE	54552	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
QUINAPRIL	35208	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
RAMIPRIL	35296	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
TRANDOLAPRIL	38454	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
ZOFENOPRIL	39990	11	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
FLUCONAZOLE	4450	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
ITRACONAZOLE	28031	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
KETOCONAZOLE 	6135	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
POSACONAZOLE 	282446	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
VORICONAZOLE 	121243	29	ANSM	AZOLE ANTIFUNGALS	J02AC-001
ACEBUTOLOL 	149	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
ATENOLOL	1202	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
BETAXOLOL	1520	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
BISOPROLOL	19484	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
CARTEOLOL	2116	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
CELIPROLOL	20498	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
LABETALOL	6185	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
LEVOBUNOLOL	1813	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
METOPROLOL	6918	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
NADOLOL	7226	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
NEBIVOLOL	31555	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
PINDOLOL	8332	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
PROPRANOLOL	8787	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
SOTALOL	9947	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
TERTATOLOL	37840	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
TIMOLOL	10600	34	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002
ADRENALINE 	3992	1	ANSM	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)	A01AD
ALFENTANIL	480	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
CODEINE 	2670	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
DIHYDROCODEINE	23088	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
FENTANYL	4337	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
HYDROMORPHONE 	3423	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
MORPHINE	7052	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
OXYCODONE	7804	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
PETHIDINE	6754	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
REMIFENTANIL	73032	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
SUFENTANIL	56795	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
TAPENTADOL 	787390	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
TRAMADOL	10689	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
BISOPROLOL	19484	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
CARVEDILOL	20352	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
METOPROLOL	6918	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
NEBIVOLOL	31555	35	ANSM	BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003
EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE. 	3992	4	ANSM	ALPHA AND BETA SYMPATHOMIMETICS (IM AND IV ROUTES)	C01CA
DOPAMINE	3628	4	ANSM	ALPHA AND BETA SYMPATHOMIMETICS (IM AND IV ROUTES)	C01CA
NOREPINEPHRINE IS THE SEARCHABLE NAME FOR NORADRENALINE	7512	4	ANSM	ALPHA AND BETA SYMPATHOMIMETICS (IM AND IV ROUTES)	C01CA
GLIBENCLAMIDE	4815	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
GLICLAZIDE	4816	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
GLIMEPIRIDE	25789	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
GLIPIZIDE	4821	38	ANSM	BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB
AMISULPRIDE	46303	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
ARIPIPRAZOLE	89013	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
ASENAPINE	784649	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
CHLORPROMAZINE 	2403	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
CYAMEMAZINE	21877	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
DROPERIDOL	3648	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
FLUPENTIXOL	4495	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
FLUPHENAZINE	4496	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
HALOPERIDOL	5093	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
LEVOMEPROMAZINE	6852	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
LOXAPINE	6475	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
OLANZAPINE 	61381	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
PALIPERIDONE	679314	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
PENFLURIDOL	7974	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
PIMOZIDE	8331	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
PIPAMPERONE	33739	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
PIPOTIAZINE	8348	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
PROPERICIAZINE 		24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
QUETIAPINE 	51272	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
RISPERIDONE 	35636	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
SULPIRIDE	10239	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
TIAPRIDE	10588	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
ZUCLOPENTHIXOL	114176	24	ANSM	ANTIPSYCHOTIC NEUROLEPTICS (EXCEPT CLOZAPINE)	N05A-001
AZILSARTAN	1091643	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
CANDESARTAN CILEXETIL	214354	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
EPROSARTAN	83515	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
IRBESARTAN	83818	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
LOSARTAN	52175	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
OLMESARTAN	321064	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
TELMISARTAN	73494	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
VALSARTAN	69749	12	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
AZATHIOPRINE 	1256	25	ANSM	ANTIPURINES	ANTIPUR
MERCAPTOPURINE 	103	25	ANSM	ANTIPURINES	ANTIPUR
ANDROSTANOLONE	10031	10	ANSM	ANDROGENS	A14AA0
NORETHANDROLONE	7513	10	ANSM	ANDROGENS	A14AA0
TESTOSTERONE	10379	10	ANSM	ANDROGENS	A14AA0
