Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
697			HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA			FIBRATES	C01AB-001	ANSM	284-HMG--COA-REDUCTASE-INHIBITORS-(STATINS).html	Risk of addition of undesirable effects (dose-dependent) of the rhabdomyolosis type. Furthermore, with the gemfibrozil, decrease of the metabolism of the simvastatin and of the rosuvastatin, which increases the muscular risk, as well as the nephrotoxicity of the rosuvastatin	Contraindication	--for doses of 40mg of rosuvastatin
698			HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	LEDIPASVIR	1591922			ANSM	284-HMG--COA-REDUCTASE-INHIBITORS-(STATINS).html	Risk of increase of the plasma concentrations of the statin and of its undesirable effects of the rhabdomyolosis type.	Contraindication	--with the rosuvastatin.
699			HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	LENALIDOMIDE	342369			ANSM	284-HMG--COA-REDUCTASE-INHIBITORS-(STATINS).html	Increased risk of the appearance of rhabdomyolysis	Precaution for use	Reinforce clinical monitoring and laboratory tests, especially during the first weeks of treatment.
700			UNFRACTIONATED HEPARIN (CURATIVE DOSES AND/OR OLDER PATIENTS)	B01AB-003	ACETYLSALICYLIC ACID	1191			ANSM	259-UNFRACTIONATED-HEPARIN-(CURATIVE-DOSES-AND-OR-OLDER-PATIENTS).html	Increase of the risk of hemorrhage (inhibition of the platelet function and irritation of the gastroduodenal mucosa by the acetylsalicylic acid)	Not recommended with	-anti-inflammatory doses of acetylsalicylic acid (>=1gr per dose and/or >=3 gr per day)
701			UNFRACTIONATED HEPARIN (CURATIVE DOSES AND/OR OLDER PATIENTS)	B01AB-003			NON STEROIDAL ANTI-INFLAMMATORY DRUGS	M01A-002	ANSM	259-UNFRACTIONATED-HEPARIN-(CURATIVE-DOSES-AND-OR-OLDER-PATIENTS).html	Increase of the risk of hemorrhage (irritation of the gastroduodenal mucosa by the NSAIs)	Not recommended	If administering the substances together cannot be avoided, strict clinical monitoring.
702			UNFRACTIONATED HEPARIN (CURATIVE DOSES AND/OR OLDER PATIENTS)	B01AB-003			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	259-UNFRACTIONATED-HEPARIN-(CURATIVE-DOSES-AND-OR-OLDER-PATIENTS).html	Increase of the risk of hemorrhage	Precaution for use	When the heparin alternates with the vitamin K antagonist, strengthen clinical monitoring.
703			UNFRACTIONATED HEPARIN (CURATIVE DOSES AND/OR OLDER PATIENTS)	B01AB-003	DEXTRAN 40	42635			ANSM	259-UNFRACTIONATED-HEPARIN-(CURATIVE-DOSES-AND-OR-OLDER-PATIENTS).html	Increase of the risk of hemorrhage (inhibition of the platelet function by the dextran 40)	Not recommended	
704			UNFRACTIONATED HEPARIN (CURATIVE DOSES AND/OR OLDER PATIENTS)	B01AB-003			THROMBOLYTICS	B01AD	ANSM	259-UNFRACTIONATED-HEPARIN-(CURATIVE-DOSES-AND-OR-OLDER-PATIENTS).html	Increase of the risk of hemorrhage	Take into account	
705	APREPITANT	358255					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	74-APREPITANT.html	Risk of very large decrease of the concentrations of aprepitant	Not recommended	
706	APREPITANT	358255					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	74-APREPITANT.html	Risk of decrease of the effect of the vitamin K antagonist due to increase of its hepatic metabolism by the aprepitant	Precaution for use	More frequent testing of the INR. Adjustment of the dosage of the vitamin K antagonist during and after the administration of the medications together.
707	APREPITANT	358255					COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ANSM	74-APREPITANT.html	Decrease of the concentrations of the estrogen-progestin contraceptive, with risk of lower contraceptive effectiveness.	Precaution for use	Chose another contraceptive method, in particular a barrier method or IUD, during the time these medications are taken together and a cycle following.
708	APREPITANT	358255			IFOSFAMIDE	5657			ANSM	74-APREPITANT.html	Risk of increase of the neurotoxicity of the ifosfamide	Take into account	
709	APREPITANT	358255			ITRACONAZOLE	28031			ANSM	74-APREPITANT.html	Increase of the concentrations of aprepitant due to decrease of its hepatic metabolism by the itraconazole.	Take into account	
710	APREPITANT	358255			PIMOZIDE	8331			ANSM	74-APREPITANT.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	
711	APREPITANT	358255					PROGESTIN CONTRACEPTIVES	G03-001	ANSM	74-APREPITANT.html	(Except for IUD), decrease of the concentrations of progestin, with risk of lower contraceptive effectiveness.	Precaution for use	Choose another method of contraception, in particular a barrier method or IUD during the administration of these medications together and a cycle after.
712	APREPITANT	358255			RIFAMPICIN	9384			ANSM	74-APREPITANT.html	Very large decrease of the concentrations of aprepitant	Not recommended	
713	TIAGABINE	31914					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	506-TIAGABINE.html	Decrease of the plasma concentrations of the tiagabine due to increase of its hepatic metabolism by the inducer	Precaution for use	An increase of the dosage of the tiagabine can prove necessary in cases when it is administered with an anticonvulsant enzymatic inducer.
714	TIAGABINE	31914			RIFAMPICIN	9384			ANSM	506-TIAGABINE.html	Decrease of the plasma concentrations of the tiagabine due to increase of its hepatic metabolism	Precaution for use	An increase of the dosage of the tiagabine can prove necessary in cases when it is administered with the rifampicin.
715	DISULFIRAM	3554					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	180-DISULFIRAM.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Adjustment of the dosage of the vitamin K antagonist during the treatment with the disulfiram and a week after it is stopped
716	DISULFIRAM	3554			ISONIAZID	6038			ANSM	180-DISULFIRAM.html	Disorders of behavior and of coordination	Not recommended	
717	DISULFIRAM	3554			METRONIDAZOLE	6922			ANSM	180-DISULFIRAM.html	Risk of episodes of acute psychosis or confused state, reversible upon stopping the administration of the two substances together	Not recommended	
718	DISULFIRAM	3554					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	180-DISULFIRAM.html	Large and rapid increase of the plasma concentrations of phenytoin with signs of toxicity (inhibition of its metabolism)	Not recommended	If the administration of these substances together cannot be avoided, clinical monitoring and monitoring of the plasma concentrations of phenytoin during the treatment with the disulfiram and after it is stopped.
719			POTASSIUM LOWERING AGENTS	C03-001			POTASSIUM LOWERING AGENTS	C03-001	ANSM	268-POTASSIUM-LOWERING-MEDICATIONS.html	Increased risk of hypokalemia	Precaution for use	Monitoring of kalemia with correction if needed.
720			POTASSIUM LOWERING AGENTS	C03-001			DIGITALIS GLYCOSIDES	C01AA0	ANSM	268-POTASSIUM-LOWERING-MEDICATIONS.html	Hypokalemia promoting the toxic effects of the digitalis glycosides	Precaution for use	Correct any pre-existing hypokalemia and maintain clinical monitoring, monitoring of electrolyte balance, and electrocardographic monitoring.
721			POTASSIUM LOWERING AGENTS	C03-001			MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	268-POTASSIUM-LOWERING-MEDICATIONS.html	Increased risk of ventricular arrhythmias, especially torsades de pointes	Precaution for use	Correct any hypokalemia before administering the product and maintain clinical monitoring, electrolyte monitoring and electrocardiographic monitoring.
722			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ACETYLSALICYLIC ACID	1191			ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Increase of the risk of hemorrhage	Take into account	
723			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			ORAL ANTICOAGULANTS	B01A-001	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
724			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			TRICYCLIC ANTIDEPRESSANTS	N06AA-001	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
725			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			NON STEROIDAL ANTI-INFLAMMATORY DRUGS	M01A-002	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Increase of the risk of hemorrhage	Take into account	
726			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	CYPROHEPTADINE	3013			ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of decrease of the effectiveness of the antidepressant	Take into account	
727			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Contraindication	Wait at least two weeks between the discontinuation of the irreversible MAOI and the start of treatment with the SSRI, and at least a week between the end of treatment with the SSRI (except fluoxetine: five weeks) and the beginning [sic].
728			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Not recommended	If administering these substances together cannot be avoided, very strict clinical monitoring. Begin the administration with minimum recommended dosages.
729			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			MAOI-B	N04BD0-001	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of a serotonin syndrome	Take into account	
730			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	LITHIUM	6448			ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the substances together.
731			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ST JOHNS WORT	258326			ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the substances together.
732			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ORLISTAT	37925			ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
733			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	TRAMADOL	10689			ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of convulsions and/or a serotonin syndrome	Take into account	
734			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB			TRIPTANS	N02CC-001	ANSM	288-SELECTIVE-SEROTONIN-REUPTAKE-INHIBITORS-(SSRIs).html	Risk of appearance of serotonin syndrome	Take into account	
735			PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA			AMINOGLYCOSIDES	J01GB-001	ANSM	384-PLATINUM-BASED-ANTINEOPLASTIC-CANCER-DRUGS.html	Addition of the nephrotoxic and/or ototoxic effects, especially in the case of pre-existing renal insufficiency	Take into account	
736			PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA			LOOP DIURETICS	C03CA-001	ANSM	384-PLATINUM-BASED-ANTINEOPLASTIC-CANCER-DRUGS.html	Risk of addition of the ototoxic and/or nephrotoxic effects	Take into account	
737	ELVITEGRAVIR	1306286					COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ANSM	200-ELVITEGRAVIR.html	Decrease of the concentrations of ethinylestradiol, with risk of lower contraceptive effectiveness. Furthermore, increase of the concentrations of the progestin	Precaution for use	Use an estroprogestin contraceptive with at leaset 30ug of ethinylestradiol.
738	ELVITEGRAVIR	1306286			RIFABUTIN	55672			ANSM	200-ELVITEGRAVIR.html	Decrease of the minimal concentrations of elvitegravir	Take into account	
739	ISONIAZID	6038					HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001	ANSM	292-ISONIAZID.html	Increase of the hepatotoxic effect of the isoniazid, with increased formation of its toxic metabolites..	Precaution for use	In case of a scheduled intervention, it is prudent to stop the treatment with the isoniazid a week before the surgery and only restart it two weeks after.
740	ISONIAZID	6038			CARBAMAZEPINE	2002			ANSM	292-ISONIAZID.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
741	ISONIAZID	6038			DISULFIRAM	3554			ANSM	292-ISONIAZID.html	Disorders of behavior and of coordination	Not recommended	
742	ISONIAZID	6038					GLUCOCORTICOIDS (EXCEPT HYDROCORTISONE)	A0-H0-001	ANSM	292-ISONIAZID.html	Described for the prednisolone. Decrease of the plasma concentrations of the isoniazide. Mechanism proposed: increase of the hepatic metabolism of the isoniazide and decrease of that of the glucocorticoides	Precaution for use	Clinical monitoring and laboratory tests.
743	ISONIAZID	6038			KETOCONAZOLE	6135			ANSM	292-ISONIAZID.html	Decrease of the plasma concentrations of ketoconazole	Precaution for use	Space the doses of the two anti-infectives at lease 12 hours apart. Monitor the plasma concentrations of the ketoconazole and possibly adjust its dosage.
744	ISONIAZID	6038					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	292-ISONIAZID.html	Overdose of phenytoin (decrease of its metabolism)	Precaution for use	Strict clinical monitoring, plasma concentration dosage of phenytoin and possible adjustment of its dosage during the treatment with the isoniazid and after it is stopped.
745	ISONIAZID	6038			PYRAZINAMIDE	8987			ANSM	292-ISONIAZID.html	Addition of the hepatotoxic effects.	Precaution for use	Clinical monitoring and laboratory tests.
746	ISONIAZID	6038			RIFAMPICIN	9384			ANSM	292-ISONIAZID.html	Increase of the hepatoxicity of the isoniazid (increase of the formation of toxic metabolites of the isoniazid)	Precaution for use	Clinical monitoring and laboratory tests of this classic combination. In case of hepatitis, stop the isoniazid.
747	ISONIAZID	6038			STAVUDINE	59763			ANSM	292-ISONIAZID.html	Increased risk of onset of peripheral neuropathy due to addition of undesirable effects.	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the substances together.
748	PARACETAMOL	161					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	390-PARACETAMOL.html	Risk of increase of the effect of the vitamin K antagonist and of the risk of hemorrhage when taking paracetamol in maximal doses (4g/day) for at least 4 days	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the paracetamol and after it is stopped.
749	CYCLOPHOSPHAMIDE	3002			PENTOSTATIN	8011			ANSM	143-CYCLOPHOSPHAMIDE.html	Increase of the risk of pulmonary toxicity which could be fatal	Not recommended	
750	ONDANSETRON	26225			APOMORPHINE	1043			ANSM	381-ONDANSETRON.html	Severe hypotension and loss of consciousness have been reported when ondansetron is administered with apomorphine	Contraindication	
751	ONDANSETRON	26225			TRAMADOL	10689			ANSM	381-ONDANSETRON.html	Decrease of the intensity and of the duration of the analgesic effect of the tramadol and risk of decrease of the antiemetic effect of the ondansetron	Take into account	
752	PAROXETINE	32937			ATOMOXETINE	38400			ANSM	391-PAROXETINE.html	Risk of increase of the undesirable effects of the atomoxetine due to substantial decrease of its hepatic metabolism	Not recommended	If it is not possible to avoid administering the two medications together, clinical monitoring and adjustment of the dosage of the atomoxetine during the treatment with the inhibitor and after it is stopped
753	PAROXETINE	32937			CARBAMAZEPINE	2002			ANSM	391-PAROXETINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	Clinical monitoring, testing of the plasma concentrations of carbamazepine, and possible reduction of the dosage of the carbamazepine during the treatment with the serotoninergic antidepressant and after it is stopped.
754	PAROXETINE	32937			MEQUITAZINE	29528			ANSM	391-PAROXETINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
755	PAROXETINE	32937			METOPROLOL	6918			ANSM	391-PAROXETINE.html	Risk of increase of the undesirable effects of the metoprolol, with notably excessive bradycardia, due to inhibition of its metaboilsm by the paroxetine	Contraindication:	-with the metoprolol used for heart failure
756	PAROXETINE	32937			NEBIVOLOL	31555			ANSM	391-PAROXETINE.html	Risk of increase of the undesirable effects of the nebivolol, with notably excessive bradycardia, due to inhibition of its metabolism by the antidepressant	Precaution for use	Increased clinical monitoring; if needed adjustment of the dosage of the nebivolol during the length of the treatment with the antidepressant and after it is stopped.
757	PAROXETINE	32937			PIMOZIDE	8331			ANSM	391-PAROXETINE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	
758	PAROXETINE	32937			RISPERIDONE	35636			ANSM	391-PAROXETINE.html	Increase of the active fraction of the risperidone due to decrease of its hepatic metabolism by the paroxetine, with risk of increase of the undesirable effects.	Precaution for use	Clinical monitoring and, if needed, adjustment of the dosage of the risperidone.
759	PAROXETINE	32937			TAMOXIFEN	10324			ANSM	391-PAROXETINE.html	Reduction of the effectiveness of the tamoxifen, due to inhibition of the formation of its active metabolite by the paroxetine	Not recommended	
760			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA			VITAMIN K ANTAGONISTS	B01AA-001	ANSM	142-TETRACYCLINE ANTIBIOTICS.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the tetracycline antibiotic and after it is stopped.
761			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA	CALCIUM	1428011			ANSM	142-TETRACYCLINE ANTIBIOTICS.html	Decrease of the digestive absorption of the tetracycline antibiotics	Precaution for use	Take the calcium salts at a different time from the tetracycline antibiotic (more than two hours apart, if possible).
762			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA	IRON	1431589			ANSM	142-TETRACYCLINE ANTIBIOTICS.html	With the tetracycline antibiotics administered by oral route: decrease of the digestive absorption of the tetracycline antibiotics (formation of complexes)	Precaution for use	Take the iron salts at a different time from the tetracycline antibiotics (more than 2 hours apart, if possible).
763			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA			RETINOIDS	D05-D10	ANSM	142-TETRACYCLINE ANTIBIOTICS.html	Risk of intracranial hypertension	Contraindication	
764			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA	STRONTIUM	81638			ANSM	142-TETRACYCLINE ANTIBIOTICS.html	Decrease of the digestive absorption of the strontium	Precaution for use	Take the strontium at a different time from the tetracycline antibiotics (more than two hours apart, if possible).
765			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA	VITAMIN A	11246			ANSM	142-TETRACYCLINE ANTIBIOTICS.html	In case of intake of 10,000 IU/day and more: risk of intracranial hypertension	Contraindication	
766			TETRACYCLINE ANTIBIOTICS	D06AA-J01AA	ZINC	1431163			ANSM	142-TETRACYCLINE ANTIBIOTICS.html	Decrease of the digestive absorption of the tetracycline antibiotics	Precaution for use	Take the zinc salts at a different time from the tetracycline antibiotics (more than two hours apart if possible).
767	SPIRONOLACTONE	9997					ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	470-SPIRONOLACTONE.html	With the spironolactone in dosages from 12.5 to 50 mg per day, and with low doses of the ACE inhibitor.In the treatment of class III or IV heart failure (NYHA) with an ejection fraction <35% and previous treatment with an ACE inhibitor + a loop diuretic: risk of hyperkalemia, potentially lethal, in case of failure to follow the prescribed doses for this combination of medications.	Precaution for use	Verify the absence of pre-existing hyperkalemia and renal insufficiency. Strict laboratory testing of the kalemia and of the creatinemia (1 time per week during the first month, then one time per month thereafter).
768	SPIRONOLACTONE	9997			MITOTANE	7004			ANSM	470-SPIRONOLACTONE.html	Risk of blocking of the action of the mitotane by the spironolactone	Contraindication	
769	SULFINPYRAZONE	10205			CICLOSPORIN	3008			ANSM	483-SULFINPYRAZONE.html	Decrease of the blood concentrations of ciclosporin due to increase of its metabolism by the sulfinpyrazone	Precaution for use	Testing of blood concentrations of ciclosporin and possible adjustment of its dosage during the treatment with sulfinpyrazone and after it is stopped.
770	NICARDIPINE	7396					IMMUNOSUPPRESSANTS	L04A	ANSM	372-NICARDIPINE.html	Increase of the blood concentrations of the immunosuppressant, due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage of the immunosuppressant during the treatment with nicardipine and after it is stopped.
771	CLOMIPRAMINE	2597			BUPROPION	42347			ANSM	130-CLOMIPRAMINE.html	Risk of increase of the undesirable effects of the clomipramine due to decrease of its hepatic metabolism by the bupropion	Precaution for use	Clinical monitoring. If needed, adjustment of the dosage of the clomipramine during the treatment with the bupropion.
772			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ALCOHOL (DRINK OR INGREDIENT)				ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Increase of the hypertensive and/or hyperthermic effects of the tyramine present in certain alcoholic drinks (chianti, certain beers, etc.)	Not recommended	Avoid taking alcoholic beverages and medications containing alcohol.
773			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)	A01AD	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Serious ventricular arrhythmias due to increased cardiac sensitization.	Precaution for use	Limit the amount, for example: less than 0.1 mg of adrenaline in 10 minutes or 0.3 mg in an hour for an adult.
774			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	BUPROPION	42347			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of hypertensive crises. From the fact of the length of action of the MAOI, this interaction is still theoretically possible two weeks after it is stopped	Contraindication	
775			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	DEXTROMETHORPHAN	3289			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Contraindication	
776			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	GUANETHIDINE	5036			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	With the guanethidine used by IV route: risk of unforeseeable vascular reactions, especially hypotension	Contraindication	Interrupt the treatment with the MAOI two weeks before the treatment with guanethidine.
777			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			CATECHOL-O-METHYLTRANSFERASE INHIBITORS (COMT)	COMT	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Increase of the pharmacological effects, and especially increase in blood pressure and contraction of the blood vessels, of the catecholamines due to the combined inhibition of their metabolism	Contraindication	
778			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Contraindication	Wait two weeks between the discontinuation of the MAOI andthe start of the treatment with the SSRI, and at least a week between the end of treatment with the SSRI (except fluoxetine: five weeks) and the start.
779			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	LEVODOPA	6375			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	[no text in document]	[no text in document]	
780			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma.	Contraindication	Wait two weeks between stopping the MAOI and the start of the other treatment, and at least a week between the end of the other treatment and the start of the MAOI.
781			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	MIDODRINE	6963			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Hypertensive crises (inhibition of the metabolism of the pressor amines). Because of the length of action of the MAOI, this interaction is still possible two weeks after the MAOI is stopped.	Contraindication	
782			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ST JOHNS WORT	258326			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the substances together.
783			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	PETHIDINE	6754			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma	Contraindication	
784			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	RESERPINE	9260			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Psychomotor agitation, convulsions, hypertension	Contraindication	
785			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			ALPHA SYMPATHOMIMETICS (ORAL AND/OR NASAL)	R01AA	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Hypertensive crises (inhibition of the metabolism of the pressor amines). Because of the length of action of the MAOI, this interaction is still possible two weeks after the MAOI is stopped	Not recommended	
786			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			ALPHA AND BETA SYMPATHOMIMETICS (IM AND IV ROUTES)	C01CA	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Increase of the pressor action of the sympathomimetic, most often moderate.	Precaution for use	Only use under strict medical monitoring.
787			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0			INDIRECT SYMPATHOMIMETICS	C01CA-R01BA	ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Paroxysmal hypertension, hyperthermia that can be fatal. Because of the length of action of the MAOI, this interaction is still possible two weeks after the MAOI has been stopped	Contraindication	
788			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	TETRABENAZINE	10390			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of hypertensive crises. Because of the duration of the action of the MAOI, this interaction is still theoretically possible two weeks after it is stopped	Contraindication	
789			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	TIANEPTINE	38252			ANSM	273-IRREVERSIBLE-MONOAMINE-OXIDASE-INHIBITORS-(MAOI).html	Risk of drop in blood pressure, paroxysmal hypertension, hyperthermia, convulsions, death	Not recommended	
