Drug Name	RxNorm	Source File	Clinical Source	Class Name	Class Code
ENOXAPARIN	67108	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
EPLERENONE 	298869	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
EPROSARTAN	83515	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
ETODOLAC	24605	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
ETORICOXIB 	307296	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
FENOPROFEN	4331	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
FLURBIPROFEN	4502	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
FONDAPARINUX	321208	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
FOSINOPRIL	50166	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
HEPARIN	5224	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
IBUPROFEN	5640	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
IMIDAPRIL	60245	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
INDOMETACIN	5781	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
IRBESARTAN	83818	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
KETOPROFEN	6142	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
LISINOPRIL	29046	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
LOSARTAN	52175	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
MELOXICAM	41493	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
MOEXIPRIL	30131	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
MORNIFLUMATE	30225	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
NABUMETONE	31448	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
NADROPARIN	67031	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
NAPROXEN	7258	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
NIMESULIDE	53694	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
OLMESARTAN	321064	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
PARECOXIB	279950	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
PERINDOPRIL TERT-BUTYLAMINE		74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
PHENYLBUTAZONE	8160	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
PIROXICAM	8356	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
PIROXICAM-BETADEX		74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
POTASSIUM 	8588	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
QUINAPRIL	35208	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
RAMIPRIL	35296	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
REVIPARIN	75960	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
ROFECOXIB	232158	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
SPIRAPRIL	36908	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
SPIRONOLACTONE	9997	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
SULINDAC	10237	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TACROLIMUS	42316	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TELMISARTAN	73494	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TENOXICAM	37790	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TINZAPARIN	69646	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TRANDOLAPRIL	38454	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TRIAMTERENE	10763	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TRIMETHOPRIM 	10829	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
VALDECOXIB	278567	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
VALSARTAN	69749	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
ZOFENOPRIL	39990	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DESOXYCORTONE	3256	99	ANSM	MINERALOCORTICOIDS	H02AA0
FLUDROCORTISONE	4452	99	ANSM	MINERALOCORTICOIDS	H02AA0
CODEINE 	2670	138	ANSM	STEP II OPIOID ANALGESICS	N02A-003
DIHYDROCODEINE	23088	138	ANSM	STEP II OPIOID ANALGESICS	N02A-003
TRAMADOL	10689	138	ANSM	STEP II OPIOID ANALGESICS	N02A-003
RASAGILINE	134748	87	ANSM	MAOI-B	N04BD0-001
SELEGILINE	9639	87	ANSM	MAOI-B	N04BD0-001
VALPROIC ACID	11118	158	ANSM	VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0
VALPROMIDE	23420	158	ANSM	VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0
BIPERIDEN	1589	23	ANSM	ANTIPARKINSONIAN ANTICHOLINERGICS	N04AA-001
TRIHEXYPHENIDYL	10811	23	ANSM	ANTIPARKINSONIAN ANTICHOLINERGICS	N04AA-001
TROPATEPINE	38876	23	ANSM	ANTIPARKINSONIAN ANTICHOLINERGICS	N04AA-001
ALFENTANIL	480	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
CODEINE 	2670	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
DEXTROMORAMIDE	3290	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
DIHYDROCODEINE	23088	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
FENTANYL	4337	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
HYDROMORPHONE 	3423	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
MORPHINE	7052	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
OXYCODONE	7804	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
PETHIDINE	6754	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
PHENOPERIDINE	8143	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
REMIFENTANIL	73032	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
SUFENTANIL	56795	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
TAPENTADOL 	787390	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
TRAMADOL	10689	3	ANSM	AGONIST OPIOID ANALGESICS	N01A-N02A
HEPARIN 	5224	154	ANSM	UNFRACTIONATED HEPARIN (CURATIVE DOSES AND/OR OLDER PATIENTS)	B01AB-003
AMPRENAVIR	228656	10	ANSM	AMPRENAVIR (AND, BY EXTRAPOLATION, FOSAMPRENAVIR)	J05AE0-001
FOSAMPRENAVIR	358262	10	ANSM	AMPRENAVIR (AND, BY EXTRAPOLATION, FOSAMPRENAVIR)	J05AE0-001
DEXTROMETHORPHAN	3289	102	ANSM	MORPHINE LIKE ANTITUSSIVES	R05DA0-001
NOSCAPINE	7533	102	ANSM	MORPHINE LIKE ANTITUSSIVES	R05DA0-001
PHOLCODINE	33431	102	ANSM	MORPHINE LIKE ANTITUSSIVES	R05DA0-001
DALTEPARIN SODIUM	67109	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
DANAPAROID SODIUM	78484	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
DESIRUDIN	114934	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
ENOXAPARIN	67108	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
FONDAPARINUX	321208	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
NADROPARIN	67031	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
REVIPARIN	75960	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
TINZAPARIN	69646	84	ANSM	LOW MOLECULAR WEIGHT HEPARINS AND RELATED DRUGS (CURATIVE DOSES AND/OR OLDER PATIENT)	B01AB-001
AMITRIPTYLINE	704	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
ATOMOXETINE	38400	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
CLOMIPRAMINE	2597	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
DULOXETINE	72625	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
IMIPRAMINE	5691	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
MILNACIPRAN	588250	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
OXITRIPTAN 	94	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
SIBUTRAMINE	36514	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
TRIMIPRAMINE	10834	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
VENLAFAXINE	39786	101	ANSM	MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A
CHENODEOXYCHOLIC ACID	2323	36	ANSM	BILE ACIDS	A05AA-001
URSODESOXYCHOLIC ACID	62427	36	ANSM	BILE ACIDS	A05AA-001
AMANTADINE 	620	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
APOMORPHINE	1043	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
BROMOCRIPTINE 	1760	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
ENTACAPONE 	60307	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
LISURIDE	6446	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
PERGOLIDE	8047	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
PIRIBEDIL 	8353	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
PRAMIPEXOLE	746741	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
RASAGILINE 	134748	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
ROPINIROLE 	72302	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
ROTIGOTINE	616739	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
SELEGILINE	9639	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
TOLCAPONE	72937	24	ANSM	ANTIPARKINSONIAN DOPAMINERGICS	N04B-001
ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE)	1431182	21	ANSM	ANTI-LYMPHOCYTE GLOBULINS	L04AA0-001
RABBIT ANTI-HUMAN T-LYMPHOCYTE GLOBULIN	107044	21	ANSM	ANTI-LYMPHOCYTE GLOBULINS	L04AA0-001
BROMOCRIPTINE 	1760	57	ANSM	DOPAMINERGIC ALKALOIDS OF ERGOT OF RYE	G02CB-001
CABERGOLINE	47579	57	ANSM	DOPAMINERGIC ALKALOIDS OF ERGOT OF RYE	G02CB-001
LISURIDE	6446	57	ANSM	DOPAMINERGIC ALKALOIDS OF ERGOT OF RYE	G02CB-001
PERGOLIDE	8047	57	ANSM	DOPAMINERGIC ALKALOIDS OF ERGOT OF RYE	G02CB-001
ACETAZOLAMIDE 		157	ANSM	URINARY ALKALIZERS	B05-001
SODIUM BICARBONATE	36676	157	ANSM	URINARY ALKALIZERS	B05-001
TROMETAMOL	10865	157	ANSM	URINARY ALKALIZERS	B05-001
ACEBUTOLOL 	149	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
AMBENONIUM	623	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
AMIODARONE	703	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
ATENOLOL	1202	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
BEFUNOLOL	18849	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
BETAXOLOL	1520	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
BISOPROLOL	19484	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
CARTEOLOL	2116	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
CARVEDILOL	20352	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
CELIPROLOL	20498	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
CLONIDINE	2599	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
CRIZOTINIB	1148495	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
DIGITOXIN	3403	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
DIGOXIN	3407	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
DILTIAZEM 	3443	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
DISOPYRAMIDE	3541	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
DONEPEZIL	135447	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
DRONEDARONE	233698	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
ESMOLOL 	49737	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
FAMPRIDINE	897018	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
FINGOLIMOD	1012892	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
GALANTAMINE	4637	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
HYDROQUINIDINE	27220	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
IVABRADINE 	77417	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
LABETALOL	6185	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
LEVOBUNOLOL	1813	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
MEFLOQUINE	6694	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
METIPRANOLOL	10824	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
METOPROLOL	6918	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
NADOLOL	7226	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
NADOXOLOL	31462	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
NEBIVOLOL	31555	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
NEOSTIGMINE	7315	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
OXPRENOLOL	7801	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
PASIREOTIDE	1364105	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
PILOCARPINE	8328	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
PINDOLOL	8332	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
PROPRANOLOL	8787	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
PYRIDOSTIGMINE	9000	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
QUINIDINE	9068	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
RIVASTIGMINE	183379	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
SOTALOL	9947	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
TERTATOLOL	37840	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
THALIDOMIDE	10432	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
TIMOLOL	10600	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
VERAPAMIL	11170	39	ANSM	BRADYCARIA INDUCING DRUGS	C0N0S0
MERBROMIN	6762	94	ANSM	MERCURIAL ANTISEPTICS	D08AK0
THIOMERSAL	10472	94	ANSM	MERCURIAL ANTISEPTICS	D08AK0
ALPRAZOLAM	596	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
AVIZAFONE		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
BROMAZEPAM	1749	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
BROTIZOLAM	19790	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CAMAZEPAM	1950	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CHLORDIAZEPOXIDE	2356	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CLOBAZAM	21241	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CLONAZEPAM	2598	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CLORAZEPATE	2353	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CLOTIAZEPAM	2622	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
CLOXAZOLAM	21311	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
DELORAZEPAM		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
DIAZEPAM	3322	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
ESTAZOLAM	4077	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
FLUDIAZEPAM	25104	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
FLUNITRAZEPAM	4460	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
FLURAZEPAM	4501	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
HALAZEPAM	26412	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
HALOXAZOLAM		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
KETAZOLAM	28181	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
LOFLAZEPATE		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
LOPRAZOLAM	38555	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
LORAZEPAM	6470	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
LORMETAZEPAM	28894	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
MEDAZEPAM	6680	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
MIDAZOLAM	6960	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
NIMETAZEPAM		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
NITRAZEPAM	7440	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
NORDAZEPAM	3155	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
OXAZEPAM	7781	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
OXAZOLAM		31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
PINAZEPAM	33725	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
PRAZEPAM	8627	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
TEMAZEPAM	10355	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
TETRAZEPAM	37985	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
ZOLPIDEM	39993	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
ZOPICLONE	40001	31	ANSM	BENZODIAZEPINES AND RELATED	N05-001
INSULIN	5856	79	ANSM	INSULIN	A10A
AMINOPHYLLINE 	689	142	ANSM	THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA
THEOPHYLLINE 	10438	142	ANSM	THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA
DESFLURANE	27340	71	ANSM	HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001
ENFLURANE	3920	71	ANSM	HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001
HALOTHANE	5095	71	ANSM	HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001
ISOFLURANE	6026	71	ANSM	HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001
METHOXYFLURANE	6857	71	ANSM	HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001
SEVOFLURANE		71	ANSM	HALOGENATED HYDROCARBON ANESTHETICS	N01AB0-001
ACTIVATED CHARCOAL	272	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
VEGETAL CHARCOAL		65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
DIOSMECTITE	59346	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
ALUMINUM HYDOXIDE AND MAGNESIUM CARBONATE GEL	17384	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
HYDROTALCITE	27221	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
KAOLIN	6102	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
LANTHANE	234416	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
MAGALDRATE	29151	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
MAGNESIUM HYDROXIDE	6581	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
MAGNESIUM TRISILICATE	29170	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
MONMECTITE		65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
POVIDONE	1310706	65	ANSM	GASTRO-INTESTINAL TARGETED MEDICATIONS, ANTACIDS, AND ABSORBANTS	A07BC-A02AD
ALTIZIDE	17599	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
BENDROFLUMETHIAZIDE	1369	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
CHLORTALIDONE	2409	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
CICLETANINE	21914	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
CLOPAMIDE	2603	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
CYCLOTHIAZIDE	22033	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
HYDROCHLOROTHIAZIDE	5487	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
INDAPAMIDE	5764	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
METHYCLOTHIAZIDE	6860	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
XIPAMIDE	11371	143	ANSM	THIAZIDE DIURETICS AND RELATED	C03-003
NICOTINE	7407	106	ANSM	NICOTINE SUBSTITUION TREATMENT	N07BA
ETILEFRINE	4169	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
MIDODRINE	6963	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
NAPHAZOLINE	7247	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
OXYMETAZOLINE	7812	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
PHENYLEPHRINE	8163	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
SYNEPHRINE	10288	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
TETRYZOLINE	37935	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
TUAMINOHEPTANE	179753	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
TYMAZOLINE	236191	6	ANSM	ALPHA-SYMPATHOMIMETICS-(ORAL-AND/OR-NASAL)	R01AA
ALCURONIUM	460	110	ANSM	NON-DEPOLARIZING CURARES	M03A-002
ATRACURIUM	1218	110	ANSM	NON-DEPOLARIZING CURARES	M03A-002
CISATRACURIUM	319864	110	ANSM	NON-DEPOLARIZING CURARES	M03A-002
PANCURONIUM	7883	110	ANSM	NON-DEPOLARIZING CURARES	M03A-002
ROCURONIUM	68139	110	ANSM	NON-DEPOLARIZING CURARES	M03A-002
VECURONIUM	71535	110	ANSM	NON-DEPOLARIZING CURARES	M03A-002
CEFAMANDOLE	2178	14	ANSM	ANTABUSE (REACTION)	123-ANT
DISULFIRAM	3554	14	ANSM	ANTABUSE (REACTION)	123-ANT
FURAZOLIDONE 	4601	14	ANSM	ANTABUSE (REACTION)	123-ANT
GLIBENCLAMIDE	4815	14	ANSM	ANTABUSE (REACTION)	123-ANT
GLIPIZIDE	4821	14	ANSM	ANTABUSE (REACTION)	123-ANT
GRISEOFULVIN	5021	14	ANSM	ANTABUSE (REACTION)	123-ANT
KETOCONAZOLE	6135	14	ANSM	ANTABUSE (REACTION)	123-ANT
METRONIDAZOLE	6922	14	ANSM	ANTABUSE (REACTION)	123-ANT
ORNIDAZOLE	7701	14	ANSM	ANTABUSE (REACTION)	123-ANT
PROCARBAZINE	8702	14	ANSM	ANTABUSE (REACTION)	123-ANT
SECNIDAZOLE 	36314	14	ANSM	ANTABUSE (REACTION)	123-ANT
TENONITROZOLE	236186	14	ANSM	ANTABUSE (REACTION)	123-ANT
TINIDAZOLE 	10612	14	ANSM	ANTABUSE (REACTION)	123-ANT
TOLBUTAMIDE	10635	14	ANSM	ANTABUSE (REACTION)	123-ANT
BUDESONIDE	19831	116	ANSM	OTHER CORTICOIDES, NOTABLY INHALED ONES	D07AC-001
CICLESONIDE	274964	116	ANSM	OTHER CORTICOIDES, NOTABLY INHALED ONES	D07AC-001
FLUTICASONE	41126	116	ANSM	OTHER CORTICOIDES, NOTABLY INHALED ONES	D07AC-001
MOMETASONE	108118	116	ANSM	OTHER CORTICOIDES, NOTABLY INHALED ONES	D07AC-001
DOXAZOSIN	49276	19	ANSM	ANTIHYPERTENSIVE ALPHA BLOCKERS	C02CA0-001
PRAZOSIN	8629	19	ANSM	ANTIHYPERTENSIVE ALPHA BLOCKERS	C02CA0-001
URAPIDIL	39230	19	ANSM	ANTIHYPERTENSIVE ALPHA BLOCKERS	C02CA0-001
DIGITOXIN	3403	54	ANSM	DIGITALIS GLYCOSIDES	C01AA0
DIGOXIN	3407	54	ANSM	DIGITALIS GLYCOSIDES	C01AA0
