ATC Code	Drug Name
N05AH05	ASENAPINE
J07BL01	YELLOW FEVER VACCINE
A03DA06	TROSPIUM
J05AE12	BOCEPREVIR
S01BB01	HYDROCORTISONE
N06AB06	SERTRALINE
S01AE05	LEVOFLOXACINE
M03BX07	TETRAZEPAM
J05AE14	SIMEPREVIR
J04AM06	PYRAZINAMIDE
N01AF03	THIOPENTAL
A04AD01	SCOPOLAMINE
L03AB11	PEG-INTERFERON ALFA-2A
C02AB01	METHYLDOPA
J07BK01	VARICELLA-ZOSTER VIRUS
J05AE07	FOSAMPRENAVIR
J02AB02	KETOCONAZOLE
C07AB04	ACEBUTOLOL
J01FG01	PRISTINAMYCIN
J01CR02	AMOXICILLIN
R06AA09	DOXYLAMINE
N05AA01	CHLORPROMAZINE
S01FA04	CYCLOPENTOLATE
J01GB07	NETILMICIN
D07CA03	PREDNISOLONE
L01DB01	DOXORUBICIN
R03DB04	THEOPHYLLINE
N02BE51	PARACETAMOL
J01EB05	SULFAFURAZOLE
L01BB02	MERCAPTOPURINE
N03AA02	PHENOBARBITAL
N04BC01	BROMOCRIPTINE
B01AC05	TICLOPIDINE
J05AR06	TENOFOVIR DISOPROXIL
J07BH01	ROTAVIRUS VACCINE, LIVE ATTENUATED
J05AX14	DACLATASVIR
L04AA31	TERIFLUNOMIDE
1431163	ZINC
N05AB02	FLUPHENAZINE
G04BD07	TOLTERODINE
R01BA53	PHENYLEPHRINE
P01BA01	CHLOROQUINE
N07AA51	NEOSTIGMINE
N06AX26	VORTIOXETINE
D09AA09	POVIDONE-IODINE
P01BD51	PYRIMETHAMINE
C03CA03	PIRETANIDE
N05AD01	HALOPERIDOL
G04CA03	TERAZOSIN
B05XA03	SODIUM CHLORIDE
B01AA03	WARFARIN
N01AH51	FENTANYL
A11GA01	ASCORBIC ACID
3992	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
N02BG06	NEFOPAM
A10BD13	METFORMIN
J01XX05	METHENAMINE
A03FA03	DOMPERIDONE
N05BA21	CLOTIAZEPAM
C09AA13	MOEXIPRIL
C07AA12	NADOLOL
R03AK02	ISOPRENALINE
L01CD02	DOCETAXEL
D11AH01	TACROLIMUS
J07BD54	MEASLES VACCINE
M05BB06	ALENDRONIC ACID
D04AA33	DIPHENHYDRAMINE
C07AB07	BISOPROLOL
C03BB04	CHLORTALIDONE
A10AD05	INSULIN
N06AA09	AMITRIPTYLINE
N05CD0	MIDAZOLAM
L01XC11	IPILIMUMAB
A10BD08	METFORMIN
J01XX09	DAPTOMYCIN
N02AA51	MORPHINE
J01XB02	POLYMYXIN B
N05AG03	PENFLURIDOL
L01DC03	MITOMYCIN C
C09BB04	AMLODIPINE
N02CX02	CLONIDINE
G03AB02	ETHINYLESTRADIOL
M04AA03	FEBUXOSTAT
R01AB08	TUAMINOHEPTANE
R03AK01	EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE.
L01XE10	EVEROLIMUS
J05AR09	TENOFOVIR DISOPROXIL
R05DA05	MORPHINE
S01AE02	NORFLOXACIN
A16AX09	GLYCEROL
C09BB02	LERCANIDIPINE
G03CA01	ETHINYLESTRADIOL
G03AB06	ETHINYLESTRADIOL
C09CA09	AZILSARTAN
C07AB57	BISOPROLOL
N02AA55	OXYCODONE
J05AE02	INDINAVIR
ACID	MYCOPHENOLATE MOFETIL
S01AE05	LEVOFLOXACIN
R01BA03	PHENYLEPHRINE
M05BB02	RISEDRONIC ACID
N04BA02	LEVODOPA
L01XX41	ERIBULINE
glycopyrronium	GLYCOPYRRONIUM
A02BD03	LANSOPRAZOLE
D01AE21	FLUCYTOSINE
B05AA05	DEXTRAN 40
N05AH02	CLOZAPINE
C09AA15	ZOFENOPRIL
A10AC04	INSULIN
N02AA08	DIHYDROCODEINE
OLIC	MYCOPHENOLATE MOFETIL
L01CD01	PACLITAXEL
M04AC01	COLCHICINE
L01XX43	VISMODEGIB
C01EB17	IVABRADINE
M03CA01	DANTROLENE
J01EE02	SULFADIAZINE
S01CA03	HYDROCORTISONE
M04AB02	SULFINPYRAZONE
R03AC03	TERBUTALINE
L04AD02	TACROLIMUS
R01AA08	NAPHAZOLINE
A01AC54	PREDNISOLONE
C10AX09	EZETIMIBE
N04BC02	PERGOLIDE
N02AA03	HYDROMORPHONE
N03AX10	FELBAMATE
N03AA03	PRIMIDONE
A03FA05	ALIZAPRIDE
J01DB03	CEFALOTIN
C09BX01	PERINDOPRIL TERT-BUTYLAMINE
C02KX04	MACITENTAN
B05CA04	SULFAMETHIZOLE
B03BA01	CYANOCOBALAMIN
J04AM01	ISONIAZID
S01GA04	OXYMETAZOLINE
J05AX09	MARAVIROC
R06AA02	DIPHENHYDRAMINE
L01XX46	OLAPARIB
A14AA01	ANDROSTANOLONE
J01XD03	ORNIDAZOLE
S01AB02	SULFAFURAZOLE
5856	INSULIN
A05AA03	CHOLIC ACID
C07AA05	PROPRANOLOL
N03AX15	ZONISAMIDE
B03AC02	INJECTABLE IRON SALTS
A04AA01	ONDANSÉTRON
N04BC0	APOMORPHINE
S02DA01	LIDOCAINE
A02BX02	SUCRALFATE
C09DB01	AMLODIPINE
combinations:	VILANTEROL
C01CA04	DOPAMINE
G04BX14	DAPOXETINE
C09AA05	RAMIPRIL
R02AA15	POVIDONE-IODINE
C01CA03	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
L01AD05	FOTEMUSTINE
S01CA01	DEXAMETHASONE
A01AC03	HYDROCORTISONE
C07AA16	TERTATOLOL
C03DA01	SPIRONOLACTONE
A10BX02	REPAGLINIDE
A10BA02	METFORMIN
N02CA72	ERGOTAMINE
N05BE01	BUSPIRONE
R03DA74	THEOPHYLLINE
N04BC05	PRAMIPEXOLE
R05DA07	NOSCAPINE
C02LF01	GUANETHIDINE
C09DX03	HYDROCHLOROTHIAZIDE
J01FA15	TELITHROMYCIN
M05BA02	CLODRONIC ACID
OLATE	MYCOPHENOLATE MOFETIL
C09DX02	ALISKIREN
M05BB04	CHOLECALCIFEROL
J01MA03	PEFLOXACIN
C10AB04	GEMFIBROZIL
C09AA06	QUINAPRIL
J02AC04	POSACONAZOLE
G03AB07	ETHINYLESTRADIOL
V03AB05	PREDNISOLONE
N02AC52	METHADONE
D07AB02	HYDROCORTISONE
258326	ST JOHNS WORT
N05AA01	CHLORPROMAZINE
C01CA17	MIDODRINE
C01BA01	QUINIDINE
N05BA02	CHLORDIAZEPOXIDE
B05X	ZINC
S01CB02	PREDNISOLONE
G03AA04	ETHINYLESTRADIOL
P01BX01	HALOFANTRINE
N04BX02	ENTACAPONE
N07BB01	DISULFIRAM
G04CA52	TAMSULOSINE
R03AK04	SALBUTAMOL
N01AH5	FENTANYL
L04AX03	METHOTREXATE
C05AA09	DEXAMETHASONE
J07BL	YELLOW FEVER VACCINE
D06BX01	METRONIDAZOLE
J01AA02	DOXYCYCLINE
M09AA72	QUININE
V03AX03	COBICISTAT
A10BD10	METFORMIN
C02CA04	DOXAZOSIN
A14AA09	NORETHANDROLONE
B02BX05	ELTROMBOPAG
A04AA01	ONDANSETRON
G04BE09	VARDENAFIL
D01AE15	TERBINAFINE
N06AX22	AGOMELATINE
G04CA53	TAMSULOSINE
N06DA52	DONEPEZIL
J05AF07	TENOFOVIR DISOPROXIL
N05CD08	MIDAZOLAM
R05CB16	MANNITOL
N07AA01	NEOSTIGMINE
C03BA03	CLOPAMIDE
N04BC04	ROPINIROLE
J04AK06	DELAMANID
J02AC04	POSACONAZOLE
L01CA04	VINORELBINE
M05BA05	TILUDRONIC ACID
J01DD04	CEFTRIAXONE
N05AL05	AMISULPRIDE
C09DB04	AMLODIPINE
C07BB52	METOPROLOL
D06BA04	SULFAMETHIZOLE
P01BA02	HYDROXYCHLOROQUINE
C08CA08	NITRENDIPINE
C07AA07	SOTALOL
A01AD01	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
C03DB01	AMILORIDE
C07AG02	CARVEDILOL
L04AB02	INFLIXIMAB
C02CA06	URAPIDIL
J05AR01	ZIDOVUDINE
A07XA04	RACECADOTRIL
S02AA14	GENTAMICIN
S01EA01	EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE.
S01EC01	ACETAZOLAMIDE
D11AX04	LITHIUM
J05AR01	ZIDOVUDINE (AZT)
N03AF02	OXCARBAZEPINE
S01FA06	TROPICAMIDE
M05BB03	ALENDRONIC ACID
C07CG01	LABETALOL
S01GA02	TETRYZOLINE
R01AA05	OXYMETAZOLINE
J04AB02	RIFAMPICIN
N02BA71	ACETYLSALICYLIC ACID
R06AX22	EBASTINE
B05BC01	MANNITOL
G03CX01	TIBOLONE
J01FA10	AZITHROMYCIN
A11C	VITAMIN A
J04BA02	DAPSONE
A12AA	CALCIUM
L01CA01	VINBLASTINE
C07AB12	NEBIVOLOL
C09DA08	OLMESARTAN
C09DX01	AMLODIPINE
H05BX01	CINACALCET
B01AX01	DEFIBROTIDE
D07XA01	HYDROCORTISONE
C09DA07	TELMISARTAN
L01AX04	DACARBAZINE
C07AA15	CARTEOLOL
R03AC18	INDACATEROL
P02BA01	PRAZIQUANTEL
C09DB07	AMLODIPINE
B03BB01	FOLINIC ACID
N06CA01	AMITRIPTYLINE
R01AC03	AZELASTINE
N02AX5	TRAMADOL
A02BD06	AMOXICILLIN
H02AB09	HYDROCORTISONE
A10BB09	GLICLAZIDE
A08AB01	ORLISTAT
N05AF05	ZUCLOPENTHIXOL
C03CB01	FUROSEMIDE
P01CX01	PENTAMIDINE
J01FA07	JOSAMYCIN
A07AA05	POLYMYXIN B
L04AD01	CICLOSPORIN
N02AA01	MORPHINE
D01AA08	GRISEOFULVIN
N03AB02	PHENYTOIN
N07XX06	TETRABENAZINE
N05BA06	LORAZEPAM
R07AX02	IVACAFTOR
C01BA03	DISOPYRAMIDE
J05AD01	FOSCARNET
A01AD01	EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE.
J01EA01	TRIMETHOPRIM
C08DB01	DILTIAZEM
C03EB02	BUMETANIDE
D05AX03	CALCITRIOL
L04AB01	ETANERCEPT
V03AC03	DEFERASIROX
N04AA01	TRIHEXYPHENIDYL
C09AA04	PERINDOPRIL TERT-BUTYLAMINE
J07BD52	MEASLES VACCINE
C03CA02	BUMETANIDE
L04AA28	BELATACEPT
L02BB04	ENZALUTAMIDE
S01XA18	CICLOSPORIN
C01BD01	AMIODARONE
C09AA10	TRANDOLAPRIL
A02BD06	CLARITHROMYCIN
C01CA24	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
P01AX06	ATOVAQUONE
B01AA07	ACENOCOUMAROL
G03AA01	ETHINYLESTRADIOL
B05CX04	MANNITOL
J05AX65	LEDIPASVIR
C02KX01	BOSENTAN
G04BD04	OXYBUTYNIN
J01EC01	SULFAMETHOXAZOLE
A07EC01	SULFASALAZINE
J02AC05	ISAVUCONAZOLE
L01CA05	VINFLUNINE
C02AC05	MOXONIDIN
N06BC01	CAFFEINE
N05AF01	FLUPENTIXOL
J05AG05	RILPIVIRINE
C02AA52	RESERPINE
J01FF01	CLINDAMYCIN
A02BD05	CLARITHROMYCIN
N02AX06	TAPENTADOL
N06AX14	TIANEPTINE
N05BA01	DIAZEPAM
J04AK01	PYRAZINAMIDE
in	VILANTEROL
S01CB01	DEXAMETHASONE
A11CC01	ERGOCALCIFEROL
N05CF02	ZOLPIDEM
G04BE0	VARDENAFIL
P01AB07	SECNIDAZOLE
L01AB01	BUSULFAN
J05AF01	ZIDOVUDINE
A04AD12	APREPITANT
A02BA01	CIMETIDINE
J01FA09	CLARITHROMYCIN
B03AC03	INJECTABLE IRON SALTS
B03AC07	INJECTABLE IRON SALTS
J07BJ01	RUBELLA VACCINE
C09BA09	FOSINOPRIL
C03AB08	METHYCLOTHIAZIDE
A07EA01	PREDNISOLONE
R03AB02	ISOPRENALINE
G01AA03	AMPHOTERICIN B
A02BD05	OMEPRAZOLE
J07BJ	RUBELLA VACCINE
M05BB03	CHOLECALCIFEROL
L01XC12	BRENTUXIMAB
N02AA59	CODEINE
N03AD01	ETHOSUXIMIDE
M03AX01	BOTULINUM TOXIN
D10AF51	CLINDAMYCIN
A01AD05	ACETYLSALICYLIC ACID
J01FA05	MIDECAMYCIN
C09DA02	EPROSARTAN
C07FB02	METOPROLOL
A10AD04	INSULIN
J05AR01	LAMIVUDINE
L01XE1	VEMURAFENIB
J01CA04	AMOXICILLIN
BA01	METHOTREXATE
C05AA04	PREDNISOLONE
S01GA55	PHENYLEPHRINE
L04AA06	MYCOPHENOLATE MOFETIL
L01XX11	ESTRAMUSTINE
V04CB01	VITAMIN A
R03CC03	TERBUTALINE
L03AB04	INTERFERON ALFA
C03BA04	CHLORTALIDONE
A11CC03	ALFACALCIDOL
C09BB06	NITRENDIPINE
A10AE02	INSULIN
A12CB01	ZINC
C09AA03	LISINOPRIL
S03AA06	GENTAMICIN
C03BB03	CLOPAMIDE
S01AB01	SULFAMETHIZOLE
J05AE08	ATAZANAVIR
B03BB51	FOLINIC ACID
V04CG30	CAFFEINE
S01FA02	SCOPOLAMINE
A10AC01	INSULIN
