ATC Code	Drug Name
L01XE16	CRIZOTINIB
L01AA06	IFOSFAMIDE
R06AX09	AZATADINE
J04AM02	RIFAMPICIN
B03BA51	CYANOCOBALAMIN
N03AX09	LAMOTRIGINE
J01MA15	GEMIFLOXACIN
B02BC09	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
A02BA04	NIZATIDINE
A10AF01	INSULIN
L01XE12	VANDETANIB
S01ED03	LEVOBUNOLOL
S01EB06	NEOSTIGMINE
L01XE02	GEFITINIB
C02AB01	METHYLDOPA
G02CB03	CABERGOLINE
C08CA11	MANIDIPINE
A07AA10	COLISTIN
R06AB04	CHLORPHENAMINE
N01AF03	THIOPENTAL
R01AA13	TYMAZOLINE
G04CA53	TAMSULOSIN
P01BD01	PYRIMETHAMINE
L01BC05	GEMCITABINE
J05AE12	BOCEPREVIR
A02BC01	OMEPRAZOLE
L01XE13	AFATINIB
C02AC05	MOXONIDINE
B01AA12	FLUINDIONE
A02BA06	ROXATIDINE
G03AB01	ETHINYLESTRADIOL
N07BB04	NALTREXONE
A01AD05	ACETYLSALICYLIC ACID
A10BB12	GLIMEPIRIDE
L01DB02	DAUNORUBICIN
D07AA01	METHYLPREDNISOLONE
J01FA13	DIRITHROMYCIN
R06AE01	BUCLIZINE
N01BB02	LIDOCAINE
A10AC03	INSULIN
A02BA51	CIMETIDINE
J05AE10	DARUNAVIR
M01AC01	PIROXICAM
C02KX05	RIOCIGUAT
A01AB17	METRONIDAZOLE
L01DB03	EPIRUBICIN
N06AB05	PAROXETINE
J01EE07	TRIMETHOPRIM
N05BB01	HYDROXYZINE
N06AG02	MOCLOBOMIDE
N05CD04	ESTAZOLAM
R05DA04	CODEINE
CLASSE	STRONG INHIBITORS OF CYP3A4
P01AX08	TENONITROZOLE
G02CB04	QUINAGOLIDE
L01XX08	PENTOSTATIN
D07AC13	MOMETASONE
G04BE07	APOMORPHINE
J02AA01	AMPHOTERICIN B
C03AA01	BENDROFLUMETHIAZIDE
C09BA02	ENALAPRIL
B01AE01	DESIRUDIN
L01AA09	BENDAMUSTINE
L01AD01	CARMUSTINE
R06AX02	CYPROHEPTADINE
G03AB03	ETHINYLESTRADIOL
A02AD04	HYDROTALCITE
D07AC16	HYDROCORTISONE
S01XA03	SODIUM CHLORIDE
N06AA01	DESIPRAMINE
B01AD11	TENECTEPLASE
R03CC12	BAMBUTEROL
L01CX01	TRABECTEDINE
M01AB08	ETODOLAC
N04BX02	ENTACAPONE
C02LG01	DIHYDRALAZINE
D04AA32	E: DIPHENHYDRAMINE
N03AG01	VALPROIC ACID
J01RA04	SPIRAMYCIN
C09BB03	AMLODIPINE
G03CA07	ESTRONE
C03AB01	BENDROFLUMETHIAZIDE
B01AC13	ABCIXIMAB (FORMERLY CALLED C 7E3B FAB)
C04AC03	NICOTINIC ACID
S01EB01	PILOCARPINE
N05AB02	FLUPHENAZINE
R06AE05	MECLOZINE
B03AC	INJECTABLR IRON SALTS
A02BC06	DEXLANSOPRAZOLE
R06AB01	BROMPHENIRAMINE
L01CD03	PACLITAXEL
C02LB	METHYLDOPA
G04BD08	SOLIFENACIN
N03AA03	PRIMIDONE
D02AA	RUG: SILICONE
C03DA01	SPIRONOLACTONE
OLATE	MYCOPHENOLATE MOFETIL
J07BH01	ROTAVIRUS VACCINE,LIVE ATTENUATED
A03FA01	METOCLOPRAMIDE
A01AB22	DOXYCYCLINE
C10BA03	FENOFIBRATE
R06AA09	DOXYLAMINE
S03AA03	POLYMYXIN B
S02AA11	POLYMYXIN B
D06AX01	FUSIDIC ACID
C01CA01	ETILEFRINE
C08CA16	CLEVIDIPINE
N03AB52	PHENYTOIN
D11AX08	TIRATRICOL
J05AR05	ZIDOVUDINE
N07XX59	DEXTROMETHORPHAN
J01CF02	CLOXACILLIN
J05AB06	GANCICLOVIR
S03CA01	DEXAMETHASONE
M03AC10	MIVACURIUM
M01CB05	GOLD
J05AG04	ETRAVIRINE
C02AB	METHYLDOPA
B05XA12	ZINC
C07AA12	NADOLOL
C02CA01	PRAZOSIN
N02CX02	CLONIDINE
38404	TOPIRAMATE
N07XX04	SODIUM OXYBATE
D07XB05	DEXAMETHASONE
N04BC07	APOMORPHINE
C07AB08	CELIPROLOL
L01AX03	TEMOZOLOMIDE
L01XE07	LAPATINIB
N02AB03	FENTANYL
D06AA03	OXYTETRACYCLINE
B05CA04	SULFAMETHIZOLE
A05AA	URSODESOXYCHOLIC ACID
L01AD05	FOTEMUSTINE
N05BA08	BROMAZEPAM
N05AX08	RISPERIDONE
N01AB06	ISOFLURANE
D10AA02	METHYLPREDNISOLONE
N05CD06	LORMETAZEPAM
J01XB01	COLISTIN
L03AB05	INTERFERON ALFA
C09CA02	EPROSARTAN
J05AF03	ZALCITABINE
G03AB04	ETHINYLESTRADIOL
L01BA01	METHOTREXATE
C10AC04	COLESEVELAM
J01DB03	CEFALOTIN
alteplase	ALTEPLASE RECOMBINANT
R06AX07	TRIPROLIDINE
G03AC08	ETONOGESTREL
A11CB	VITAMIN A
46680	SODIUM AUROTHIO-PROPANOL-SULFONATE
N02AA03	HYDROMORPHONE
A07EA04	BETAMETHASONE
L01XE01	IMATINIB
N03AF02	OXCARBAZEPINE
N04BD01	SELEGILINE
A10BH05	LINAGLIPTIN
J02AC01	FLUCONAZOLE
L01XA02	CARBOPLATINE
H02AB10	CORTISONE
C08GA01	NIFEDIPINE
C09BB06	ENALAPRIL
J01CA13	TICARCILLIN
G03HB01	CYPROTERONE
C01DX18	LINSIDOMINE
L01CX0	TRABECTEDINE
N05CD03	FLUNITRAZEPAM
D07AB19	DEXAMETHASONE
J05AR07	NEVIRAPINE
N04BA01	LEVODOPA
N04AA12	TROPATEPINE
C09CA06	CANDESARTAN CILEXETIL
V08AB07	IOVERSOL
J05AF05	LAMIVUDINE
S01AB04	SULFACETAMIDE
N02AX52	TRAMADOL
N06CA03	FLUOXETINE
A01AC02	DEXAMETHASONE
C07CB02	METOPROLOL
S03AA07	CIPROFLOXACIN
N06AA17	AMOXAPINE
C01BA71	QUINIDINE
C10AB08	CIPROFIBRATE
B01AB05	ENOXAPARIN
N06AF05	IPRONIAZIDE
N05AH02	CLOZAPINE
R06AX22	EBASTINE
D01BA02	TERBINAFINE
D06AX07	GENTAMICIN
V08AB05	IOPROMIDE
N03AG06	TIAGABINE
C08CA13	LERCANIDIPINE
L04AD01	CICLOSPORIN
C07BA68	METIPRANOLOL
S03CA02	PREDNISOLONE
V03AC01	DEFEROXAMINE
C02CC02	GUANETHIDINE
202912	INTERFERON ALFA
N05AD01	HALOPERIDOL
C07AB09	ESMOLOL
R03CB01	ISOPRENALINE
A11CA	VITAMIN A
P01BF01	LUMEFANTRINE
J07BB03	LIVE ATTENUATED INFLUENZA VACCINE [LAIV]
C04AC07	NICOTINIC ACID
D07BA04	HYDROCORTISONE
J05AG01	NEVIRAPINE
N01AH01	FENTANYL
G03DA04	PROGESTERONE
C01BD01	AMIODARONE
A06AX05	PRUCALOPRIDE
5879	INTERFERON ALFA
S02AA15	CIPROFLOXACIN
C08CA09	LACIDIPINE
A02BD05	OMEPRAZOLE
C10AA07	ROSUVASTATIN
L01CD04	CABAZITAXEL
C02LA51	RESERPINE
L01XA01	CISPLATIN
M01AX17	NIMESULIDE
V08AB03	IOXAGLIC ACID
L01XX43	VISMODEGIB
S01CB03	HYDROCORTISONE
L01DB08	PIRARUBICIN
C09AA09	FOSINOPRIL
A10BX02	REPAGLINIDE
G01AF06	ORNIDAZOLE
M01AX01	NABUMETONE
P01BF02	MEFLOQUINE
N06AB03	FLUOXETINE
M05BB03	ALENDRONIC ACID
J01E	TRIMETHOPRIM
technetium	MEDRONIC ACID
D07CA01	HYDROCORTISONE
AUROTIOP	SODIUM AUROTHIOPROPANOL-SULFONATE
N05AH04	QUETIAPINE
A03CA02	CLIDINIUM
S01CA02	PREDNISOLONE
D05BB02	ACITRETIN
N04BB01	AMANTADINE
J05AE03	RITONAVIR
G04BE0	VARDENAFIL
A07AA09	VANCOMYCIN
H02AB02	DEXAMETHASONE
L01XE15	VEMURAFENIB
N05CA01	PENTOBARBITAL
M03BX07	TETRAZEPAM
J04AM06	PYRAZINAMIDE
A07EC03	OLSALAZINE
G03DB06	CHLORMADINONE
N06AX16	VENLAFAXINE
N03AA02	PHENOBARBITAL
A02BD01	OMEPRAZOLE
R01AD53	DEXAMETHASONE
N02BG06	NEFOPAM
N05CD0	MIDAZOLAM
A10BD08	METFORMIN
A03AB15	DIPHEMANIL
N05AB06	TRIFLUOPERAZINE
S01AA17	ERYTHROMYCIN
R05DA05	MORPHINE
D01AE14	CICLOPIROX
B01AF02	APIXABAN
C07AB57	BISOPROLOL
L01XE09	TEMSIROLIMUS
L04AX02	THALIDOMIDE
C01BG07	CIBENZOLINE
C02KX04	MACITENTAN
L01XE11	PAZOPANIB
A08AA10	SIBUTRAMINE
N07BA01	NICOTINE
J01XD03	ORNIDAZOLE
S01AB02	SULFAFURAZOLE
A05AA03	CHOLIC ACID
C07AA05	PROPRANOLOL
S02DA01	LIDOCAINE
B03AC02	INJECTABLR IRON SALTS
L01AD05	FOTEMUSTINE
A10BA02	METFORMIN
L01DB01	DOXORUBICIN
B01AB04	DALTEPARIN SODIUM
J05AE01	SAQUINAVIR
J02AC04	POSACONAZOLE
J01EE	TRIMETHOPRIM
D07AB02	HYDROCORTISONE
G03FA17	DROSPIRENONE
G04CA52	TAMSULOSINE
C05AA09	DEXAMETHASONE
C07AB52	METOPROLOL
C01DX12	MOLSIDOMINE
B02BX05	ELTROMBOPAG
L01XA02	CARBOPLATIN
N06AX22	AGOMELATINE
N05CD08	MIDAZOLAM
A10BD10	SAXAGLIPTIN
B01AX05	FONDAPARINUX
L02BA02	TOREMIFENE
J05AE14	SIMEPREVIR
C03CA01	FUROSEMIDE
C07BB52	METOPROLOL
C03AA09	CYCLOTHIAZIDE
H02AB06	PREDNISOLONE
A07AA10	COLISTINE
A16AX09	GLYCEROL
A10BD07	SITAGLIPTIN
R05DA08	PHOLCODINE
S01FA06	TROPICAMIDE
L01XE27	IBRUTINIB
C07CG01	LABETALOL
G03CX01	TIBOLONE
B01AX01	DEFIBROTIDE
V03AE02	SEVELAMER
J05AE05	AMPRENAVIR
N06AB10	ESCITALOPRAM
C09DB07	AMLODIPINE
V10AX06	GOLD
R01AC03	AZELASTINE
H02AB09	HYDROCORTISONE
C03CB01	FUROSEMIDE
N02AD01	PENTAZOCINE
C09AA16	IMIDAPRIL
A10BB03	TOLBUTAMIDE
D01AA08	GRISEOFULVIN
N03AB02	PHENYTOIN
L04AA03	ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE)
N04AA01	TRIHEXYPHENIDYL
C09AA11	SPIRAPRIL
M09AA	QUININE
N06AX11	MIRTAZAPINE
P01AX06	ATOVAQUONE
N05AF01	FLUPENTIXOL
J01FF01	CLINDAMYCIN
N02AX06	TAPENTADOL
N05BA01	DIAZEPAM
B05AA05	DEXTRAN
L02BA01	TAMOXIFEN
G01AX12	CICLOPIROX
L01DC02	PLICAMYCIN
N03AD01	ETHOSUXIMIDE
J01FA05	MIDECAMYCIN
J05AR01	LAMIVUDINE
5880	INTERFERON ALFA
J01FF02	LINCOMYCIN
R03DA51	DIPROPHYLLINE
V04CB01	VITAMIN A
G04BD04	OXYBUTYNIN
M01AB02	SULINDAC
A10AE02	INSULIN
R03AC12	SALMETEROL
J05AE04	NELFINAVIR
G04CA53	SOLIFENACIN
N02CA04	METHYSERGIDE
H02AA03	DESOXYCORTONE
CODE	DOPAMINERGIC ALKALOIDS OF
N07AX01	PILOCARPINE
A12CB02	ZINC
G04CA01	ALFUZOSIN
C09CA03	VALSARTAN
D07AC17	FLUTICASONE
R06AX28	RUPATADINE
G03AB05	ETHINYLESTRADIOL
L01BC03	TEGAFUR
J01MA01	OFLOXACIN
L01BB07	NELARABINE
M05BA03	PAMIDRONIC ACID
N03AF02	OXCARBAZEPINE
C10BA05	EZETIMIBE
C04AX07	VINCAMINE
A02AH	SODIUM BICARBONATE
A02BA01	CIMETIDINE
J02AC02	ITRACONAZOLE
J01DC05	CEFOTETAN
S01EA04	CLONIDINE
S01ED04	METIPRANOLOL
S01AE02	NORFLOXACINE
R06AX25	MIZOLASTINE
N02CC02	NARATRIPTAN
G03DB08	DIENOGEST
C01BB02	MEXILETINE
DRINK	ALCOHOL
J05AB11	VALACICLOVIR
N03AX17	STIRIPENTOL
N05AX12	ARIPIPRAZOLE
N03AB05	FOSPHENYTOIN
L01AX02	PIPOBROMAN
as	OXIDRONIC ACID
V08AB08	IOPENTOL
J05AR05	LAMIVUDINE
N04BC04	ROPINIROLE
L03AC01	ALDESLEUKIN
A06AG07	SORBITOL
N01AH51	FENTANYL
J05AR03	TENOFOVIR DISOPROXIL
L01XX17	TOPOTECAN
N02CA52	ERGOTAMINE
M01AH05	ETORICOXIB
B01AD04	UROKINASE
A11CC05	CHOLECALCIFEROL
C08CA04	NICARDIPINE
N06AX22	AGOMELATINE
J02AB01	MICONAZOLE
B03AC05	INJECTABLR IRON SALTS
C01CA23	THEODRENALINE
A12CA01	SODIUM CHLORIDE
N05BB51	HYDROXYZINE
R06AX23	PIMETHIXENE
A06AB07	CASCARA
M01CB04	GOLD
G03AB08	ESTRADIOL
G03AC09	DESOGESTREL
L01CA03	VINDESINE
N06AA12	DOXEPIN
A02BD06	CLARITHROMYCIN
D01BA01	GRISEOFULVIN
R03DA04	THEOPHYLLINE
C02LG51	DIHYDRALAZINE
J01EC03	SULFAMOXOLE
N01AX11	SODIUM OXYBATE
B01AD07	RETEPLASE
D10AF52	ERYTHROMYCIN
N05BA17	FLUDIAZEPAM
C09AA03	LISINOPRIL
A10AC01	INSULIN
N05BA18	LOFLAZEPATE
A06AD16	MANNITOL
G02CC02	NAPROXEN
J05AR07	STAVUDINE
C03DA02	POTASSIUM CANRENOATE
C10BX01	ACETYLSALICYLIC ACID
M01BA01	PHENYLBUTAZONE
M05BA07	RISEDRONIC ACID
C07AB02	METOPROLOL
L01BC06	CAPECITABINE
C10AB02	BEZAFIBRATE
INGREDIE	ALCOHOL
B03BA02	CYANOCOBALAMIN
C08CA03	ISRADIPINE
C07BG01	LABETALOL
A01AC01	TRIAMCINOLONE
S01AX18	POVIDONE-IODINE
J05AR04	LAMIVUDINE
G04CA02	TAMSULOSIN
N05AL03	TIAPRIDE
C09BB12	MANIDIPINE
N05BC01	MEPROBAMATE
N05BA11	PRAZEPAM
C01BD04	DOFETILIDE
S01AD09	GANCICLOVIR
P01BF04	PYRIMETHAMINE
V03AC02	DEFERIPRONE
(99mTc)	MEDRONIC ACID
A10AD02	INSULIN
N01AH04	PHENOPERIDINE
J05AX08	RALTEGRAVIR
J04AC01	ISONIAZID
N02CA02	ERGOTAMINE
N05BA09	CLOBAZAM
C03DB01	AMILORIDE
D07AA03	PREDNISOLONE
C10AX12	LOMITAPIDE
A10AD03	INSULIN
G04BX14	DAPOXETINE
L02AA03	ETHINYLESTRADIOL
C10AB01	CLOFIBRATE
B05XA02	SODIUM BICARBONATE
L01BC53	TEGAFUR
S02CA06	DEXAMETHASONE
N05BA22	CLOXAZOLAM
N06DA02	DONEPEZIL
J01DD12	CEFOPERAZONE
D01AC08	KETOCONAZOLE
P01BX01	HALOFANTRINE
J01EA	TRIMETHOPRIM
J05AR01	ZIDOVUDINE (AZT)
B01AC24	TICAGRELOR
M05BA04	ALENDRONIC ACID
J01EE03	TRIMETHOPRIM
L01XE06	DASATINIB
L01XX02	ASPARAGINASE
MYCOPHEN	MYCOPHENOLATE MOFETIL
G04BD11	FESOTERODINE
B01AD01	STREPTOKINASE
C02AC01	CLONIDINE
A04AA01	ONDANSETRON
R05CB16	MANNITOL
J05AR09	COBICISTAT
S02AA13	MICONAZOLE
D11AX04	LITHIUM
L04AD01	CICLOSPORIN
C08CA02	FELODIPINE
J05AR05	ZIDOVUDINE (AZT)
G03HA01	CYPROTERONE
G03AA12	DROSPIRENONE
A02BD07	LANSOPRAZOLE
N01AB01	HALOTHANE
V04CD01	METYRAPONE
R06AD01	ALIMEMAZINE
L01DB07	MITOXANTRONE
B03BB51	FOLINIC ACID
L01CC	COLCHICINE
C07AA06	TIMOLOL
L01BB02	MERCAPTOPURINE
S01BA02	HYDROCORTISONE
S01ED54	METIPRANOLOL
S01CA03	HYDROCORTISONE
A11GB01	ASCORBIC ACID
D10AF51	CLINDAMYCIN
G03AA13	ETHINYLESTRADIOL
J01MA07	LOMEFLOXACIN
C02DD01	NITROPRUSSIDE
N05AL01	SULPIRIDE
A07BC05	DIOSMECTITE
G03BA03	TESTOSTERONE
J01DC03	CEFAMANDOLE
R03DA54	THEOPHYLLINE
N01BB04	PRILOCAINE
C04AC02	NICOTINIC ACID
D01AC15	FLUCONAZOLE
V09HX01	GALLIUM (67 GA) CITRATE
G03AC01	NORETHISTERONE
N05BA16	NORDAZEPAM
N06AA16	DOSULEPIN
N03AA01	METHYLPHENOBARBITAL
N02CC01	SUMATRIPTAN
D11AH04	ALITRETINOIN
A01AB23	MINOCYCLINE
C08CA06	NIMODIPINE
C01CA26	EPHEDRINE
H02BX01	METHYLPREDNISOLONE
L01XX11	ESTRAMUSTINE
C01AA04	DIGITOXIN
H02AA02	FLUDROCORTISONE
S01AE03	CIPROFLOXACIN
N01AH02	ALFENTANIL
C03DA04	EPLERENONE
J05AF04	STAVUDINE
G04BX03	ACETOHYDROXAMIC ACID
C09AA01	CAPTOPRIL
M01CB02	GOLD
R06AC02	HISTAPYRRODINE
G03AD02	ULIPRISTAL
P01BD51	PYRIMETHAMINE
N05AD08	DROPERIDOL
L04AX03	METHOTREXATE
C02LA71	RESERPINE
N02AG03	PETHIDINE
G04BE10	AVANAFIL
G03AA03	ETHINYLESTRADIOL
B01AE01	DESIRUDINE
B01AC07	DIPYRIDAMOLE
V03AB17	METHYLTHIONINIUM CHLORIDE
N02AB72	PETHIDINE
B01AE03	ARGATROBAN
C02CA02	INDORAMIN
A11CA02	VITAMIN A
L01XE21	REGORAFENIB
V08AB09	IODIXANOL
R05DA09	DEXTROMETHORPHANE
B01AC04	CLOPIDOGREL
C03BB04	CHLORTALIDONE
V08AB04	IOPAMIDOL
A12CB	ZINC
N05AD05	PIPAMPERONE
M03AA01	ALCURONIUM
J01XA02	TEICOPLANIN
M01AE04	FENOPROFEN
S01CA08	METHYLPREDNISOLONE
J01EB02	SULFAMETHIZOLE
L01BB04	CLADRIBINE
M01AB16	ACECLOFENAC
L02BG01	AMINOGLUTETHIMIDE
S01AD06	VIDARABINE
J01EE01	TRIMETHOPRIM
N05AD01	HALOPERIDOL
N03AD51	ETHOSUXIMIDE
N04BB01	AMANTADINE
J05AX11	ELVITEGRAVIR
CODE	STRONG INHIBITORS OF CYP3A4
A02AD02	MAGALDRATE
M01CB05	SODIUM AUROTHIO-PROPANOL-SULFONATE
S01HA07	LIDOCAINE
N01AB07	DESFLURANE
G03CA03	ESTRADIOL
A10AE03	INSULIN
C01BC03	PROPAFENONE
M01CB01	GOLD
M04AA01	ALLOPURINOL
A01AB04	AMPHOTERICIN B
J01GB09	DIBEKACIN
N06AA04	CLOMIPRAMINE
N02CA02	METHYLERGOMETRINE
N03AE01	CLONAZEPAM
N02AF02	NALBUPHINE
A12BA	POTASSIUM
J01CA01	AMPICILLIN
C09BB02	ENALAPRIL
J04AM	RIFAMPICIN
G04BD09	TROSPIUM
N05AH04	QUETIAPINE
N05CA04	BARBITAL
C03BA04	CHLORTALIDONE
N07BC02	METHADONE
D01AC06	TIABENDAZOLE
N02AE01	BUPRENORPHINE
V03AF05	AMIFOSTINE
N03AF01	CARBAMAZEPINE
P01AB03	ORNIDAZOLE
C03BX03	CICLETANINE
R05DA04	CODEINE
J05AX09	MARAVIROC
J05AB04	RIBAVIRIN
S02BA01	HYDROCORTISONE
N05AA02	LEVOMEPROMAZINE
J01MA03	PEFLOXACIN
N04BC06	CABERGOLINE
M01AH04	PARECOXIB
S02BA03	PREDNISOLONE
J04AB02	RIFAMPICIN
N02CC07	FROVATRIPTAN
J04BA02	DAPSONE
N05CD11	LOPRAZOLAM
D09AA02	FUSIDIC ACID
N05BA02	CHLORDIAZEPOXIDE
N05AG02	PIMOZIDE
S03BA02	PREDNISOLONE
A01AD01	EPINEPHRINE
G01AF01	METRONIDAZOLE
B01AF01	RIVAROXABAN
N06AX12	BUPROPION
S01BB01	HYDROCORTISONE
B05X	ZINC
G04BE08	TADALAFIL
J05AE07	FOSAMPRENAVIR
S01FA04	CYCLOPENTOLATE
V08AB11	IOBITRIDOL
J01EB05	SULFAFURAZOLE
J05AR06	TENOFOVIR DISOPROXIL
C01BD05	IBUTILIDE
D09AA09	POVIDONE-IODINE
A01AC03	HYDROCORTISONE
G03AA15	ETHINYLESTRADIOL
A03FA03	DOMPERIDONE
A11CC01	ERGOCALCIFEROL
N05BA10	KETAZOLAM
M05BB06	ALENDRONIC ACID
C10AA01	SIMVASTATIN
V08AA01	AMIDOTRIZOIC ACID
N06AA09	AMITRIPTYLINE
L01DC03	MITOMYCIN C
J04AA01	P. A. S. SODIUM
N02CX02	CLONIDINE
J02AX01	FLUCYTOSINE
D08AK04	MERBROMIN
C05AD03	BENZOCAINE
B05XA	ZINC
J05AE02	INDINAVIR
L01XE23	DABRAFENIB
M05BB02	RISEDRONIC ACID
N05AH02	CLOZAPINE
L01BA0	METHOTREXATE
N02AA08	DIHYDROCODEINE
J01CA10	MEZLOCILLIN
C02LF01	GUANETHIDINE
M04AB02	SULFINPYRAZONE
R03AC03	TERBUTALINE
J01XX09	DAPTOMYCIN
A03FA05	ALIZAPRIDE
B05CA04	SULFAMETHIZOLE
R03DB04	THEOPHYLLINE
A14AA01	ANDROSTANOLONE
N02AA55	OXYCODONE
C02AC01	CLONIDINE
P01BA01	CHLOROQUINE
A02BX02	SUCRALFATE
S01CA01	DEXAMETHASONE
H02AB17	CORTIVAZOL
J05AF07	TENOFOVIR DISOPROXIL
(99mTc)	OXIDRONIC ACID
R05DA07	NOSCAPINE
J04AB02	RIFAMPICIN
J01FA15	TELITHROMYCIN
L01XX16	MITOGUAZONE
B01AC09	EPOPROSTENOL
D10AD04	ISOTRETINOIN
C01CA17	MIDODRINE
P01BX01	HALOFANTRINE
C01CA03	NOREPINEPHRINE
B01AC11	ILOPROST
J07BL	YELLOW FEVER VACCINE
M09AA72	QUININE
L01XX01	AMSACRINE
C02CA04	DOXAZOSIN
A02AA04	MAGNESIUM HYDROXIDE
P02CA02	TIABENDAZOLE
G03AA14	NOMEGESTROL
M01AC02	TENOXICAM
D07AA01	METHYLPREDNISOLONE
N07AA01	NEOSTIGMINE
N05AL05	AMISULPRIDE
L01XE08	NILOTINIB
G03AA05	ETHINYLESTRADIOL
R03DA05	AMINOPHYLLINE
C07AG02	CARVEDILOL
L04AB02	INFLIXIMAB
C02CA06	URAPIDIL
D06AA01	DEMECLOCYCLINE
L01BA01	METHOTREXATE
G01AF04	MICONAZOLE
L01XX27	ARSENIC TRIOXIDE
A11C	VITAMIN A
C04AC01	NICOTINIC ACID
A12AA	CALCIUM
N03AG02	VALPROMIDE
L01AX04	DACARBAZINE
P02BA01	PRAZIQUANTEL
N05CD07	TEMAZEPAM
D04AA10	PROMETHAZINE
C10BX02	ACETYLSALICYLIC ACID
N02AX5	TRAMADOL
A10BB09	GLICLAZIDE
L01DA01	DACTINOMYCIN
N05BA06	LORAZEPAM
C01BA03	DISOPYRAMIDE
J05AD01	FOSCARNET
L01XE03	ERLOTINIB
C08DB01	DILTIAZEM
N02BE51	PARACETAMOL
C03CA02	BUMETANIDE
L02BB04	ENZALUTAMIDE
L01BC08	DECITABINE
R01AD13	CICLESONIDE
J05AR09	ELVITEGRAVIR
A06AB02	BISACODYL
J01EC01	SULFAMETHOXAZOLE
L01CA05	VINFLUNINE
G04CA02	TAMSULOSINE
technetium	OXIDRONIC ACID
N06AX14	TIANEPTINE
J01XX08	LINEZOLIDE
N05CF02	ZOLPIDEM
J05AF01	ZIDOVUDINE
A04AD12	APREPITANT
A12BA02	POTASSIUM CITRATE
B05CB01	SODIUM CHLORIDE
C03AB08	METHYCLOTHIAZIDE
A07EA01	PREDNISOLONE
J07BJ	RUBELLA VACCINE
B01AA02	PHENINDIONE
M03AX01	BOTULINUM TOXIN
J04AK06	DELAMANID
C07FB02	METOPROLOL
A10AD04	INSULIN
J01CA04	AMOXICILLIN
C05AA04	PREDNISOLONE
R06AE03	CYCLIZINE
A11CC03	ALFACALCIDOL
S01CB01	DEXAMETHASONE
