NUI,FDASubstancePrefName,Drugbank_Bio2rdf
http://purl.bioontology.org/ontology/NDFRT/N0000006931,DAUNORUBICIN,http://bio2rdf.org/drugbank:DB00694
http://purl.bioontology.org/ontology/NDFRT/N0000147796,DAUNORUBICIN,http://bio2rdf.org/drugbank:DB00694
http://purl.bioontology.org/ontology/NDFRT/N0000175993,DECITABINE,http://bio2rdf.org/drugbank:DB01262
http://purl.bioontology.org/ontology/NDFRT/N0000179023,DECITABINE,http://bio2rdf.org/drugbank:DB01262
http://purl.bioontology.org/ontology/NDFRT/N0000023118,DEFERASIROX,http://bio2rdf.org/drugbank:DB01609
http://purl.bioontology.org/ontology/NDFRT/N0000171608,DEFERASIROX,http://bio2rdf.org/drugbank:DB01609
http://purl.bioontology.org/ontology/NDFRT/N0000007065,DEFEROXAMINE,http://bio2rdf.org/drugbank:DB00746
http://purl.bioontology.org/ontology/NDFRT/N0000147797,DEFEROXAMINE,http://bio2rdf.org/drugbank:DB00746
http://purl.bioontology.org/ontology/NDFRT/N0000178334,DEGARELIX,http://bio2rdf.org/drugbank:DB06699
http://purl.bioontology.org/ontology/NDFRT/N0000007358,DELAVIRDINE,http://bio2rdf.org/drugbank:DB00705
http://purl.bioontology.org/ontology/NDFRT/N0000022056,DELAVIRDINE,http://bio2rdf.org/drugbank:DB00705
http://purl.bioontology.org/ontology/NDFRT/N0000006028,DEMECLOCYCLINE,http://bio2rdf.org/drugbank:DB00618
http://purl.bioontology.org/ontology/NDFRT/N0000147799,DEMECLOCYCLINE,http://bio2rdf.org/drugbank:DB00618
http://purl.bioontology.org/ontology/NDFRT/N0000007159,DESERPIDINE,http://bio2rdf.org/drugbank:DB01089
http://purl.bioontology.org/ontology/NDFRT/N0000147037,DESERPIDINE,http://bio2rdf.org/drugbank:DB01089
http://purl.bioontology.org/ontology/NDFRT/N0000007342,DESFLURANE,http://bio2rdf.org/drugbank:DB01189
http://purl.bioontology.org/ontology/NDFRT/N0000148295,DESFLURANE,http://bio2rdf.org/drugbank:DB01189
http://purl.bioontology.org/ontology/NDFRT/N0000007195,DESIPRAMINE,http://bio2rdf.org/drugbank:DB01151
http://purl.bioontology.org/ontology/NDFRT/N0000147800,DESIPRAMINE,http://bio2rdf.org/drugbank:DB01151
http://purl.bioontology.org/ontology/NDFRT/N0000010097,DESLORATADINE,http://bio2rdf.org/drugbank:DB00967
http://purl.bioontology.org/ontology/NDFRT/N0000148729,DESLORATADINE,http://bio2rdf.org/drugbank:DB00967
http://purl.bioontology.org/ontology/NDFRT/N0000147801,DESMOPRESSIN,http://bio2rdf.org/drugbank:DB00035
http://purl.bioontology.org/ontology/NDFRT/N0000170340,DESMOPRESSIN,http://bio2rdf.org/drugbank:DB00035
http://purl.bioontology.org/ontology/NDFRT/N0000006209,DESOGESTREL,http://bio2rdf.org/drugbank:DB00304
http://purl.bioontology.org/ontology/NDFRT/N0000148270,DESOGESTREL,http://bio2rdf.org/drugbank:DB00304
http://purl.bioontology.org/ontology/NDFRT/N0000007219,DESONIDE,http://bio2rdf.org/drugbank:DB01260
http://purl.bioontology.org/ontology/NDFRT/N0000146597,DESONIDE,http://bio2rdf.org/drugbank:DB01260
http://purl.bioontology.org/ontology/NDFRT/N0000007220,DESOXIMETASONE,http://bio2rdf.org/drugbank:DB00547
http://purl.bioontology.org/ontology/NDFRT/N0000146789,DESOXIMETASONE,http://bio2rdf.org/drugbank:DB00547
http://purl.bioontology.org/ontology/NDFRT/N0000176142,DESVENLAFAXINE,http://bio2rdf.org/drugbank:DB06700
http://purl.bioontology.org/ontology/NDFRT/N0000006127,DEXAMETHASONE,http://bio2rdf.org/drugbank:DB01234
http://purl.bioontology.org/ontology/NDFRT/N0000146273,DEXAMETHASONE,http://bio2rdf.org/drugbank:DB01234
http://purl.bioontology.org/ontology/NDFRT/N0000006732,DEXBROMPHENIRAMINE,http://bio2rdf.org/drugbank:DB00405
http://purl.bioontology.org/ontology/NDFRT/N0000147803,DEXBROMPHENIRAMINE,http://bio2rdf.org/drugbank:DB00405
http://purl.bioontology.org/ontology/NDFRT/N0000007063,DEXMEDETOMIDINE,http://bio2rdf.org/drugbank:DB00633
http://purl.bioontology.org/ontology/NDFRT/N0000148660,DEXMEDETOMIDINE,http://bio2rdf.org/drugbank:DB00633
http://purl.bioontology.org/ontology/NDFRT/N0000148722,DEXMETHYLPHENIDATE,http://bio2rdf.org/drugbank:DB06701
http://purl.bioontology.org/ontology/NDFRT/N0000179771,DEXMETHYLPHENIDATE,http://bio2rdf.org/drugbank:DB06701
http://purl.bioontology.org/ontology/NDFRT/N0000022003,DEXRAZOXANE,http://bio2rdf.org/drugbank:DB00380
http://purl.bioontology.org/ontology/NDFRT/N0000006155,DEXTROAMPHETAMINE,http://bio2rdf.org/drugbank:DB01576
http://purl.bioontology.org/ontology/NDFRT/N0000148062,DEXTROAMPHETAMINE,http://bio2rdf.org/drugbank:DB01576
http://purl.bioontology.org/ontology/NDFRT/N0000006161,DEXTROMETHORPHAN,http://bio2rdf.org/drugbank:DB00514
http://purl.bioontology.org/ontology/NDFRT/N0000146393,DEXTROMETHORPHAN,http://bio2rdf.org/drugbank:DB00514
http://purl.bioontology.org/ontology/NDFRT/N0000006321,DIAZEPAM,http://bio2rdf.org/drugbank:DB00829
http://purl.bioontology.org/ontology/NDFRT/N0000146157,DIAZEPAM,http://bio2rdf.org/drugbank:DB00829
http://purl.bioontology.org/ontology/NDFRT/N0000006338,DIAZOXIDE,http://bio2rdf.org/drugbank:DB01119
http://purl.bioontology.org/ontology/NDFRT/N0000147098,DIAZOXIDE,http://bio2rdf.org/drugbank:DB01119
http://purl.bioontology.org/ontology/NDFRT/N0000006372,DIBUCAINE,http://bio2rdf.org/drugbank:DB00527
http://purl.bioontology.org/ontology/NDFRT/N0000147191,DIBUCAINE,http://bio2rdf.org/drugbank:DB00527
http://purl.bioontology.org/ontology/NDFRT/N0000007475,DICHLORPHENAMIDE,http://bio2rdf.org/drugbank:DB01144
http://purl.bioontology.org/ontology/NDFRT/N0000146279,DICHLORPHENAMIDE,http://bio2rdf.org/drugbank:DB01144
http://purl.bioontology.org/ontology/NDFRT/N0000008126,DICLOFENAC,http://bio2rdf.org/drugbank:DB00586
http://purl.bioontology.org/ontology/NDFRT/N0000147806,DICLOFENAC,http://bio2rdf.org/drugbank:DB00586
http://purl.bioontology.org/ontology/NDFRT/N0000007481,DICLOXACILLIN,http://bio2rdf.org/drugbank:DB00485
http://purl.bioontology.org/ontology/NDFRT/N0000147807,DICLOXACILLIN,http://bio2rdf.org/drugbank:DB00485
http://purl.bioontology.org/ontology/NDFRT/N0000005727,DICYCLOMINE,http://bio2rdf.org/drugbank:DB00804
http://purl.bioontology.org/ontology/NDFRT/N0000147808,DICYCLOMINE,http://bio2rdf.org/drugbank:DB00804
http://purl.bioontology.org/ontology/NDFRT/N0000006111,DIDANOSINE,http://bio2rdf.org/drugbank:DB00900
http://purl.bioontology.org/ontology/NDFRT/N0000148104,DIDANOSINE,http://bio2rdf.org/drugbank:DB00900
http://purl.bioontology.org/ontology/NDFRT/N0000005815,DIETHYLPROPION,http://bio2rdf.org/drugbank:DB00937
http://purl.bioontology.org/ontology/NDFRT/N0000147809,DIETHYLPROPION,http://bio2rdf.org/drugbank:DB00937
http://purl.bioontology.org/ontology/NDFRT/N0000147810,DIFENOXIN,http://bio2rdf.org/drugbank:DB01501
http://purl.bioontology.org/ontology/NDFRT/N0000179105,DIFENOXIN,http://bio2rdf.org/drugbank:DB01501
http://purl.bioontology.org/ontology/NDFRT/N0000147811,DIFLORASONE,http://bio2rdf.org/drugbank:DB00223
http://purl.bioontology.org/ontology/NDFRT/N0000146420,"DIFLORASONE DIACETATE",http://bio2rdf.org/drugbank:DB00223
http://purl.bioontology.org/ontology/NDFRT/N0000179106,"DIFLORASONE DIACETATE",http://bio2rdf.org/drugbank:DB00223
http://purl.bioontology.org/ontology/NDFRT/N0000005857,DIFLUNISAL,http://bio2rdf.org/drugbank:DB00861
http://purl.bioontology.org/ontology/NDFRT/N0000146300,DIFLUNISAL,http://bio2rdf.org/drugbank:DB00861
http://purl.bioontology.org/ontology/NDFRT/N0000176167,DIFLUPREDNATE,http://bio2rdf.org/drugbank:DB06781
http://purl.bioontology.org/ontology/NDFRT/N0000179107,DIFLUPREDNATE,http://bio2rdf.org/drugbank:DB06781
http://purl.bioontology.org/ontology/NDFRT/N0000005903,DIGOXIN,http://bio2rdf.org/drugbank:DB00390
http://purl.bioontology.org/ontology/NDFRT/N0000146388,DIGOXIN,http://bio2rdf.org/drugbank:DB00390
http://purl.bioontology.org/ontology/NDFRT/N0000006997,DIHYDROCODEINE,http://bio2rdf.org/drugbank:DB01551
http://purl.bioontology.org/ontology/NDFRT/N0000147812,DIHYDROCODEINE,http://bio2rdf.org/drugbank:DB01551
http://purl.bioontology.org/ontology/NDFRT/N0000005941,DIHYDROERGOTAMINE,http://bio2rdf.org/drugbank:DB00320
http://purl.bioontology.org/ontology/NDFRT/N0000147813,DIHYDROERGOTAMINE,http://bio2rdf.org/drugbank:DB00320
http://purl.bioontology.org/ontology/NDFRT/N0000006682,DILTIAZEM,http://bio2rdf.org/drugbank:DB00343
http://purl.bioontology.org/ontology/NDFRT/N0000147814,DILTIAZEM,http://bio2rdf.org/drugbank:DB00343
http://purl.bioontology.org/ontology/NDFRT/N0000006683,DIMENHYDRINATE,http://bio2rdf.org/drugbank:DB00985
http://purl.bioontology.org/ontology/NDFRT/N0000146389,DIMENHYDRINATE,http://bio2rdf.org/drugbank:DB00985
http://purl.bioontology.org/ontology/NDFRT/N0000006989,DINOPROSTONE,http://bio2rdf.org/drugbank:DB00917
http://purl.bioontology.org/ontology/NDFRT/N0000146431,DINOPROSTONE,http://bio2rdf.org/drugbank:DB00917
http://purl.bioontology.org/ontology/NDFRT/N0000006794,DIPHENHYDRAMINE,http://bio2rdf.org/drugbank:DB01075
http://purl.bioontology.org/ontology/NDFRT/N0000147816,DIPHENHYDRAMINE,http://bio2rdf.org/drugbank:DB01075
http://purl.bioontology.org/ontology/NDFRT/N0000006800,DIPHENOXYLATE,http://bio2rdf.org/drugbank:DB01081
http://purl.bioontology.org/ontology/NDFRT/N0000147818,DIPHENOXYLATE,http://bio2rdf.org/drugbank:DB01081
http://purl.bioontology.org/ontology/NDFRT/N0000006883,DIPIVEFRIN,http://bio2rdf.org/drugbank:DB00449
http://purl.bioontology.org/ontology/NDFRT/N0000147820,DIPIVEFRIN,http://bio2rdf.org/drugbank:DB00449
http://purl.bioontology.org/ontology/NDFRT/N0000006853,DIPYRIDAMOLE,http://bio2rdf.org/drugbank:DB00975
http://purl.bioontology.org/ontology/NDFRT/N0000146237,DIPYRIDAMOLE,http://bio2rdf.org/drugbank:DB00975
http://purl.bioontology.org/ontology/NDFRT/N0000005784,DISOPYRAMIDE,http://bio2rdf.org/drugbank:DB00280
http://purl.bioontology.org/ontology/NDFRT/N0000147821,DISOPYRAMIDE,http://bio2rdf.org/drugbank:DB00280
http://purl.bioontology.org/ontology/NDFRT/N0000005851,DISULFIRAM,http://bio2rdf.org/drugbank:DB00822
http://purl.bioontology.org/ontology/NDFRT/N0000146816,DISULFIRAM,http://bio2rdf.org/drugbank:DB00822
http://purl.bioontology.org/ontology/NDFRT/N0000006055,DOBUTAMINE,http://bio2rdf.org/drugbank:DB00841
http://purl.bioontology.org/ontology/NDFRT/N0000147822,DOBUTAMINE,http://bio2rdf.org/drugbank:DB00841
http://purl.bioontology.org/ontology/NDFRT/N0000005739,DOCETAXEL,http://bio2rdf.org/drugbank:DB00731
http://purl.bioontology.org/ontology/NDFRT/N0000005739,DOCETAXEL,http://bio2rdf.org/drugbank:DB01248
http://purl.bioontology.org/ontology/NDFRT/N0000148441,DOCETAXEL,http://bio2rdf.org/drugbank:DB00731
http://purl.bioontology.org/ontology/NDFRT/N0000148441,DOCETAXEL,http://bio2rdf.org/drugbank:DB01248
http://purl.bioontology.org/ontology/NDFRT/N0000176148,DOCOSANOL,http://bio2rdf.org/drugbank:DB00632
http://purl.bioontology.org/ontology/NDFRT/N0000179260,DOCOSANOL,http://bio2rdf.org/drugbank:DB00632
http://purl.bioontology.org/ontology/NDFRT/N0000007366,DOFETILIDE,http://bio2rdf.org/drugbank:DB00204
http://purl.bioontology.org/ontology/NDFRT/N0000148648,DOFETILIDE,http://bio2rdf.org/drugbank:DB00204
http://purl.bioontology.org/ontology/NDFRT/N0000022087,DOLASETRON,http://bio2rdf.org/drugbank:DB00757
http://purl.bioontology.org/ontology/NDFRT/N0000004713,DONEPEZIL,http://bio2rdf.org/drugbank:DB00843
http://purl.bioontology.org/ontology/NDFRT/N0000022050,DONEPEZIL,http://bio2rdf.org/drugbank:DB00843
http://purl.bioontology.org/ontology/NDFRT/N0000006091,DOPAMINE,http://bio2rdf.org/drugbank:DB00988
http://purl.bioontology.org/ontology/NDFRT/N0000147825,DOPAMINE,http://bio2rdf.org/drugbank:DB00988
http://purl.bioontology.org/ontology/NDFRT/N0000006628,DORZOLAMIDE,http://bio2rdf.org/drugbank:DB00869
http://purl.bioontology.org/ontology/NDFRT/N0000021987,DORZOLAMIDE,http://bio2rdf.org/drugbank:DB00869
http://purl.bioontology.org/ontology/NDFRT/N0000006789,DOXAPRAM,http://bio2rdf.org/drugbank:DB00561
http://purl.bioontology.org/ontology/NDFRT/N0000147826,DOXAPRAM,http://bio2rdf.org/drugbank:DB00561
http://purl.bioontology.org/ontology/NDFRT/N0000007318,DOXAZOSIN,http://bio2rdf.org/drugbank:DB00590
http://purl.bioontology.org/ontology/NDFRT/N0000147827,DOXAZOSIN,http://bio2rdf.org/drugbank:DB00590
http://purl.bioontology.org/ontology/NDFRT/N0000006791,DOXEPIN,http://bio2rdf.org/drugbank:DB01142
http://purl.bioontology.org/ontology/NDFRT/N0000147828,DOXEPIN,http://bio2rdf.org/drugbank:DB01142
http://purl.bioontology.org/ontology/NDFRT/N0000006795,DOXORUBICIN,http://bio2rdf.org/drugbank:DB00997
http://purl.bioontology.org/ontology/NDFRT/N0000147829,DOXORUBICIN,http://bio2rdf.org/drugbank:DB00997
http://purl.bioontology.org/ontology/NDFRT/N0000008026,DOXYCYCLINE,http://bio2rdf.org/drugbank:DB00254
http://purl.bioontology.org/ontology/NDFRT/N0000146109,DOXYCYCLINE,http://bio2rdf.org/drugbank:DB00254
http://purl.bioontology.org/ontology/NDFRT/N0000008027,DOXYLAMINE,http://bio2rdf.org/drugbank:DB00366
http://purl.bioontology.org/ontology/NDFRT/N0000147830,DOXYLAMINE,http://bio2rdf.org/drugbank:DB00366
http://purl.bioontology.org/ontology/NDFRT/N0000006827,DROPERIDOL,http://bio2rdf.org/drugbank:DB00450
http://purl.bioontology.org/ontology/NDFRT/N0000147316,DROPERIDOL,http://bio2rdf.org/drugbank:DB00450
http://purl.bioontology.org/ontology/NDFRT/N0000148711,DROSPIRENONE,http://bio2rdf.org/drugbank:DB01395
http://purl.bioontology.org/ontology/NDFRT/N0000179010,DROSPIRENONE,http://bio2rdf.org/drugbank:DB01395
http://purl.bioontology.org/ontology/NDFRT/N0000010556,DULOXETINE,http://bio2rdf.org/drugbank:DB00476
http://purl.bioontology.org/ontology/NDFRT/N0000148860,DULOXETINE,http://bio2rdf.org/drugbank:DB00476
http://purl.bioontology.org/ontology/NDFRT/N0000010108,DUTASTERIDE,http://bio2rdf.org/drugbank:DB01126
http://purl.bioontology.org/ontology/NDFRT/N0000148790,DUTASTERIDE,http://bio2rdf.org/drugbank:DB01126
http://purl.bioontology.org/ontology/NDFRT/N0000006380,DYCLONINE,http://bio2rdf.org/drugbank:DB00645
http://purl.bioontology.org/ontology/NDFRT/N0000147831,DYCLONINE,http://bio2rdf.org/drugbank:DB00645
http://purl.bioontology.org/ontology/NDFRT/N0000005913,DYPHYLLINE,http://bio2rdf.org/drugbank:DB00651
http://purl.bioontology.org/ontology/NDFRT/N0000146767,DYPHYLLINE,http://bio2rdf.org/drugbank:DB00651
http://purl.bioontology.org/ontology/NDFRT/N0000006109,ECONAZOLE,http://bio2rdf.org/drugbank:DB01127
http://purl.bioontology.org/ontology/NDFRT/N0000006109,ECONAZOLE,http://bio2rdf.org/drugbank:DB00447
http://purl.bioontology.org/ontology/NDFRT/N0000147832,ECONAZOLE,http://bio2rdf.org/drugbank:DB01127
http://purl.bioontology.org/ontology/NDFRT/N0000147832,ECONAZOLE,http://bio2rdf.org/drugbank:DB00447
http://purl.bioontology.org/ontology/NDFRT/N0000176091,ECULIZUMAB,http://bio2rdf.org/drugbank:DB01257
http://purl.bioontology.org/ontology/NDFRT/N0000179786,ECULIZUMAB,http://bio2rdf.org/drugbank:DB01257
http://purl.bioontology.org/ontology/NDFRT/N0000006186,EDROPHONIUM,http://bio2rdf.org/drugbank:DB01010
http://purl.bioontology.org/ontology/NDFRT/N0000147833,EDROPHONIUM,http://bio2rdf.org/drugbank:DB01010
http://purl.bioontology.org/ontology/NDFRT/N0000004738,EFAVIRENZ,http://bio2rdf.org/drugbank:DB00625
http://purl.bioontology.org/ontology/NDFRT/N0000148587,EFAVIRENZ,http://bio2rdf.org/drugbank:DB00625
http://purl.bioontology.org/ontology/NDFRT/N0000006592,EFLORNITHINE,http://bio2rdf.org/drugbank:DB03856
http://purl.bioontology.org/ontology/NDFRT/N0000021586,EFLORNITHINE,http://bio2rdf.org/drugbank:DB03856
http://purl.bioontology.org/ontology/NDFRT/N0000010109,ELETRIPTAN,http://bio2rdf.org/drugbank:DB00216
http://purl.bioontology.org/ontology/NDFRT/N0000148791,ELETRIPTAN,http://bio2rdf.org/drugbank:DB00216
http://purl.bioontology.org/ontology/NDFRT/N0000007077,EMEDASTINE,http://bio2rdf.org/drugbank:DB01084
http://purl.bioontology.org/ontology/NDFRT/N0000022104,EMEDASTINE,http://bio2rdf.org/drugbank:DB01084
http://purl.bioontology.org/ontology/NDFRT/N0000010344,EMTRICITABINE,http://bio2rdf.org/drugbank:DB00879
http://purl.bioontology.org/ontology/NDFRT/N0000148813,EMTRICITABINE,http://bio2rdf.org/drugbank:DB00879
http://purl.bioontology.org/ontology/NDFRT/N0000006195,ENALAPRIL,http://bio2rdf.org/drugbank:DB00584
http://purl.bioontology.org/ontology/NDFRT/N0000147835,ENALAPRIL,http://bio2rdf.org/drugbank:DB00584
http://purl.bioontology.org/ontology/NDFRT/N0000007081,ENFLURANE,http://bio2rdf.org/drugbank:DB00228
http://purl.bioontology.org/ontology/NDFRT/N0000147363,ENFLURANE,http://bio2rdf.org/drugbank:DB00228
http://purl.bioontology.org/ontology/NDFRT/N0000148793,ENFUVIRTIDE,http://bio2rdf.org/drugbank:DB00109
http://purl.bioontology.org/ontology/NDFRT/N0000171600,ENFUVIRTIDE,http://bio2rdf.org/drugbank:DB00109
http://purl.bioontology.org/ontology/NDFRT/N0000006809,ENOXAPARIN,http://bio2rdf.org/drugbank:DB01109
http://purl.bioontology.org/ontology/NDFRT/N0000006809,ENOXAPARIN,http://bio2rdf.org/drugbank:DB01225
http://purl.bioontology.org/ontology/NDFRT/N0000148343,ENOXAPARIN,http://bio2rdf.org/drugbank:DB01109
http://purl.bioontology.org/ontology/NDFRT/N0000148343,ENOXAPARIN,http://bio2rdf.org/drugbank:DB01225
http://purl.bioontology.org/ontology/NDFRT/N0000004746,ENTACAPONE,http://bio2rdf.org/drugbank:DB00494
http://purl.bioontology.org/ontology/NDFRT/N0000148629,ENTACAPONE,http://bio2rdf.org/drugbank:DB00494
http://purl.bioontology.org/ontology/NDFRT/N0000023094,ENTECAVIR,http://bio2rdf.org/drugbank:DB00442
http://purl.bioontology.org/ontology/NDFRT/N0000171606,ENTECAVIR,http://bio2rdf.org/drugbank:DB00442
http://purl.bioontology.org/ontology/NDFRT/N0000006173,EPHEDRINE,http://bio2rdf.org/drugbank:DB01364
http://purl.bioontology.org/ontology/NDFRT/N0000147478,EPHEDRINE,http://bio2rdf.org/drugbank:DB01364
http://purl.bioontology.org/ontology/NDFRT/N0000010548,EPINASTINE,http://bio2rdf.org/drugbank:DB00751
http://purl.bioontology.org/ontology/NDFRT/N0000148850,EPINASTINE,http://bio2rdf.org/drugbank:DB00751
http://purl.bioontology.org/ontology/NDFRT/N0000006261,EPINEPHRINE,http://bio2rdf.org/drugbank:DB00668
http://purl.bioontology.org/ontology/NDFRT/N0000146377,EPINEPHRINE,http://bio2rdf.org/drugbank:DB00668
http://purl.bioontology.org/ontology/NDFRT/N0000007052,EPIRUBICIN,http://bio2rdf.org/drugbank:DB00445
http://purl.bioontology.org/ontology/NDFRT/N0000148638,EPIRUBICIN,http://bio2rdf.org/drugbank:DB00445
http://purl.bioontology.org/ontology/NDFRT/N0000010111,EPLERENONE,http://bio2rdf.org/drugbank:DB00700
http://purl.bioontology.org/ontology/NDFRT/N0000148782,EPLERENONE,http://bio2rdf.org/drugbank:DB00700
http://purl.bioontology.org/ontology/NDFRT/N0000006846,EPOPROSTENOL,http://bio2rdf.org/drugbank:DB01240
http://purl.bioontology.org/ontology/NDFRT/N0000022025,EPOPROSTENOL,http://bio2rdf.org/drugbank:DB01240
http://purl.bioontology.org/ontology/NDFRT/N0000006926,EPROSARTAN,http://bio2rdf.org/drugbank:DB00876
http://purl.bioontology.org/ontology/NDFRT/N0000148645,EPROSARTAN,http://bio2rdf.org/drugbank:DB00876
http://purl.bioontology.org/ontology/NDFRT/N0000006179,EPTIFIBATIDE,http://bio2rdf.org/drugbank:DB00063
http://purl.bioontology.org/ontology/NDFRT/N0000148569,EPTIFIBATIDE,http://bio2rdf.org/drugbank:DB00063
http://purl.bioontology.org/ontology/NDFRT/N0000029461,ERGOCALCIFEROL,http://bio2rdf.org/drugbank:DB00153
http://purl.bioontology.org/ontology/NDFRT/N0000146009,ERGOCALCIFEROL,http://bio2rdf.org/drugbank:DB00153
http://purl.bioontology.org/ontology/NDFRT/N0000006354,ERGOTAMINE,http://bio2rdf.org/drugbank:DB00320
http://purl.bioontology.org/ontology/NDFRT/N0000006354,ERGOTAMINE,http://bio2rdf.org/drugbank:DB00696
http://purl.bioontology.org/ontology/NDFRT/N0000020412,ERGOTAMINE,http://bio2rdf.org/drugbank:DB00320
http://purl.bioontology.org/ontology/NDFRT/N0000020412,ERGOTAMINE,http://bio2rdf.org/drugbank:DB00696
http://purl.bioontology.org/ontology/NDFRT/N0000010566,ERLOTINIB,http://bio2rdf.org/drugbank:DB00530
http://purl.bioontology.org/ontology/NDFRT/N0000148872,ERLOTINIB,http://bio2rdf.org/drugbank:DB00530
http://purl.bioontology.org/ontology/NDFRT/N0000010112,ERTAPENEM,http://bio2rdf.org/drugbank:DB00303
http://purl.bioontology.org/ontology/NDFRT/N0000148720,ERTAPENEM,http://bio2rdf.org/drugbank:DB00303
http://purl.bioontology.org/ontology/NDFRT/N0000007133,ERYTHROMYCIN,http://bio2rdf.org/drugbank:DB00199
http://purl.bioontology.org/ontology/NDFRT/N0000145975,ERYTHROMYCIN,http://bio2rdf.org/drugbank:DB00199
http://purl.bioontology.org/ontology/NDFRT/N0000022289,ESCITALOPRAM,http://bio2rdf.org/drugbank:DB01175
http://purl.bioontology.org/ontology/NDFRT/N0000007249,ESMOLOL,http://bio2rdf.org/drugbank:DB00187
http://purl.bioontology.org/ontology/NDFRT/N0000147837,ESMOLOL,http://bio2rdf.org/drugbank:DB00187
http://purl.bioontology.org/ontology/NDFRT/N0000148700,ESOMEPRAZOLE,http://bio2rdf.org/drugbank:DB00736
http://purl.bioontology.org/ontology/NDFRT/N0000179747,ESOMEPRAZOLE,http://bio2rdf.org/drugbank:DB00736
http://purl.bioontology.org/ontology/NDFRT/N0000148701,"ESOMEPRAZOLE MAGNESIUM",http://bio2rdf.org/drugbank:DB00736
http://purl.bioontology.org/ontology/NDFRT/N0000007215,ESTAZOLAM,http://bio2rdf.org/drugbank:DB01215
http://purl.bioontology.org/ontology/NDFRT/N0000147666,ESTAZOLAM,http://bio2rdf.org/drugbank:DB01215
http://purl.bioontology.org/ontology/NDFRT/N0000007246,ESTRADIOL,http://bio2rdf.org/drugbank:DB00783
http://purl.bioontology.org/ontology/NDFRT/N0000145989,ESTRADIOL,http://bio2rdf.org/drugbank:DB00783
http://purl.bioontology.org/ontology/NDFRT/N0000148651,ESTRADIOL,http://bio2rdf.org/drugbank:DB00783
http://purl.bioontology.org/ontology/NDFRT/N0000007254,ESTRAMUSTINE,http://bio2rdf.org/drugbank:DB01196
http://purl.bioontology.org/ontology/NDFRT/N0000020124,ESTRAMUSTINE,http://bio2rdf.org/drugbank:DB01196
http://purl.bioontology.org/ontology/NDFRT/N0000007281,ESTRONE,http://bio2rdf.org/drugbank:DB00655
http://purl.bioontology.org/ontology/NDFRT/N0000020636,ESTRONE,http://bio2rdf.org/drugbank:DB00655
http://purl.bioontology.org/ontology/NDFRT/N0000146811,ESTRONE,http://bio2rdf.org/drugbank:DB00655
http://purl.bioontology.org/ontology/NDFRT/N0000007403,ESTROPIPATE,http://bio2rdf.org/drugbank:DB04574
http://purl.bioontology.org/ontology/NDFRT/N0000147017,ESTROPIPATE,http://bio2rdf.org/drugbank:DB04574
http://purl.bioontology.org/ontology/NDFRT/N0000023088,ESZOPICLONE,http://bio2rdf.org/drugbank:DB00402
http://purl.bioontology.org/ontology/NDFRT/N0000175354,ESZOPICLONE,http://bio2rdf.org/drugbank:DB00402
http://purl.bioontology.org/ontology/NDFRT/N0000148590,ETANERCEPT,http://bio2rdf.org/drugbank:DB00005
http://purl.bioontology.org/ontology/NDFRT/N0000007307,ETHAMBUTOL,http://bio2rdf.org/drugbank:DB00330
http://purl.bioontology.org/ontology/NDFRT/N0000147838,ETHAMBUTOL,http://bio2rdf.org/drugbank:DB00330
http://purl.bioontology.org/ontology/NDFRT/N0000006681,ETHIONAMIDE,http://bio2rdf.org/drugbank:DB00609
http://purl.bioontology.org/ontology/NDFRT/N0000146400,ETHIONAMIDE,http://bio2rdf.org/drugbank:DB00609
http://purl.bioontology.org/ontology/NDFRT/N0000006713,ETHOSUXIMIDE,http://bio2rdf.org/drugbank:DB00593
http://purl.bioontology.org/ontology/NDFRT/N0000146944,ETHOSUXIMIDE,http://bio2rdf.org/drugbank:DB00593
http://purl.bioontology.org/ontology/NDFRT/N0000005878,ETHOTOIN,http://bio2rdf.org/drugbank:DB00754
http://purl.bioontology.org/ontology/NDFRT/N0000147040,ETHOTOIN,http://bio2rdf.org/drugbank:DB00754
http://purl.bioontology.org/ontology/NDFRT/N0000006249,ETODOLAC,http://bio2rdf.org/drugbank:DB00749
http://purl.bioontology.org/ontology/NDFRT/N0000147659,ETODOLAC,http://bio2rdf.org/drugbank:DB00749
http://purl.bioontology.org/ontology/NDFRT/N0000006792,ETOMIDATE,http://bio2rdf.org/drugbank:DB00292
http://purl.bioontology.org/ontology/NDFRT/N0000147047,ETOMIDATE,http://bio2rdf.org/drugbank:DB00292
http://purl.bioontology.org/ontology/NDFRT/N0000148731,ETONOGESTREL,http://bio2rdf.org/drugbank:DB00294
http://purl.bioontology.org/ontology/NDFRT/N0000179018,ETONOGESTREL,http://bio2rdf.org/drugbank:DB00294
http://purl.bioontology.org/ontology/NDFRT/N0000006798,ETOPOSIDE,http://bio2rdf.org/drugbank:DB00773
http://purl.bioontology.org/ontology/NDFRT/N0000146478,ETOPOSIDE,http://bio2rdf.org/drugbank:DB00773
http://purl.bioontology.org/ontology/NDFRT/N0000176133,ETRAVIRINE,http://bio2rdf.org/drugbank:DB07191
http://purl.bioontology.org/ontology/NDFRT/N0000179781,ETRAVIRINE,http://bio2rdf.org/drugbank:DB07191
http://purl.bioontology.org/ontology/NDFRT/N0000147385,EUCALYPTOL,http://bio2rdf.org/drugbank:DB03852
