Drug 1 Name	Drug 2 Name	Summary	Description
Ledipasvir/Sofosbuvir	Ciprofloxacin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ciprofloxacin is primarily renally eliminated unchanged by glomerular filtration and tubular secretion via OAT3. Ledipasvir/sosfosbuvir do not affect this pathway.	(See Summary)
Ledipasvir/Sofosbuvir	Cisapride	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cisapride is metabolised by CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. However use with caution and carefully monitor. 	(See Summary)
Ledipasvir/Sofosbuvir	Cisatracurium	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cisatracurium undergoes mainly (80% of overall elimination) spontaneous degradation in plasma and tissues at physiological pH and temperature (Hofmann elimination).	(See Summary)
Ledipasvir/Sofosbuvir	Cisplatin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cisplatin is eliminated renally via OCT2 and MATE1. 	(See Summary)
Ledipasvir/Sofosbuvir	Citalopram	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Citalopram is metabolized by CYP2C19 (38%), 2D6 (31%) and 3A4 (31%). Ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Clarithromycin	Coadministration has not been studied. Clarithromycin is a substrate and inhibitor of P-gp and coadministration could increase ledipasvir or clarithromycin concentrations due to P-gp inhibition. However any increase is unlikely to be clinically significant.	(See Summary)
Ledipasvir/Sofosbuvir	Clavulanic acid	Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Clavulanic acid is extensively metabolized (likely by a non-CYP mediated pathway) and excreted in the urine by glomerular filtration.  	(See Summary)
Ledipasvir/Sofosbuvir	Clevidipine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clevidipine is rapidly metabolised by hydrolysis of the ester linkage and does not undergo CYP metabolism.	(See Summary)
Ledipasvir/Sofosbuvir	Clindamycin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clindamycin is metabolised by CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Clobazam	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clobazam is metabolised primarily by CYP3A4 and to a lesser extent by CYP2C19. Ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Clobetasol (topical)	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Following topical application to most areas of normal skin, only minimal amounts of the drug reach the dermis and subsequently the systemic circulation. Although clobetasol is a substrate of CYP3A4, a clinically significant effect is unlikely as ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Clobetasone (topical)	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Following topical application to most areas of normal skin, only minimal amounts of the drug reach the dermis and subsequently the systemic circulation. Although clobetasone is a substrate of CYP3A4, a clinically significant effect is unlikely as ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.  	(See Summary)
Ledipasvir/Sofosbuvir	Clomifene	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Studies suggest clomiphene is metabolised by CYP3A4, CYP2D6 and UGTs but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Clomipramine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clomipramine is metabolised mainly by CYP2D6 and ledipasvir/sofosbuvir do not inhibit this enzyme 	(See Summary)
Ledipasvir/Sofosbuvir	Clonazepam	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clonazepam is metabolised by CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Clonidine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as 70% clonidine is excreted in the urine, largely in form of unchanged parent drug .	(See Summary)
Ledipasvir/Sofosbuvir	Clopidogrel	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clopidogrel is a prodrug that is converted to its active metabolites via CYPs 2C19, 3A4, 2B6, and 1A2. Ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. Note, the European SPC for clopidogrel contraindicates it use in severe hepatic impairment but the US Prescribing Information states no dose alteration.	(See Summary)
Ledipasvir/Sofosbuvir	Clorazepate	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clorazepate is rapidly converted to nordiazepam which is then metabolized to oxazepam by CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Cloxacillin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cloxacillin is metabolised to a limited extent and the unchanged drug and metabolites are excreted in the urine by glomerular filtration and renal tubular secretion. The transporters that facilitate this have not been described.	(See Summary)
Ledipasvir/Sofosbuvir	Clozapine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clozapine is metabolised by CYP1A2 and CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Cobicistat (with ATV or DRV)	Coadministration with cobicistat and atazanavir or darunavir has not been studied. Coadministration of cobicistat with elvitegravir (150/150 mg once daily) and ledipasvir/sofosbuvir (90/400 mg once daily) increased cobicistat Cmax, AUC and Cmin by 25%, 59% and 325%, respectively. Ledipasvir Cmax, AUC and Cmin increased by 63%, 78% and 91%, respectively and sofosbuvir Cmax and AUC increased by 33% and 36%. Note, coadministration of ledipasvir/sofosbuvir and regimens containing a HIV protease inhibitor/cobicistat and tenofovir may increase tenofovir concentrations. The safety of increased tenofovir concentrations in this setting has not been established. If coadministration is necessary, monitor for tenofovir-associated adverse reactions including frequent renal monitoring.	Coadministration of elvitegravir/cobicistat/emtricitabine/tenofovir (150/150/200/300 mg once daily) and ledipasvir/sofosbuvir (90/400 mg once daily) was studied. Elvitegravir Cmax decreased by 12% but AUC and Cmin increased by 2% and 36%; cobicistat Cmax, AUC and Cmin increased by 25%, 59% and 325%. Ledipasvir Cmax, AUC and Cmin increased by 63%, 78% and 91%; sofosbuvir Cmax and AUC increased by 33% and 36%; Cmax, AUC and Cmin of GS-331007 increased by 33%, 44% and 53%. When given with elvitegravir/ cobicistat/ emtricitabine/ tenofovir disoproxil fumarate, ledipasvir/sofosbuvir is expected to increase the concentration of tenofovir but have no effect on emtricitabine exposure. The safety of tenofovir disoproxil fumarate in the setting of ledipasvir/sofosbuvir and a pharmacokinetic enhancer (e.g. ritonavir or cobicistat) has not been established. The combination should be used with caution with frequent renal monitoring, if other alternatives are not available.Harvoni Summary of Product Characteristics, Gilead Sciences Ltd, November 2014.Coadministration of elvitegravir/cobicistat (150/150 mg once daily) and ledipasvir/sofosbuvir (90/400 mg once daily) was studied in 29 subjects. Ledipasvir Cmax, AUC and Cmin increased by 63%, 78% and 91%, respectively. Sofosbuvir Cmax and AUC increased by 33% and 36%; GS-331007 Cmax, AUC and Cmin increased by 33%, 44% and 53%, respectively. Elvitegravir Cmax decreased by 12%, but AUC and Cmin increased 2% and 36%; cobicistat Cmax, AUC and Cmin increased by 25%, 59% and 325%, respectively. Coadministration may increase tenofovir concentrations. The safety of increased tenofovir concentrations in the setting of ledipasvir/sofosbuvir and the combination of elvitegravir, cobicistat, emtricitabine and tenofovir has not been established. Coadministration is not recommended.Harvoni US Prescribing Information, Gilead Sciences, October 2014.
Ledipasvir/Sofosbuvir	Cocaine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cocaine is metabolised via multiple pathways including serum and hepatic cholinesterases, spontaneous hydrolysis, hepatic carboxyesterase and CYP3A4 to norcocaine. Ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Codeine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely Codeine is metabolised by CYP2D6 and CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. 	(See Summary)
Ledipasvir/Sofosbuvir	Colchicine	Coadministration has not been studied but may increase colchicine concentrations due to inhibition of P-gp by ledipasvir. A dose reduction should be considered in patients with normal hepatic function. The combination is not recommended in those with hepatic or renal impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Colestyramine	Coadministration has not been studied. Colestyramine may delay or reduce the absorption of drugs. Administration of other drugs should be at least 1 hour before or 4-6 hours after colestyramine.	(See Summary)
Ledipasvir/Sofosbuvir	Conivaptan	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Conivaptan is a substrate and inhibitor of CYP3A4, but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro and is not metabolized by this enzyme.	(See Summary)
Ledipasvir/Sofosbuvir	Cyclobenzaprine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cyclobenzaprine undergoes a complex metabolic process involving glucuronidation and several CYP enzymes including CYPs 3A4 and 1A2, but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Cytisine	Coadministration has not been studied and the pharmacokinetics of cytisine in both human and animal studies have been very poorly described. There are no significant reports of drug interactions or CYP involvement and based on its structural similarity to nicotine and varenicline, a clinically significant interaction seems unlikely. In the absence of data, patients should be clinically monitored but no dose adjustment should be required.	(See Summary)
Ledipasvir/Sofosbuvir	Dabigatran	Coadministration has not been studied but may increase dabigatran concentrations due to inhibition of P-gp by ledipasvir. No effect on ledipasvir/sofosbuvir concentrations is expected.  Clinical monitoring (for signs of bleeding and anaemia) is recommended.	This interaction has not been studied but is expected to increase dabigatran exposure due to inhibition of P-gp. No effect on ledipasvir, sofosbuvir and GS-331007 is expected. Clinical monitoring, looking for signs of bleeding and anaemia, is recommended when dabigatran etexilate is co-administered with ledipasvir/sofosbuvir. A coagulation test helps to identify patients with an increased bleeding risk due to increased dabigatran exposure.Harvoni Summary of Product Characteristics, Gilead Sciences Ltd, November 2014.
Ledipasvir/Sofosbuvir	Daclatasvir	Coadministration with ledipasvir/sofosbuvir has not been studied. Coadministration of sofosbuvir alone (400 mg once daily) and daclatasvir (60 mg once daily) was studied in patients with chronic HCV infection. When compared to historical data, daclatasvir AUC, Cmax and Cmin decreased by 5%, 12% and 9%, respectively. There was no change in the AUC of GS-331007 (the major circulating metabolite of sofosbuvir), but Cmax decreased by 20% and Cmin increased by 40%. A clinically significant effect with ledipasvir/sofosbuvir is unlikely as daclatasvir is metabolised by CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Dalteparin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dalteparin is excreted largely unchanged via the kidneys. 	(See Summary)
Ledipasvir/Sofosbuvir	Danaparoid	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Danaparoid is renally excreted and no hepatic involvement was shown in animal studies. Note, caution is required if using in patients with renal impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Dantron	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dantron is absorbed from the small intestine and acts at the large intestine. 	(See Summary)
Ledipasvir/Sofosbuvir	Dapagliflozin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dapagliflozin is metabolised by UGT1A9. 	(See Summary)
Ledipasvir/Sofosbuvir	Dapsone	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely Metabolism of dapsone is largely via N-acetylation and multiple CYP enzymes have been described. 	(See Summary)
Ledipasvir/Sofosbuvir	Darbepoetin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Darbepoetin is not hepatically metabolized and to date no clinically significant interactions have been published that would be of concern.	(See Summary)
Ledipasvir/Sofosbuvir	Darunavir	No clinically significant interactions were observed when darunavir/ritonavir and ledipasvir or sofosbuvir were coadministered. Coadministration of darunavir/ritonavir (800/100 mg once daily) and ledipasvir alone (90 mg once daily) increased ledipasvir Cmax, AUC and Cmin by 45%, 39% and 39%; coadministration with sofosbuvir alone (400 mg single dose) increased sofosbuvir Cmax and AUC by 45% and 34%, respectively. No effect on darunavir or ritonavir pharmacokinetics was observed. Coadministration with darunavir/cobicistat has not been studied. Note, coadministration of ledipasvir/sofosbuvir and regimens containing a HIV protease inhibitor/ritonavir and tenofovir may increase tenofovir concentrations. The safety of increased tenofovir concentrations in this setting has not been established. If coadministration is necessary, monitor for tenofovir-associated adverse reactions including frequent renal monitoring.	Coadministration of darunavir/ritonavir (800/100 mg once daily) and ledipasvir alone (90 mg once daily) increased darunavir Cmax by 2% but decreased AUC and Cmin by 4% and 3%. Ledipasvir Cmax, AUC and Cmin increased by 45%, 39% and 39%. Coadministration with sofosbuvir alone (400 mg once daily) decreased darunavir Cmax, AUC and Cmin by 3%, 3% and 14%. Sofosbuvir Cmax and AUC increased by 45% and 34%; GS-331007 Cmax decreased by 3% and AUC increased by 24%. No dose adjustment of ledipasvir/sofosbuvir or darunavir (ritonavir boosted) is required.When given with darunavir/ritonavir used in conjunction with tenofovir disoproxil fumarate, ledipasvir/sofosbuvir increased the concentration of tenofovir. The safety of tenofovir disoproxil fumarate in the setting of ledipasvir/sofosbuvir and a pharmacokinetic enhancer (e.g. ritonavir or cobicistat) has not been established. The combination should be used with caution with frequent renal monitoring, if other alternatives are not available. Simultaneous coadministration of darunavir/ritonavir (800/100 mg once daily), emtricitabine/tenofovir (200/300 mg once daily) and ledipasvir/sofosbuvir (90/40 mg once daily) was studied. Darunavir Cmax, AUC and Cmin increased by 1%, 4% and 8%; ritonavir Cmax, AUC and Cmin increased by 17%, 25% and 48%. Emtricitabine Cmax, AUC and Cmin increased by 2%, 4% and 3%; tenofovir Cmax, AUC and Cmin increased by 64%, 50% and 59%. Ledipasvir Cmax, AUC and Cmin increased by 11%, 12% and 17%; sofosbuvir Cmax and AUC decreased by 37% and 27%; Cmax, AUC and Cmin of GS-331007 increased by 10%, 20% and 26%. Staggered administration (12 hours apart) of darunavir/ritonavir + emtricitabine/tenofovir disoproxil fumarate and ledipasvir/sofosbuvir provided similar results.Harvoni Summary of Product Characteristics, Gilead Sciences Ltd, November 2014.  No clinically significant drug interactions were observed with darunavir/ritonavir and ledipasvir or sofosbuvir. Coadministration of darunavir/ritonavir (800/100 mg once daily) and ledipasvir alone (90 mg once daily) increased ledipasvir Cmax, AUC and Cmin by 45%, 39% and 39%, respectively (n=23). Coadministration of darunavir/ritonavir (800/100 mg once daily) and sofosbuvir alone (400 mg single dose) increased sofosbuvir Cmax and AUC by 45% and 34%, respectively; GS-331007 Cmax decreased by 3%, but AUC increased by 24%. No effect on the pharmacokinetic parameters of darunavir/ritonavir was observed. Coadministration of ledipasvir/sofosbuvir and regimens containing tenofovir and a HIV protease inhibitor/ritonavir may increase tenofovir concentrations. The safety of increased tenofovir concentrations in the setting of ledipasvir/sofosbuvir and a HIV protease inhibitor/ritonavir has not been established. Consider alternative HCV or antiretroviral therapy to avoid increases in tenofovir exposures. If coadministration is necessary, monitor for tenofovir-associated adverse reactions. Harvoni US Prescribing Information, Gilead Sciences, October 2014.
Ledipasvir/Sofosbuvir	Dasatinib	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dasatinib is a substrate and an inhibitor of cytochrome CYP3A4. Neither ledipasvir or sofosbuvir are metabolised by CYP3A4 and ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro 	(See Summary)
Ledipasvir/Sofosbuvir	Delavirdine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Delavirdine is a substrate and an inhibitor of cytochrome CYP3A4. Neither ledipasvir or sofosbuvir are metabolised by CYP3A4 and ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro	(See Summary)
Ledipasvir/Sofosbuvir	Desipramine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Desipramine is mainly metabolised by CYP2D6 and neither ledipasvir or sofosbuvir are known to affect this enzyme.	(See Summary)
Ledipasvir/Sofosbuvir	Desloratidine	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. The metabolism of desloratidine has not been fully described but it is not a substrate or inhibitor of P-gp.	(See Summary)
Ledipasvir/Sofosbuvir	Desmopressin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as desmopressin undergoes no significant metabolism.	(See Summary)
Ledipasvir/Sofosbuvir	Desogestrel	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Desogestrel is a prodrug that requires activation to etonogestrel. Activation to etonogestrel is by CYP2C9 (and possible CYP2C19); the metabolism of etonogestrel is mediated by CYP3A4. Ledipasvir is only a weak inhibitor of CYP3A4 in vitro and no clinically significant interaction is expected.	(See Summary)
Ledipasvir/Sofosbuvir	Desvenlafaxine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Desvenlafaxine is a substrate of CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. Note, a maximum dose of 50 mg is recommended in moderate hepatic impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Dexamethasone	Coadministration has not been studied but may increase dexamethasone concentrations due to mild/moderate inhibition of P-gp by ledipasvir. As this is only one component of dexamethasone disposition a clinically significant effect is unlikely although continue to monitor the patient.	(See Summary)
Ledipasvir/Sofosbuvir	Dextromethorphan	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dextromethorphan is metabolized by CYP2D6 and ledipasvir does not affect this enzyme.	(See Summary)
Ledipasvir/Sofosbuvir	Dextropropoxyphene	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dextropropoxyphene is metabolised via CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro 	(See Summary)
Ledipasvir/Sofosbuvir	Diamorphine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as diamorphine is metabolised mainly by deacetylation. 	(See Summary)
Ledipasvir/Sofosbuvir	Diazepam	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diazepam is metabolised by CYP3A4 and CYP2C19 and ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Diclofenac	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diclofenac is metabolised by CYP2C9 and is an inhibitor of the renal transporter MRP4. Ledipasvir/sofosbuvir do not affect this enzyme and are not substrates for this transporter.	(See Summary)
Ledipasvir/Sofosbuvir	Didanosine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Didanosine is phosphorylated to its active triphosphate form and the parent drug is renally excreted.	(See Summary)
Ledipasvir/Sofosbuvir	Dienogest	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dienogest is a substrate of CYP3A4 but ledipasvir is only a weak inhibitor of CYP3A4 in vitro and no clinically significant interaction is expected.	(See Summary)
Ledipasvir/Sofosbuvir	Diflunisal	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diflunisal is an aldoketoreducatase inhibitor and neither ledipasvir nor sofosbuvir have been shown to be metabolised via this pathway. 	(See Summary)
Ledipasvir/Sofosbuvir	Digoxin	Coadministration has not been studied but may increase digoxin concentrations due to inhibition of P-gp by ledipasvir. No effect on ledipasvir, sofosbuvir and GS-331007 is expected. Therapeutic concentration monitoring of digoxin is recommended.	This interaction has not been studied but is expected to increase digoxin exposure due to inhibition of P-gp. No effect on ledipasvir, sofosbuvir and GS-331007 is expected. Caution is warranted and therapeutic concentration monitoring of digoxin is recommended when co-administered with ledipasvir/sofosbuvir.Harvoni Summary of Product Characteristics, Gilead Sciences Ltd, November 2014.  Coadministration of ledipasvir/sofosbuvir with digoxin may increase the concentration of digoxin. Therapeutic concentration monitoring of digoxin is recommended when coadministered with ledipasvir/sofosbuvir. Harvoni US Prescribing Information, Gilead Sciences, October 2014.
Ledipasvir/Sofosbuvir	Dihydroartemisinin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dihydorartemisinin undergoes glucuronidation but ledipasvir is only a weak inhibitor of intestinal UGT1A1 in vitro  	(See Summary)
Ledipasvir/Sofosbuvir	Dihydrocodeine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dihydrocodeine is converted to dihydromorphine (active metabolite) via CYP2D6, to dihydrocodeine-6-glucuronide via UGT2B7 (major pathway) and to nordihydrocodeine via CYP3A4. Ledipasvir is only a weak inhibitor of intestinal UGT1A1 and CYP3A4 in vitro 	(See Summary)
Ledipasvir/Sofosbuvir	Dihydroergotamine	Coadministration has not been studied. Dihydroergotamine is metabolised by CYP3A4 and although ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro there is the potential for serious adverse events such as ergot toxicity	(See Summary)
Ledipasvir/Sofosbuvir	Diltiazem	Coadministration with diltiazem has not been studied. Although diltiazem is an inhibitor of P-gp, a clinically significant effect on ledipasvir and sofosbuvir (both P-gp substrates) is unlikely. However, concentrations of diltiazem may increase due to inhibition of P-gp by ledipasvir. Monitor heart rate and blood pressure and consider dose reduction if required.	(See Summary)
Ledipasvir/Sofosbuvir	Diphenhydramine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diphenhydramine is a substrate and inhibitor of CYP2D6 and ledipasvir/sofosbuvir do not affect this pathway. Note, diphenhydramine should be used with caution in patients with moderate to severe hepatic impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Dipyridamole	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dipyridamole is glucuronidated and does not appear to be metabolised by cytochrome P450s. 	(See Summary)
Ledipasvir/Sofosbuvir	Disopyramide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Disopyramide is a substrate of CYP3A4 and ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro 	(See Summary)
Ledipasvir/Sofosbuvir	Disulfiram	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Disulfiram is rapidly metabolised to diethyldithiocarbamic acid and then conjugated with glucuronic acid. It is further oxidised to sulphate, methylated, and decomposed to diethylamine and carbon disulphide. 	(See Summary)
Ledipasvir/Sofosbuvir	Dofetilide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dofetilide is eliminated in the kidney by cationic secretion and is metabolized to a small extent by CYP3A4. Ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. Note, caution is required if using dofetilide in any degree of renal impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Dolutegravir	Coadministration has not been studied. Although concentrations of dolutegravir may increase due to inhibition of P-gp and BCRP by ledipasvir, any increase is unlikely to be clinically significant.	This interaction has not been studied but is expected to have no effect on exposures of dolutegravir, ledipasvir, sofosbuvir and GS-331007. No dose adjustment required.Harvoni Summary of Product Characteristics, Gilead Sciences Ltd, November 2014.
Ledipasvir/Sofosbuvir	Domperidone	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Domperidone is predominantly metabolised via CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro.	(See Summary)
Ledipasvir/Sofosbuvir	Dorzolamide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dorzolamide undergoes minimal metabolism and is largely excreted unchanged in the urine.	(See Summary)
Ledipasvir/Sofosbuvir	Doxazosin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Doxazosin is extensively metabolised by CYP3A4 and to a lesser extent CYP2D6 and CYP2C19 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. Note, the European SPC for doxazosin does not recommend it in severe hepatic impairment; the US Prescribing Information has a caution in hepatic impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Doxepin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Doxepin is primarily metabolized by CYP2C19 and CYP2D6, and to a lesser extent, by CYP1A2 and CYP2C9. Ledipasvir/sofosbuvir do not affect these enzymes. Note, the European and US product labels for doxepin advise caution and monitoring in patients with hepatic impairment as a dosage reduction may be required.	(See Summary)
Ledipasvir/Sofosbuvir	Doxorubicin	Coadministration has not been studied but may increase doxorubicin concentrations due to inhibition of P-gp by ledipasvir. The clinical significance of this is unknown. Monitor closely for cytotoxic side effects.	(See Summary)
Ledipasvir/Sofosbuvir	Doxycycline	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as doxycycline is mainly excreted in the urine and faeces as unchanged drug.	(See Summary)
Ledipasvir/Sofosbuvir	Dronedarone	Coadministration has not been studied. Based on data with amiodarone, coadministration of ledipasivr/sofosbuvir with dronedarone may result in serious symptomatic bradycardia and is not recommended. The mechanism of this effect is unknown.	(See Summary)
Ledipasvir/Sofosbuvir	Droperidol	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Droperidol is metabolised by CYP3A4 and CYP1A2 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro and has no effect on CYP1A2.	(See Summary)
Ledipasvir/Sofosbuvir	Drospirenone	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Drospirenone is metabolised mainly without involvement of CYP enzymes with little known involvement of transporters. 	(See Summary)
Ledipasvir/Sofosbuvir	Dulaglutide	Coadministration has not been studied. Dulaglutide delays gastric emptying and has the potential to impact the rate of absorption of concomitantly administered oral medicinal products. It is advisable to separate administration if possible.	(See Summary)
Ledipasvir/Sofosbuvir	Duloxetine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Duloxetine is metabolised by CYP1A2 and CYP2D6 and ledipasvir/sofosbuvir do not affect these enzymes. Note, duloxetine is contraindicated in patients with hepatic impairment as concentrations may increase due to decreased clearance of duloxetine.	(See Summary)
Ledipasvir/Sofosbuvir	Dutasteride	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dutasteride is metabolised mainly by CYP3A4 but ledipasvir is only a weak inhibitor of intestinal CYP3A4 in vitro. Note, the European SPC (but not the US Prescribing Information) cautions against dutasteride use in mild to moderate hepatic impairment and contraindicates it in severe hepatic impairment.	(See Summary)
Ledipasvir/Sofosbuvir	Echinacea	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Studies using a cocktail of probe drugs showed Echinacea inhibited CYP1A2 and intestinal CYP3A activity, and induced hepatic CYP3A activity but ledipasvir is not metabolized by these enzymes.	(See Summary)
Ledipasvir/Sofosbuvir	Eculizumab	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Eculizumab contains only naturally occurring amino acids and has no known active metabolites. Human antibodies are predominately catabolized by lysosomal enzymes to small peptides and amino acids. No drug interactions have been described to date.	(See Summary)
Ledipasvir/Sofosbuvir	Edoxaban	Coadministration has not been studied but may increase edoxaban concentrations due to inhibition of P-gp by ledipasvir. No a priori dose modification is required, however, the patient should be monitored for increased edoxaban side effects.	(See Summary)
